nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,ucla_lead_sponsor,ucla_principal_investigator,ucla_study_chair,ucla_study_director,ucla_unspecified_official,ucla_responsible_party,registration_year,start_year,completion_year
NCT00924612,2020-11-06,2009-06-17,2020-10-01,Interventional,Phase 2,16,Completed,Study to Determine the Effect of Food on the Absorption of an Oral Testosterone Undecanoate Formulation,2009-07-01T00:00:00Z,2010-07-01T00:00:00Z,2009-09-01T00:00:00Z,TRUE,Randomized,None (Open Label),INDUSTRY,TRUE,NA,LABiomedical Research Institute at Harbor-UCLA Medical Center,NA,NA,NA,NA,2009,2009,2010
NCT00926146,2017-01-26,2009-06-22,NA,Interventional,Not Applicable,451,Completed,Hepatitis B Virus (HBV) Prevention for Homeless at Risk for HBV/Hepatitis C Virus (HCV)/HIV,2009-07-01T00:00:00Z,2015-02-01T00:00:00Z,2014-01-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2009,2009,2015
NCT00943085,2014-03-24,2009-07-20,NA,Interventional,Not Applicable,52,Completed,Early Family-Focused Treatment for Youth at Risk for Bipolar Disorder,2007-04-01T00:00:00Z,2011-08-01T00:00:00Z,2010-08-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, Los Angeles",NA,NA,NA,NA,"University of California, Los Angeles",2009,2007,2011
NCT00948610,2017-10-26,2009-07-28,2017-03-24,Interventional,Not Applicable,20,Completed,Sleep and Immunity in Rheumatoid Arthritis : Remicade Substudy,2008-11-01T00:00:00Z,2011-04-01T00:00:00Z,2011-04-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2009,2008,2011
NCT00949234,2017-12-15,2009-07-29,2017-10-02,Interventional,Phase 2,267,Completed,Interventions for HIV Negative Men and Women Who Have High-risk Suspected Exposure to HIV,2010-03-01T00:00:00Z,2011-08-01T00:00:00Z,2010-06-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2009,2010,2011
NCT00949819,2022-04-19,2009-07-29,NA,Observational,NA,462,Recruiting,Active Surveillance for Cancer of the Prostate (ASCaP),2009-07-04T00:00:00Z,2028-12-01T00:00:00Z,2027-07-05T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2009,2009,2028
NCT00949845,2009-07-29,2009-07-29,NA,Interventional,Early Phase 1,NA,Completed,Cytokine-Associated Depression and Social Pain,2007-01-01T00:00:00Z,NA,NA,FALSE,NA,NA,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,NA,2009,2007,NA
NCT00953095,2014-09-22,2009-08-04,NA,Interventional,Not Applicable,112,Completed,Social and Communication Outcomes for Young Children With Autism,2009-04-01T00:00:00Z,2011-12-01T00:00:00Z,2011-12-01T00:00:00Z,FALSE,Randomized,Single,FED,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2009,2009,2011
NCT00955968,2021-11-12,2009-08-07,2017-08-30,Interventional,Phase 4,1653,Completed,IMPAACT 1077HS: Examining Benefits of HAART Continuation in Postpartum Women,2010-01-01T00:00:00Z,2016-08-31T00:00:00Z,2016-08-31T00:00:00Z,TRUE,Randomized,None (Open Label),NETWORK,TRUE,NA,NA,"University of California, Los Angeles",NA,NA,NA,2009,2010,2016
NCT00956514,2013-02-04,2009-08-07,NA,Interventional,Phase 4,50,Completed,Neurophysiologic Predictors of Outcome With rTMS Treatment of Major Depressive Disorder,2009-07-01T00:00:00Z,2011-10-01T00:00:00Z,2011-09-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles",UCLA Depression Research and Clinic Program,NA,NA,NA,"University of California, Los Angeles",2009,2009,2011
NCT00957242,2014-07-14,2009-08-10,2013-03-04,Interventional,Phase 3,145,Terminated,AntiCoagulant Effectiveness in Idiopathic Pulmonary Fibrosis,2009-10-01T00:00:00Z,2011-07-01T00:00:00Z,2011-07-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2009,2009,2011
NCT00958763,2009-08-12,2009-08-12,NA,Interventional,Phase 2,219,Completed,Alcohol Use Reduction in Methadone Individuals With Hepatitis C Virus(HCV),2006-03-01T00:00:00Z,2008-12-01T00:00:00Z,2008-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2009,2006,2008
NCT00961935,2016-01-12,2009-08-18,NA,Observational,NA,50,Completed,Pediatric Bipolar Disorder Study at UCLA,2008-08-01T00:00:00Z,2011-09-01T00:00:00Z,2011-08-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2009,2008,2011
NCT00965835,2009-12-23,2009-08-24,NA,Observational,NA,40,Unknown status,Amyloid Plaque and Tangle Imaging in Alzheimer's Disease and Down Syndrome,2009-08-01T00:00:00Z,2011-05-01T00:00:00Z,2011-05-01T00:00:00Z,FALSE,NA,NA,NIH,FALSE,NA,"Semel Institute, UCLA",NA,NA,NA,NA,2009,2009,2011
NCT00966017,2009-12-23,2009-08-24,NA,Observational,NA,108,Unknown status,"Glucose Metabolic, Amyloid, and Tau Brain Imaging in Down Syndrome and Dementia",2009-07-01T00:00:00Z,2014-02-01T00:00:00Z,2014-02-01T00:00:00Z,FALSE,NA,NA,NIH,FALSE,NA,"Semel Institute for Neuroscience & Human Behavior, David Geffen School of Medicine at UCLA",NA,NA,NA,"Semel Institute for Neuroscience & Human Behavior, David Geffen School of Medicine at UCLA",2009,2009,2014
NCT00969332,2020-02-11,2009-08-31,2019-07-01,Interventional,Phase 2,62,Terminated,A Safety and Efficacy Study to Determine if Giving Intravenous Fish Oil Helps Children With Liver Disease,2009-08-01T00:00:00Z,2019-02-12T00:00:00Z,2019-01-12T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2009,2009,2019
NCT00972699,2013-05-01,2009-09-04,NA,Interventional,Phase 2,1200,Completed,Mentor Mothers: A Sustainable Family Intervention in South African Townships,2008-07-01T00:00:00Z,2011-12-01T00:00:00Z,2011-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","UCLA Semel Institute, Center for Community Health",NA,NA,NA,"University of California, Los Angeles",2009,2008,2011
NCT00984971,2015-08-27,2009-09-24,NA,Interventional,Phase 1,18,Completed,Rectal Microbicide Safety and Acceptability Trial of Topically Applied Tenofovir Compared With Oral Tablet,2009-09-01T00:00:00Z,2010-07-01T00:00:00Z,2010-06-01T00:00:00Z,FALSE,Randomized,Double,OTHER,TRUE,NA,NA,NA,NA,NA,UCLA,2009,2009,2010
NCT00988390,2016-11-23,2009-10-01,NA,Interventional,Not Applicable,543,Completed,Mothers Living With HIV and Their Adolescent Children,2005-02-01T00:00:00Z,2008-06-01T00:00:00Z,2008-06-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Los Angeles",NA,NA,NA,NA,NA,2009,2005,2008
NCT00989911,2015-02-09,2009-10-05,2014-12-03,Interventional,Not Applicable,10,Completed,Endothelin Blockade in Patients With Single Ventricle Physiology,2010-05-01T00:00:00Z,2013-03-01T00:00:00Z,2013-03-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2009,2010,2013
NCT00992108,2016-11-02,2009-10-08,2016-08-29,Interventional,Phase 4,17,Terminated,Efficacy of Botulinum Toxin Versus Lidocaine in Treating Masticatory Myofascial Face Pain Using Ultrasound and EMG Guided Techniques,2009-10-01T00:00:00Z,2010-10-01T00:00:00Z,2010-10-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,NA,2009,2009,2010
NCT00994448,2013-02-25,2009-10-13,2013-01-14,Interventional,Phase 2,19,Completed,Pilot Trial of Bupropion Versus Placebo for Methamphetamine Abuse in Adolescents,2009-10-01T00:00:00Z,2011-12-01T00:00:00Z,2011-12-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,FALSE,"University of California, Los Angeles",UCLA Department of Family Medicine,NA,NA,NA,"University of California, Los Angeles",2009,2009,2011
NCT00995592,2009-10-14,2009-10-14,NA,Interventional,Phase 2,684,Completed,Philani Home-based Nutrition Intervention Program,2002-11-01T00:00:00Z,2005-07-01T00:00:00Z,2005-07-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Los Angeles",NA,NA,NA,NA,UCLA - Center for Community Health,2009,2002,2005
NCT00996528,2021-10-06,2009-10-15,NA,Interventional,Phase 3,1239,"Active, not recruiting",Neighborhood Alcohol & HIV Prevention in South African Townships (Philani),2007-09-01T00:00:00Z,2025-09-01T00:00:00Z,2015-09-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Los Angeles","Department of Psychiatry & Biobehavioral Sciences, Semel Institute, UCLA",NA,NA,NA,"University of California, Los Angeles",2009,2007,2025
NCT00996541,2009-11-06,2009-10-15,NA,Interventional,Not Applicable,302,Completed,Support To Reunite Involve and Value Each Other,2004-09-01T00:00:00Z,2009-06-01T00:00:00Z,2009-06-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Los Angeles",NA,NA,NA,NA,UCLA Center for Community Health,2009,2004,2009
NCT00996684,2011-09-26,2009-10-15,NA,Interventional,Phase 2,30,Unknown status,Study of Intravitreal Microplasmin in Relieving Vitreo-Macular Adhesion in Neovascular Age-related Macular Degeneration,2009-10-01T00:00:00Z,2011-12-01T00:00:00Z,2011-09-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2009,2009,2011
NCT00998010,2020-08-26,2009-10-17,2020-06-19,Interventional,Phase 2,24,Completed,"Bortezomib, Temozolomide, and Regional Radiation Therapy in Treating Patients With Newly Diagnosed Glioblastoma Multiforme or Gliosarcoma",2011-10-03T00:00:00Z,2018-04-20T00:00:00Z,2016-03-29T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,Ronald Reagan UCLA Medical Center,NA,NA,NA,NA,2009,2011,2018
NCT00999037,2017-02-14,2009-10-20,2016-12-22,Interventional,Not Applicable,18,Completed,FGF-23 (Fibroblast Growth Factor 23) Regulation in Chronic Kidney Disease,2009-10-01T00:00:00Z,2015-06-01T00:00:00Z,2015-06-01T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,"University of California, Los Angeles",NA,NA,NA,NA,"University of California, Los Angeles",2009,2009,2015
NCT00999778,2012-08-14,2009-10-21,NA,Interventional,Not Applicable,86,Completed,Optimizing Social and Communication Outcomes for Toddlers With Autism,2008-07-01T00:00:00Z,2012-08-01T00:00:00Z,2012-07-01T00:00:00Z,FALSE,Randomized,Single,NIH,FALSE,NA,"University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2009,2008,2012
NCT01002222,2015-03-01,2009-10-25,NA,Interventional,Phase 3,200,Completed,Open-Label Extension Study of MCS-2 in the Treatment of Lower Urinary Tract Symptoms (MCS-2-US-c),2011-01-01T00:00:00Z,2014-02-01T00:00:00Z,2014-02-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),INDUSTRY,FALSE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2009,2011,2014
NCT01002417,2015-03-01,2009-10-25,NA,Interventional,Phase 2/Phase 3,274,Completed,MCS in the Treatment of Lower Urinary Tract Symptoms,2010-07-01T00:00:00Z,2014-02-01T00:00:00Z,2014-02-01T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,FALSE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2009,2010,2014
NCT01003262,2016-11-23,2009-10-27,NA,Interventional,Not Applicable,123,Completed,Evaluating an Emergency Department Observation Syncope Protocol for Older Adults,2010-03-01T00:00:00Z,2011-12-01T00:00:00Z,2011-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,NA,2009,2010,2011
NCT01005472,2020-07-30,2009-10-30,NA,Interventional,Phase 1,16,Completed,Temozolomide and Sunitinib Malate in Treating Patients With Stage III or Stage IV Malignant Melanoma,2008-12-01T00:00:00Z,2018-01-17T00:00:00Z,2018-01-17T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2009,2008,2018
NCT01011764,2012-08-14,2009-11-10,NA,Interventional,Not Applicable,200,Completed,Study of Peer Relationships at School,2009-09-01T00:00:00Z,2012-08-01T00:00:00Z,2012-06-01T00:00:00Z,FALSE,Randomized,Double,FED,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2009,2009,2012
NCT01011829,2013-02-11,2009-11-09,2012-11-21,Interventional,Phase 2,20,Completed,Varenicline vs Placebo for the Treatment of Methamphetamine Dependence,2009-11-01T00:00:00Z,2010-05-01T00:00:00Z,2010-05-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,"University of California, Los Angeles",UCLA Dept of Family Medicine,NA,NA,NA,"University of California, Los Angeles",2009,2009,2010
NCT01012076,2012-06-13,2009-11-10,NA,Interventional,Not Applicable,60,Completed,Promoting Development in Toddlers With Communication Delays,2007-04-01T00:00:00Z,2011-10-01T00:00:00Z,2011-10-01T00:00:00Z,FALSE,Randomized,Double,OTHER,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2009,2007,2011
NCT01013285,2020-08-31,2009-11-11,2016-02-25,Interventional,Phase 2,70,Completed,"Bevacizumab, Temozolomide, and External Beam Radiation Therapy as First-Line Therapy in Treating Patients With Newly Diagnosed Glioblastoma Multiforme or Gliosarcoma",2006-06-01T00:00:00Z,2015-08-01T00:00:00Z,2013-10-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,"Ronald Reagan University of California, Los Angeles (UCLA) Medical Center",NA,NA,NA,NA,2009,2006,2015
NCT01013545,2013-07-10,2009-11-12,NA,Interventional,Not Applicable,96,Completed,Developmental and Augmented Intervention for Facilitating Expressive Language,2009-07-01T00:00:00Z,2012-12-01T00:00:00Z,2012-07-01T00:00:00Z,FALSE,Randomized,Double,OTHER,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2009,2009,2012
NCT01013714,2021-08-31,2009-11-13,NA,Interventional,Phase 3,40,Recruiting,Cardiac Sympathetic Denervation for Prevention of Ventricular Tachyarrhythmias,2021-07-26T00:00:00Z,2023-08-31T00:00:00Z,2023-08-31T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2009,2021,2023
NCT01014975,2015-09-22,2009-11-16,2015-08-20,Interventional,Phase 1/Phase 2,40,Completed,A Safety and Dose Finding Study of Plasmin (Human) Administered Into the Middle Cerebral Artery of Stroke Patients,2009-11-01T00:00:00Z,2014-02-01T00:00:00Z,2013-11-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),INDUSTRY,TRUE,NA,NA,NA,"University of California, Los Angeles",NA,NA,2009,2009,2014
NCT01018407,2015-06-04,2009-11-20,NA,Interventional,Not Applicable,192,Completed,Interventions for Communication in Autism Network,2009-12-01T00:00:00Z,2015-06-01T00:00:00Z,2015-06-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2009,2009,2015
NCT01019707,2017-05-01,2009-11-24,2013-04-02,Interventional,Phase 1,6,Terminated,Safety Assessment of Atomoxetine With MA IV Administration,2009-10-01T00:00:00Z,2010-12-01T00:00:00Z,2010-12-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2009,2009,2010
NCT01027052,2018-10-24,2009-08-13,NA,Interventional,Not Applicable,11,Completed,Spices Inhibit the Formation and Absorption of Malondialdehyde From Hamburger Meat,2008-06-01T00:00:00Z,2009-05-01T00:00:00Z,2008-10-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Los Angeles","David Geffen School of Medicine, UCLA Center for Human Nutrtiion",NA,NA,NA,"University of California, Los Angeles",2009,2008,2009
NCT01028651,2017-01-05,2009-12-08,2016-09-14,Observational,NA,13,Completed,A Study to Assess the Safety and Efficacy of Treprostinil to Facilitate Liver Transplantation in Patients With Portopulmonary Hypertension,2011-01-01T00:00:00Z,2013-04-01T00:00:00Z,2013-04-01T00:00:00Z,TRUE,NA,NA,INDUSTRY,TRUE,NA,NA,NA,"University of California, Los Angeles",NA,NA,2009,2011,2013
NCT01029925,2016-01-14,2009-12-09,2013-04-02,Interventional,Phase 2,7,Terminated,Dichloroacetate (DCA) in Patients With Previously Treated Metastatic Breast or Non-Small Cell Lung Cancer (NSCL),2009-12-01T00:00:00Z,2011-11-01T00:00:00Z,2011-08-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2009,2009,2011
NCT01030354,2009-12-10,2009-12-10,NA,Interventional,Phase 2/Phase 3,100,Completed,"Effects of Protein-Enriched Meal on Liver, Kidney or Bone: a Randomized Controlled Trial",2004-07-01T00:00:00Z,2005-12-01T00:00:00Z,2005-07-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,UCLA Center for Human Nutrition,2009,2004,2005
NCT01031927,2009-12-24,2009-12-13,NA,Interventional,Phase 2,30,Completed,N-methyl Glycine (Sarcosine) for the Treatment of Obsessive Compulsive Disorder (OCD),2007-06-01T00:00:00Z,NA,2009-02-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,NA,NA,"Department of Psychiatry, Harbor-UCLA Medical Center, California, U.S.A",NA,NA,NA,2009,2007,NA
NCT01037946,2012-02-22,2009-12-22,NA,Interventional,Not Applicable,1033,Completed,Family to Family: Psychoeducation to Improve Children's Outcomes in HIV+ Families,2005-09-01T00:00:00Z,2010-05-01T00:00:00Z,2009-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,"University of California, Los Angeles",NA,"University of California, Los Angeles",2009,2005,2010
NCT01044238,2014-05-19,2010-01-06,NA,Interventional,Phase 2,90,Unknown status,Methylphenidate to Treat Methamphetamine Dependence,2010-10-01T00:00:00Z,2014-07-01T00:00:00Z,2014-07-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Los Angeles",UCLA Integrated Substance Abuse Programs,NA,UCLA Integrated Substance Abuse Programs,NA,"University of California, Los Angeles",2010,2010,2014
NCT01046773,2018-02-05,2010-01-11,NA,Interventional,Phase 1,3,Terminated,Vitamin D Supplementation as Non-toxic Immunomodulation in Children With Crohn's Disease,2010-01-01T00:00:00Z,2017-05-01T00:00:00Z,2017-05-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,NA,2010,2010,2017
NCT01051037,2019-05-03,2010-01-15,NA,Interventional,Not Applicable,17,Completed,Stereotactic Body Radiotherapy and Radiofrequency Ablation for Lung Tumors Near Central Airways,2010-02-08T00:00:00Z,2017-12-20T00:00:00Z,2017-12-20T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2010,2010,2017
NCT01051609,2016-09-07,2010-01-15,NA,Observational,NA,27,Completed,"Aromatase Inhibitor-Associated Musculoskeletal Symptoms in Non-Metastatic, Post Menopausal Breast Cancer Patients",2010-05-01T00:00:00Z,NA,2013-07-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2010,2010,NA
NCT01051960,2020-10-28,2010-01-19,2020-03-11,Interventional,Phase 4,12,Completed,Exercise Induced Pulmonary Hypertension in Systemic Sclerosis and Treatment With Ambrisentan,2009-03-01T00:00:00Z,2011-01-01T00:00:00Z,2010-06-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,NA,2010,2009,2011
NCT01052415,2016-11-23,2010-01-19,NA,Interventional,Not Applicable,5400,Completed,POL and Access Intervention to Reduce HIV Stigma Among Service Providers in China,2007-09-01T00:00:00Z,2011-08-01T00:00:00Z,2010-12-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Los Angeles","UCLA Semel Institute, Center for Community Health",NA,NA,NA,NA,2010,2007,2011
NCT01054560,2016-08-31,2009-12-10,2012-04-24,Interventional,Not Applicable,144,Completed,SOLITAIRE™ FR With the Intention For Thrombectomy (SWIFT) Study,2010-01-01T00:00:00Z,2011-07-01T00:00:00Z,2011-07-01T00:00:00Z,TRUE,Randomized,None (Open Label),INDUSTRY,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2009,2010,2011
NCT01057784,2014-12-05,2010-01-26,NA,Observational,NA,0,Withdrawn,Bariatric Surgery Outcomes,2010-03-01T00:00:00Z,2014-07-01T00:00:00Z,2014-07-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,UCLA,2010,2010,2014
NCT01057888,2015-12-16,2010-01-25,2012-10-18,Interventional,Not Applicable,10599,Completed,Evaluation of Vaccination Reminder/Recall Systems for Adolescent Patients,2009-12-01T00:00:00Z,2010-12-01T00:00:00Z,2010-12-01T00:00:00Z,TRUE,Randomized,Single,OTHER,TRUE,"University of California, Los Angeles",NA,NA,NA,NA,NA,2010,2009,2010
NCT01059513,2020-11-23,2010-01-29,NA,Observational,NA,167,Completed,Hypo-fractionated Stereotactic Body Radiotherapy for Localized Prostate Cancer,2010-01-26T00:00:00Z,2020-03-19T00:00:00Z,2020-03-19T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2010,2010,2020
NCT01061671,2017-12-08,2010-02-02,2015-01-29,Interventional,Phase 3,885,Terminated,Simvastatin Therapy for Moderate and Severe COPD,2010-03-01T00:00:00Z,2014-01-01T00:00:00Z,2014-01-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,TRUE,NA,Harbor-UCLA Research & Education Institute,NA,NA,NA,NA,2010,2010,2014
NCT01067508,2019-05-15,2010-02-08,2016-10-06,Interventional,Not Applicable,19,Completed,Effects of Naturally Silicon-Rich Water on Bone Metabolism in Women,2007-06-01T00:00:00Z,2011-02-01T00:00:00Z,2010-12-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2010,2007,2011
NCT01070186,2012-07-27,2010-02-16,NA,Interventional,Phase 2,0,Withdrawn,Study of Sunitinib in Subjects With High Risk Renal Cell Carcinoma,2010-10-01T00:00:00Z,NA,NA,FALSE,NA,None (Open Label),OTHER,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,UCLA Jonsson Comprehensive Cancer Center,2010,2010,NA
NCT01073332,2015-05-06,2010-02-22,NA,Interventional,Not Applicable,16,Completed,"The Effects of a Dietary Supplement on Exercise Performance in Healthy Older Adults""",2004-10-01T00:00:00Z,2005-02-01T00:00:00Z,2005-02-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2010,2004,2005
NCT01076829,2014-06-09,2010-02-25,NA,Interventional,Not Applicable,10,Completed,Effects of a Spiced Meat Patty on Inflammation in Men With Type 2 Diabetes,2009-07-01T00:00:00Z,2014-06-01T00:00:00Z,2014-06-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2010,2009,2014
NCT01078324,2016-08-17,2010-03-01,NA,Observational,NA,550,Completed,Study of Ischemic Colitis Compared to Other Diagnoses in Patients With Lower Gastrointestinal Bleeding,1997-12-01T00:00:00Z,2009-12-01T00:00:00Z,2009-12-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,NA,2010,1997,2009
NCT01079416,2013-01-31,2010-03-01,NA,Observational,NA,65,Completed,Study of Capsule Endoscopy to Determine the Accuracy for Detection of Esophageal Varices,2006-06-01T00:00:00Z,2008-02-01T00:00:00Z,2008-02-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Los Angeles",NA,NA,NA,NA,"University of California, Los Angeles",2010,2006,2008
NCT01080794,2017-03-02,2010-03-03,2016-01-12,Interventional,Not Applicable,61,Completed,rTMS for Motor and Mood Symptoms of Parkinson's Disease,2010-05-01T00:00:00Z,2014-06-01T00:00:00Z,2014-06-01T00:00:00Z,TRUE,Randomized,Double,OTHER,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2010,2010,2014
NCT01082237,2013-04-15,2010-03-05,NA,Interventional,Phase 4,80,Completed,Biomarkers for Outcomes In Late-life Depression (BOLD),2009-10-01T00:00:00Z,2012-10-01T00:00:00Z,2012-10-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,NA,2010,2009,2012
NCT01088295,2019-01-15,2010-03-16,2013-01-16,Interventional,Phase 2,35,Completed,HIV and Fat Accumulation,2010-05-01T00:00:00Z,2011-06-01T00:00:00Z,2011-06-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,NA,2010,2010,2011
NCT01090245,2017-05-09,2010-03-16,NA,Interventional,Not Applicable,202,Completed,Using Incentives to Improve Parolee Participation and Attendance in Community Treatment,2010-04-01T00:00:00Z,2014-08-01T00:00:00Z,2014-01-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Los Angeles","University of California, Los Angeles",NA,"University of California, Los Angeles",NA,"University of California, Los Angeles",2010,2010,2014
NCT01092767,2021-10-27,2010-03-16,2014-02-13,Interventional,Not Applicable,50,Completed,Study to Determine if the Valiant Stent Graft is Safe and Effective in Treating Patients Who Have a Blunt Thoracic Aortic Injury,2010-04-01T00:00:00Z,2017-05-01T00:00:00Z,2012-04-01T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,TRUE,NA,Harbor UCLA,NA,NA,NA,NA,2010,2010,2017
NCT01094223,2022-04-22,2010-03-25,NA,Interventional,Not Applicable,62,Completed,Mindfulness Based Relapse Prevention for Stimulant Users,2010-04-01T00:00:00Z,2012-12-01T00:00:00Z,2012-04-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2010,2010,2012
