nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,ucla_lead_sponsor,ucla_principal_investigator,ucla_study_chair,ucla_study_director,ucla_unspecified_official,ucla_responsible_party,registration_year,start_year,completion_year
NCT00535444,2016-11-07,2007-09-25,NA,Interventional,Not Applicable,100,Completed,Health and Faith Working to Control Blood Pressure,2006-09-01T00:00:00Z,2007-10-01T00:00:00Z,2007-10-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Los Angeles",UCLA RWJ CSP,NA,NA,NA,NA,2007,2006,2007
NCT00537680,2012-02-02,2007-09-07,2011-06-07,Interventional,Phase 3,70,Completed,"Study to Assess the Efficacy, Safety and Tolerability of Idebenone in the Treatment of Friedreich's Ataxia",2007-12-01T00:00:00Z,2009-04-01T00:00:00Z,2009-04-01T00:00:00Z,TRUE,Randomized,Quadruple,INDUSTRY,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2007,2007,2009
NCT00539357,2016-08-04,2007-10-02,NA,Interventional,Phase 4,12,Completed,A Pilot Study of Cranial Electrotherapy Stimulation[CES] for Generalized Anxiety Disorder,2005-08-01T00:00:00Z,2006-03-01T00:00:00Z,NA,FALSE,NA,None (Open Label),OTHER,TRUE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,NA,2007,2005,2006
NCT00543270,2021-09-30,2007-10-10,NA,Interventional,Not Applicable,258,Completed,Powerlink Bifurcated Stent Graft Long-Term Follow-up Study,2005-10-01T00:00:00Z,2009-11-01T00:00:00Z,2009-11-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),INDUSTRY,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2007,2005,2009
NCT00554515,2021-05-12,2007-11-06,2017-04-13,Interventional,Phase 2,123,Completed,"The High-Dose Aldesleukin (IL-2) ""Select"" Trial for Patients With Metastatic Renal Cell Carcinoma",2006-11-01T00:00:00Z,2013-10-31T00:00:00Z,2013-10-31T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2007,2006,2013
NCT00560300,2010-01-12,2007-11-13,NA,Interventional,Phase 2,61,Completed,Regulation of Bone Formation in Renal Osteodystrophy,2000-11-01T00:00:00Z,2006-11-01T00:00:00Z,NA,FALSE,Randomized,None (Open Label),NIH,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2007,2000,2006
NCT00560599,2013-09-25,2007-11-16,NA,Interventional,Phase 3,350,Completed,A Randomized Clinical Trial to Prevent Recurrent CA-MRSA Infection,2007-04-01T00:00:00Z,2012-12-01T00:00:00Z,2012-02-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,NA,Harbor-UCLA Medical Center (LABiomed),NA,NA,NA,2007,2007,2012
NCT00561093,2015-05-20,2007-11-19,NA,Interventional,Phase 3,93,Completed,Anit-Inflammatory and Anti-Oxidative Nutrition in Dialysis Patients,2008-02-01T00:00:00Z,2011-05-01T00:00:00Z,2010-10-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,TRUE,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,LABioMed at Harbor-UCLA,NA,LABioMed at Harbor-UCLA,NA,NA,2007,2008,2011
NCT00562731,2008-03-28,2007-11-21,NA,Interventional,Phase 3,150,Terminated,Open-Label Study of ARD-0403 in Testosterone Deficient Men,2007-10-01T00:00:00Z,2008-06-01T00:00:00Z,NA,FALSE,Non-Randomized,None (Open Label),INDUSTRY,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2007,2007,2008
NCT00569595,2011-06-06,2007-12-05,NA,Interventional,Phase 3,100,Completed,Improving Health Habits in Impoverished Populations,2008-11-01T00:00:00Z,2009-11-01T00:00:00Z,2009-11-01T00:00:00Z,FALSE,Randomized,Single,NIH,TRUE,NA,UCLA Department of Family Medicine,NA,NA,NA,UCLA Department of Family Medicine,2007,2008,2009
NCT00569634,2021-03-10,2007-12-06,NA,Interventional,Not Applicable,40,Completed,Agreement Between Venous and Arterial Blood Gas Measurements in the Intensive Care Unit,2008-01-01T00:00:00Z,2008-07-01T00:00:00Z,2008-07-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,Olive View-UCLA Education & Research Institute,Olive View-UCLA Education & Research Institute,NA,NA,NA,NA,2007,2008,2008
NCT00569829,2012-03-28,2007-12-05,NA,Interventional,Phase 2,60,Completed,Modular Cognitive Behavioral Therapy for the Treatment of Child Anxiety Disorders in Elementary School Settings,2004-01-01T00:00:00Z,2009-06-01T00:00:00Z,2008-06-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2007,2004,2009
NCT00571402,2014-03-24,2007-12-11,NA,Interventional,Phase 1/Phase 2,58,Completed,Evaluating the Effectiveness of Family-Focused Psychoeducation in Treating Adolescents With Bipolar Disorder,2001-07-01T00:00:00Z,2005-09-01T00:00:00Z,2005-09-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, Los Angeles",NA,NA,NA,NA,"University of California, Los Angeles",2007,2001,2005
NCT00581347,2016-08-17,2007-12-19,2010-08-12,Interventional,Not Applicable,7546,Completed,Primary Care and Adolescent Immunization for Rochester,2007-10-01T00:00:00Z,2008-12-01T00:00:00Z,2008-12-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles",NA,NA,NA,NA,NA,2007,2007,2008
NCT00583791,2019-06-07,2007-12-20,2013-12-20,Interventional,Not Applicable,91,Completed,Closure of Muscular Ventricular Septal Defects With The AMPLATZER™ Muscular VSD Occluder,2000-07-01T00:00:00Z,2009-11-01T00:00:00Z,2008-10-01T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2007,2000,2009
NCT00586131,2017-08-31,2007-12-21,NA,Interventional,Phase 4,8,Completed,Arterial pH and Total Body Nitrogen Balances in APD,2003-09-01T00:00:00Z,2008-04-01T00:00:00Z,2008-04-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,NA,NA,NA,NA,2007,2003,2008
NCT00586209,2021-02-01,2007-12-21,2020-09-21,Interventional,Phase 2,15,Terminated,L-Glutamine Therapy for Sickle Cell Anemia,2004-02-06T00:00:00Z,2009-11-01T00:00:00Z,2008-08-27T00:00:00Z,TRUE,Randomized,Triple,OTHER,FALSE,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,LaBiomed At Harbor-UCLA Medical Center,NA,NA,NA,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,2007,2004,2009
NCT00591123,2021-09-03,2007-12-28,2016-01-29,Interventional,Phase 2,38,Completed,Study of Erlotinib and Chemotherapy for Unresectable or Metastatic Cancer of the Esophagus and Gastric Cardia,2007-12-01T00:00:00Z,2015-09-01T00:00:00Z,2011-06-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,NA,"University of California, Los Angeles","University of California, Los Angeles",UCLA - TORI,NA,NA,2007,2007,2015
NCT00591617,2013-01-28,2007-12-28,NA,Interventional,Not Applicable,202,Completed,Optimizing Outcomes Using Suboxone for Opiate Dependence,2006-09-01T00:00:00Z,2012-12-01T00:00:00Z,2012-01-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles",UCLA Integrated Substance Abuse Programs,NA,UCLA Integrated Substance Abuse Programs,NA,"University of California, Los Angeles",2007,2006,2012
NCT00593515,2008-01-03,2008-01-03,NA,Interventional,Phase 2,40,Completed,Effects of Parental Behavior on Child Anxiety Regulation,2000-03-01T00:00:00Z,2004-04-01T00:00:00Z,2004-04-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,UCLA,2008,2000,2004
NCT00600561,2008-01-14,2008-01-14,NA,Interventional,Phase 2,50,Completed,Mindfulness Meditation Training in HIV,2005-06-01T00:00:00Z,2008-01-01T00:00:00Z,2007-12-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Los Angeles",UCLA Department of Psychology,NA,"Cousins Center for Psychoneuroimmunology, UCLA",NA,UCLA Department of Psychology,2008,2005,2008
NCT00602290,2017-12-12,2008-01-23,2014-06-08,Interventional,Phase 4,181,Completed,Effectiveness of Methylphenidate in Improving Cognition and Function in Older Adults With Depression,2008-02-01T00:00:00Z,2013-02-01T00:00:00Z,2013-01-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2008,2008,2013
NCT00604799,2021-10-27,2007-12-21,NA,Interventional,Phase 2/Phase 3,379,Completed,VALOR: The Talent Thoracic Stent Graft System Clinical Study,2003-07-01T00:00:00Z,2011-06-01T00:00:00Z,2006-06-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),INDUSTRY,FALSE,NA,Harbor UCLA,NA,NA,NA,NA,2007,2003,2011
NCT00606749,2008-06-18,2008-01-22,NA,Interventional,Phase 2,20,Completed,Use of KC706 for the Treatment of Pemphigus Vulgaris,2007-11-01T00:00:00Z,2008-06-01T00:00:00Z,2008-06-01T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,FALSE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2008,2007,2008
NCT00607126,2016-07-01,2008-01-22,2015-12-30,Interventional,Phase 1/Phase 2,38,Completed,Locomotor Training in Persons With Multiple Sclerosis,2006-07-01T00:00:00Z,2009-08-01T00:00:00Z,2009-08-01T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2008,2006,2009
NCT00613184,2008-02-11,2008-01-29,NA,Interventional,Not Applicable,150,Unknown status,Comparison of Nylon Flocked Swabs and Saline Aspirates for Detection Respiratory Viruses,2006-11-01T00:00:00Z,2008-01-01T00:00:00Z,2008-01-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,NA,Kern Medical Center & David Geffen School of Medicine UCLA,NA,NA,NA,NA,2008,2006,2008
NCT00614744,2021-02-15,2008-02-11,2017-06-30,Interventional,Not Applicable,168,Completed,Late Hypothermia for Hypoxic-Ischemic Encephalopathy,2008-04-01T00:00:00Z,2016-06-01T00:00:00Z,2016-06-01T00:00:00Z,TRUE,Randomized,None (Open Label),NETWORK,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2008,2008,2016
NCT00628914,2010-08-19,2008-02-25,NA,Interventional,Phase 4,60,Unknown status,Brain Mechanisms and Targeting Insomnia in Major Depression,2008-05-01T00:00:00Z,2010-02-01T00:00:00Z,2009-11-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Los Angeles",Semel Institute for Neuroscience and Human Behavior at UCLA,NA,NA,NA,University of California Los Angeles,2008,2008,2010
NCT00630669,2008-03-06,2008-02-27,NA,Interventional,Not Applicable,45,Completed,Comparison Between Two Endoscopic Treatments of Bleeding Internal Hemorrhoids:Band Ligation and Electrocoagulation Probe,1997-12-01T00:00:00Z,2001-05-01T00:00:00Z,2000-05-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles",NA,NA,NA,NA,"University of California, Los Angeles",2008,1997,2001
NCT00631020,2015-04-18,2008-02-27,2014-12-02,Interventional,Not Applicable,34,Completed,"Youth Smoking Cessation: Therapy +/- ""The Patch""",2007-12-01T00:00:00Z,2009-10-01T00:00:00Z,2009-10-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2008,2007,2009
NCT00634283,2020-02-26,2008-03-06,2013-02-04,Interventional,Phase 4,6,Completed,Study of the Effects of an Antidepressant Medication and Placebo on the Brain Functioning of Normal Subjects,2008-02-01T00:00:00Z,2009-02-01T00:00:00Z,2009-02-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2008,2008,2009
NCT00640484,2010-08-24,2008-03-18,NA,Interventional,Phase 2,57,Completed,Confirmatory Dose Finding Study of 2 Dosages of CHF 4226 pMDI (Carmoterol) in Patients With COPD,2008-04-01T00:00:00Z,2008-10-01T00:00:00Z,2008-10-01T00:00:00Z,FALSE,Randomized,Triple,INDUSTRY,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2008,2008,2008
NCT00644150,2013-12-11,2008-03-24,NA,Interventional,Not Applicable,1373,Completed,Effectiveness of HIV/Sexually Transmitted Infection Training for Physicians in China,2007-04-01T00:00:00Z,2011-07-01T00:00:00Z,2011-07-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2008,2007,2011
NCT00644163,2014-01-23,2008-03-24,NA,Interventional,Not Applicable,1070,Completed,Effectiveness of a Risk Reduction Program in Preventing the Transmission of HIV and Sexually Transmitted Diseases in African-American Couples,2003-11-01T00:00:00Z,2007-06-01T00:00:00Z,2007-06-01T00:00:00Z,FALSE,Randomized,NA,OTHER,TRUE,NA,University of California Los Angeles (UCLA),NA,NA,NA,NA,2008,2003,2007
NCT00646633,2016-07-05,2008-03-25,NA,Interventional,Not Applicable,12,Completed,Improving Fatigue: A Pilot Study of Acupuncture and Patient Education for Breast Cancer Survivors,2008-03-01T00:00:00Z,2009-10-01T00:00:00Z,2009-01-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,NA,"UCLA Center for East-West Medicine, 1033 Gayley Ave, Suite 111, Los Angeles, CA 90024",NA,NA,NA,NA,2008,2008,2009
NCT00647868,2018-03-29,2008-03-27,NA,Interventional,Phase 1,32,Completed,"NASOBOL in Hypogonadal Men in Comparison to Testosterone Levels in Normal Healthy Male Volunteers",2008-05-01T00:00:00Z,2009-03-01T00:00:00Z,2009-03-01T00:00:00Z,FALSE,Randomized,None (Open Label),INDUSTRY,FALSE,NA,General Clinical Research Center - Harbor UCLA Medical center,NA,NA,NA,NA,2008,2008,2009
NCT00648232,2013-12-11,2008-03-28,NA,Interventional,Not Applicable,3415,Completed,HIV Counseling and Testing and Linkage to Care in Uganda,2008-05-01T00:00:00Z,2011-06-01T00:00:00Z,2011-06-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Los Angeles",UCLA David Geffen School of Medicine,NA,NA,NA,"University of California, Los Angeles",2008,2008,2011
NCT00650091,2015-05-27,2008-03-28,2014-07-31,Interventional,Phase 3,264,Completed,"Evaluating the Effectiveness of Prednisone, Azathioprine, and N-acetylcysteine in Patients With IPF",2009-10-01T00:00:00Z,2014-01-01T00:00:00Z,2013-10-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2008,2009,2014
NCT00651495,2016-11-23,2008-03-28,NA,Interventional,Not Applicable,116,Completed,Activating Seniors to Improve Chronic Disease Care,2008-04-01T00:00:00Z,2008-11-01T00:00:00Z,2008-11-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,NA,2008,2008,2008
NCT00652834,2016-02-05,2008-04-01,2014-12-02,Interventional,Phase 4,23,Completed,Small Bowel Capsule Endoscopy Findings in Patients Receiving Cellcept®,2009-04-01T00:00:00Z,2011-05-01T00:00:00Z,2011-03-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2008,2009,2011
NCT00656175,2012-12-17,2008-04-02,2012-06-12,Interventional,Phase 2,39,Completed,Raltegravir Therapy for Women With HIV and Fat Accumulation,2008-09-01T00:00:00Z,2011-12-01T00:00:00Z,2011-12-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2008,2008,2011
NCT00662584,2016-08-17,2008-04-14,NA,Interventional,Phase 3,10,Completed,Repetitive Magnetic Transcranial Stimulation (rTMS) in the Treatment of Generalized Anxiety Disorder (GAD),2006-08-01T00:00:00Z,2007-04-01T00:00:00Z,2007-03-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,NA,2008,2006,2007
NCT00664209,2017-10-31,2008-04-21,2017-10-31,Interventional,Phase 3,64,Terminated,Treating H. Pylori in Parkinson's Patients With Motor Fluctuations,2008-01-01T00:00:00Z,2012-06-01T00:00:00Z,2011-06-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,"University of California, Los Angeles",UCLA Neurology,NA,NA,NA,"University of California, Los Angeles",2008,2008,2012
NCT00668590,2011-04-08,2008-04-25,NA,Interventional,Not Applicable,201,Completed,Improving Diabetes Care With Patient Decision Aids - A Trial in Community-based Primary Care,2008-08-01T00:00:00Z,2010-08-01T00:00:00Z,2010-08-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,UCLA Department of Medicine,2008,2008,2010
NCT00670163,2013-12-11,2008-04-29,NA,Interventional,Not Applicable,718,Completed,Effectiveness of Community-Level Behavioral and Biomedical Interventions for Reducing HIV/STIs in Men in Peru,2008-04-01T00:00:00Z,2011-02-01T00:00:00Z,2011-02-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","The University of California, Los Angeles (UCLA)",NA,NA,NA,"University of California, Los Angeles",2008,2008,2011
NCT00674219,2019-04-12,2008-05-05,2017-02-07,Interventional,Phase 3,17,Completed,Memantine Treatment for Obsessive-compulsive Disorder and Generalized Anxiety Disorder,2005-05-01T00:00:00Z,2008-01-01T00:00:00Z,2008-01-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2008,2005,2008
NCT00675675,2015-08-19,2008-05-07,NA,Interventional,Not Applicable,53,Completed,Neurocognitive Correlates of Behavioral Treatment for Childhood Tic Disorders,2007-07-01T00:00:00Z,2011-12-01T00:00:00Z,2011-12-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,NA,"University of California, Los Angeles",NA,"University of California, Los Angeles",NA,"University of California, Los Angeles",2008,2007,2011
NCT00679458,2010-01-06,2008-05-14,NA,Interventional,Not Applicable,12,Completed,"Randomized, Double-Blind Cross-Over Trial Of Buprenorphine and Low-Dose Naloxone Versus Buprenorphine",2008-09-01T00:00:00Z,2009-11-01T00:00:00Z,2009-11-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Los Angeles",UCLA Integrated Substance Abuse Programs,NA,NA,NA,UCLA Integrated Substance Abuse Programs,2008,2008,2009
NCT00689065,2013-10-30,2008-05-29,NA,Interventional,Phase 1,24,Terminated,Safety Study of CALAA-01 to Treat Solid Tumor Cancers,2008-05-01T00:00:00Z,2012-09-01T00:00:00Z,2012-09-01T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,TRUE,NA,UCLA Jonsson Comprehensive Cancer Center,NA,NA,NA,NA,2008,2008,2012
NCT00690196,2016-07-05,2008-03-10,NA,Interventional,Not Applicable,90,Completed,Tai Chi Effects on Chronic Insomnia in Breast Cancer Survivors: Immune Mechanisms,2008-03-01T00:00:00Z,2012-07-01T00:00:00Z,2012-07-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2008,2008,2012
NCT00692302,2013-06-05,2008-06-04,NA,Interventional,Phase 1/Phase 2,60,Unknown status,Effectiveness of a Family-Based Intervention for Adolescent Suicide Attempters (The SAFETY Study),2006-03-01T00:00:00Z,2016-09-01T00:00:00Z,2016-09-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2008,2006,2016
NCT00695110,2021-06-23,2008-06-09,2021-04-06,Interventional,Phase 2,29,Completed,Pharmacokinetic Study of Oral Testosterone (T) Ester Formulations in Hypogonadal Men,2008-06-01T00:00:00Z,2009-08-01T00:00:00Z,2008-12-01T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,TRUE,NA,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,NA,NA,NA,NA,2008,2008,2009
NCT00695253,2021-09-01,2007-12-28,2017-02-06,Interventional,Not Applicable,49,Completed,Physician-Sponsored IDE for Talent Endoluminal Spring Graft System in Patients With Abdominal Aortic Aneurysms (AAA),2002-04-01T00:00:00Z,2013-03-01T00:00:00Z,2013-03-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,NA,NA,NA,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,2007,2002,2013
NCT00697073,2021-09-22,2008-06-11,2011-06-07,Interventional,Phase 3,68,Completed,Study to Assess the Safety and Tolerability of Idebenone in the Treatment of Friedreich's Ataxia Patients,2008-07-01T00:00:00Z,2010-05-01T00:00:00Z,2010-05-01T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2008,2008,2010
NCT00701636,2016-07-19,2008-06-17,2012-03-28,Interventional,Phase 3,30,Completed,Pharmacokinetics of Daptomycin During Cardiopulmonary Bypass Surgery,2008-07-01T00:00:00Z,2010-10-01T00:00:00Z,2010-10-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,NA,NA,NA,NA,2008,2008,2010
NCT00705133,2020-09-07,2008-06-23,2020-03-11,Interventional,Phase 2,15,Completed,Treprostinil Therapy For Patients With Interstitial Lung Disease And Severe Pulmonary Arterial Hypertension,2008-07-01T00:00:00Z,2011-04-01T00:00:00Z,2011-01-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,"David Geffen School of Medicine, UCLA",NA,NA,NA,"University of California, Los Angeles",2008,2008,2011
NCT00707499,2020-11-06,2008-06-27,NA,Interventional,Phase 1,13,Completed,A Phase I Study in Healthy Volunteers to Assess Safety of BMS747158,2007-09-01T00:00:00Z,2008-06-01T00:00:00Z,2008-05-01T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,FALSE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2008,2007,2008
NCT00707538,2020-11-06,2008-06-27,NA,Interventional,Phase 1,12,Completed,A Phase I Study in Healthy Volunteers to Assess Dosimetry and Safety Following Injection of BMS747158 at Stress,2008-06-01T00:00:00Z,2008-10-01T00:00:00Z,2008-10-01T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2008,2008,2008
NCT00709163,2008-07-02,2008-07-01,NA,Interventional,Not Applicable,20,Completed,Nesiritide - Dilated Cardiomyopathy,2003-12-01T00:00:00Z,2005-11-01T00:00:00Z,2005-11-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Los Angeles",NA,NA,NA,NA,"Department of Pediatrics, University of California Los Angeles",2008,2003,2005
NCT00711464,2017-08-31,2008-07-02,2017-05-03,Interventional,Phase 4,29,Completed,Modafinil Effects on Cognition in Schizophrenia Patients,2008-05-01T00:00:00Z,2012-07-01T00:00:00Z,2012-07-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,TRUE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,NA,2008,2008,2012
NCT00713479,2018-02-13,2008-07-10,2013-03-26,Interventional,Phase 1,8,Completed,An Assessment of the Safety of Varenicline in Methamphetamine-dependent Volunteers,2008-07-01T00:00:00Z,2009-09-01T00:00:00Z,2009-08-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,"University of California, Los Angeles",UCLA NPI,NA,NA,NA,"University of California, Los Angeles",2008,2008,2009
NCT00718523,2015-12-08,2008-07-17,2015-10-22,Interventional,Phase 2,170,Terminated,Study of Adding AMG 479 to First Line Chemotherapy in Patients With Optimally Debulked Epithelial Ovarian Cancer,2009-01-01T00:00:00Z,2014-11-01T00:00:00Z,2013-09-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,TRUE,NA,NA,"University of California, Los Angeles",NA,NA,NA,2008,2009,2014
NCT00719030,2016-07-28,2008-07-15,NA,Interventional,Not Applicable,25,Completed,A Study Of the Effectiveness Of Pomegranate Pills in Men With Prostate Cancer Before Prostatectomy,2009-02-01T00:00:00Z,2012-05-01T00:00:00Z,2010-04-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2008,2009,2012
NCT00719212,2015-12-08,2008-07-18,2015-10-22,Interventional,Phase 2,61,Completed,Study of AMG 479 as Second Line Therapy in Patients With Recurrent Platinum-sensitive Ovarian Cancer,2009-01-01T00:00:00Z,2013-05-01T00:00:00Z,2013-05-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,NA,NA,"University of California, Los Angeles",NA,NA,NA,2008,2009,2013
NCT00727662,2015-04-13,2008-07-31,NA,Interventional,Not Applicable,72,Completed,A Yoga and Wellness Program for Breast Cancer Survivors With Persistent Fatigue,2008-06-01T00:00:00Z,2010-12-01T00:00:00Z,2010-10-01T00:00:00Z,FALSE,Randomized,Single,NIH,FALSE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2008,2008,2010
NCT00731848,2012-03-15,2008-08-07,NA,Interventional,Phase 2,30,Unknown status,Open-label Extension Study of the Effects of Pomegranate Extract on Rising PSA After Primary Therapy for Prostate Cancer,2008-02-01T00:00:00Z,2015-01-01T00:00:00Z,2014-01-01T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,FALSE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2008,2008,2015
NCT00732043,2012-03-15,2008-08-07,NA,Interventional,Phase 2,200,Unknown status,Extension to Study of Effects of Pomegranate Extract on Rising PSA Levels After Primary Therapy for Prostate Cancer,2007-12-01T00:00:00Z,2015-01-01T00:00:00Z,2014-01-01T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,FALSE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2008,2007,2015
NCT00733278,2014-07-16,2008-08-11,2013-10-08,Interventional,Phase 4,7,Completed,Intrauterine Contraceptive Device (IUD) Placement at Time of C-Section,2007-11-01T00:00:00Z,2008-09-01T00:00:00Z,2008-09-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,NA,NA,NA,NA,2008,2007,2008
