nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,usc_lead_sponsor,usc_principal_investigator,usc_study_director,usc_study_chair,usc_unspecified_official,usc_responsible_party,registration_year,start_year,completion_year
NCT00183989,2014-05-20,2005-09-12,NA,Interventional,Phase 2,30,Terminated,"Combination Therapy With Fludarabine, Mitoxantrone and Rituximab in Mantle Cell Lymphoma",2000-08-01T00:00:00Z,2006-12-01T00:00:00Z,2006-12-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2005,2000,2006
NCT00184002,2017-07-13,2005-09-12,2017-07-13,Interventional,Phase 2,68,Completed,"Doxorubicin (Doxil) Combined With Rituxan, Cyclophosphamide, Vincristine and Prednisone in Newly Diagnosed Aggressive Non-Hodgkin's Lymphomas",2003-01-10T00:00:00Z,2013-05-07T00:00:00Z,2012-12-19T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2005,2003,2013
NCT00184015,2017-04-08,2005-09-12,NA,Interventional,Phase 1/Phase 2,50,Unknown status,"Bortezomib and Bevacizumab (""BB-mib-mab"") in Patients With Advanced or Recurrent Renal Cell Cancer (RCC)",2005-08-18T00:00:00Z,2018-08-21T00:00:00Z,2016-08-21T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2005,2005,2018
NCT00184028,2014-05-20,2005-09-12,2013-03-21,Interventional,Phase 2,12,Terminated,Combination of Taxotere and Oxaliplatin in Squamous Cell Carcinoma of the Head and Neck,2004-09-01T00:00:00Z,2010-07-01T00:00:00Z,2009-07-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2005,2004,2010
NCT00184041,2014-05-20,2005-09-12,NA,Interventional,Phase 2,47,Completed,Intensified Post Remission Therapy Containing PEG-Asparaginase,2004-07-01T00:00:00Z,2012-12-01T00:00:00Z,2011-12-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2005,2004,2012
NCT00184054,2014-07-16,2005-09-12,2014-06-13,Interventional,Phase 2,11,Terminated,Trial of Arsenic Trioxide With Ascorbic Acid in the Treatment of Adult Non-Acute Promyelocytic Leukemia (APL) Acute Myelogenous Leukemia,2002-04-01T00:00:00Z,2011-08-01T00:00:00Z,2009-06-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2005,2002,2011
NCT00184067,2014-05-20,2005-09-12,NA,Interventional,Phase 2,23,Terminated,Continuation Booster Trial After a Vaccine Combining Tyrosinase/GP100/MART-1 Peptides Emulsified With Montanide ISA 51 With or Without GM-CSF for Patients With Melanoma,2004-05-01T00:00:00Z,2009-09-01T00:00:00Z,2007-04-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2005,2004,2009
NCT00184080,2014-05-20,2005-09-13,NA,Interventional,Phase 2,7,Completed,Elsamitrucin (SPP 28090) in Patients With Relapsed or Refractory Non-Hodgkin's Lymphoma,2004-05-01T00:00:00Z,2006-04-01T00:00:00Z,2006-04-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2005,2004,2006
NCT00184093,2017-07-14,2005-09-12,2017-07-14,Interventional,Phase 1/Phase 2,35,Completed,Study of Gemcitabine and Concurrent Radiation Followed by Adjuvant Hysterectomy in Bulky Stage Ib and IIa Cervical Carcinoma,1999-06-01T00:00:00Z,2009-05-01T00:00:00Z,2008-05-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2005,1999,2009
NCT00234039,2015-12-08,2005-10-05,2012-11-19,Interventional,Phase 2,58,Completed,"S0353, Gemcitabine in Treating Patients With Recurrent Bladder Cancer That Has Not Responded to Previous Bacillus Calmette-Guerin",2006-11-01T00:00:00Z,2013-04-01T00:00:00Z,2011-11-01T00:00:00Z,TRUE,NA,None (Open Label),NETWORK,TRUE,NA,NA,NA,University of Southern California,NA,NA,2005,2006,2013
NCT00234793,2015-06-11,2005-09-12,NA,Interventional,Phase 3,433,Completed,Maternal Problem-Solving in Childhood Cancer,2003-05-01T00:00:00Z,2010-04-01T00:00:00Z,NA,FALSE,Randomized,None (Open Label),OTHER,TRUE,NA,NA,University of Southern California,NA,NA,NA,2005,2003,2010
NCT00243919,2014-07-09,2005-10-24,2011-03-29,Interventional,Phase 3,408,Completed,Locomotor Experience Applied Post Stroke Trial,2006-04-01T00:00:00Z,2012-06-01T00:00:00Z,2010-04-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,NA,"Co-Principal Investigator, Division of Biokinesiology and Physical Therapy, University of Southern California, Los Angeles, California","Director Data Management Core, Biostatistics Division, Department of Preventive Medicine, University of Southern California, Los Angeles, California",NA,NA,NA,2005,2006,2012
NCT00245336,2009-03-06,2005-10-25,NA,Interventional,Phase 3,401,Completed,Study of Recombinant Human Thrombin for Bleeding During Surgery,2005-10-01T00:00:00Z,2006-07-01T00:00:00Z,2006-06-01T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,NA,University of Southern California,NA,NA,NA,NA,2005,2005,2006
NCT00255073,2014-05-21,2005-11-15,NA,Interventional,Phase 2,10,Completed,Does Reducing Spasticity Permit an Increase in Strength?,2005-01-01T00:00:00Z,2006-04-01T00:00:00Z,NA,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,University of Southern California,NA,NA,NA,NA,University of Southern California,2005,2005,2006
NCT00260169,2013-12-09,2005-11-29,NA,Interventional,Not Applicable,432,Completed,Determining Depression Treatment Preferences of Low-Income Latinos in Primary Care Settings,2005-11-01T00:00:00Z,2009-01-01T00:00:00Z,2007-10-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2005,2005,2009
NCT00264810,2013-08-23,2005-12-09,2013-08-23,Interventional,Phase 3,240,Completed,RNS® System Pivotal Study,2005-12-01T00:00:00Z,2011-05-01T00:00:00Z,2009-10-01T00:00:00Z,TRUE,Randomized,Double,INDUSTRY,TRUE,NA,University of Southern California,NA,NA,NA,NA,2005,2005,2011
NCT00279630,2014-12-02,2006-01-17,NA,Interventional,Phase 1,45,Completed,Exercise and Shoe Orthoses in Treatment of Posterior Tibial Tendon Dysfunction,2002-06-01T00:00:00Z,2014-12-01T00:00:00Z,2014-12-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2006,2002,2014
NCT00282906,2017-04-14,2006-01-25,NA,Interventional,Not Applicable,257,Completed,FDG Positron Emission Tomography and Computed Tomography (PET-CT) in Metastatic Prostate Cancer,2005-10-03T00:00:00Z,2014-08-19T00:00:00Z,2013-12-19T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2006,2005,2014
NCT00283712,2017-11-01,2006-01-26,2012-12-21,Interventional,Phase 2,20,Completed,Use of Infliximab for the Treatment of Pemphigus Vulgaris,2006-03-01T00:00:00Z,2011-03-01T00:00:00Z,2010-12-01T00:00:00Z,TRUE,Randomized,Double,NIH,TRUE,NA,"Department of Dermatology, Norris Cancer Center, University of Southern California",NA,NA,NA,NA,2006,2006,2011
NCT00295295,2013-06-19,2006-02-21,NA,Interventional,Phase 2,34,Completed,Vibration Intervention to Improve Bone and Muscle in Children With Cerebral Palsy,2004-09-01T00:00:00Z,2007-09-01T00:00:00Z,NA,FALSE,Randomized,None (Open Label),OTHER,FALSE,NA,"Children's Orthopaedic Center, Children's Hospital Los Angeles, and Departments of Orthopaedics and Radiology, Keck School of Medicine, Department of Biomedical Engineering, School of Engineering, University of Southern California",NA,NA,NA,NA,2006,2004,2007
NCT00300716,2019-10-10,2006-03-08,NA,Interventional,Phase 2/Phase 3,82,Completed,Trial of Memantine for Cognitive Impairment in Multiple Sclerosis,2004-04-01T00:00:00Z,2009-01-01T00:00:00Z,2009-01-01T00:00:00Z,FALSE,Randomized,Double,OTHER,TRUE,NA,University of Southern California,NA,NA,NA,NA,2006,2004,2009
NCT00306423,2017-03-30,2006-03-21,NA,Interventional,Phase 1,100,Completed,Rehabilitation Post Lumbar Microdiscectomy,2003-06-01T00:00:00Z,2014-08-01T00:00:00Z,2011-08-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,University of Southern California,NA,University of Southern California,NA,NA,University of Southern California,2006,2003,2014
NCT00323011,2014-05-20,2006-05-05,NA,Interventional,Phase 2,5,Terminated,FOLFIRI + Bevacizumab With or Without Dalteparin in First Line Treatment of Advanced Colorectal Cancer,2006-05-01T00:00:00Z,2007-11-01T00:00:00Z,NA,FALSE,Randomized,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2006,2006,2007
NCT00334776,2014-05-19,2006-06-07,NA,Interventional,Phase 2,6,Completed,Vaccine Therapy in Treating Patients With Metastatic Melanoma,2003-10-01T00:00:00Z,2005-06-01T00:00:00Z,2005-06-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,TRUE,University of Southern California,NA,NA,University of Southern California,NA,NA,2006,2003,2005
NCT00336141,2014-05-19,2006-06-09,NA,Interventional,Phase 1,10,Completed,Vorinostat and IV Fluorouracil/Leucovorin (5FU/LV) in Patients With Metastatic Colorectal Cancer,2006-06-01T00:00:00Z,2009-04-01T00:00:00Z,2009-04-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,University of Southern California,NA,NA,NA,NA,NA,2006,2006,2009
NCT00340379,2014-08-15,2006-06-20,2011-06-28,Interventional,Phase 2/Phase 3,72,Completed,Ziprasidone vs. Sertraline/Haloperidol in Psychotic Depression,2003-04-01T00:00:00Z,2005-08-01T00:00:00Z,2005-08-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,TRUE,NA,University of Southern California,NA,NA,NA,NA,2006,2003,2005
NCT00352326,2017-05-18,2006-07-12,NA,Interventional,Not Applicable,29,Completed,Optimizing Assisted Communication Devices for Children With Motor Impairments Using a Model of Information Rate and Channel Capacity,2006-01-01T00:00:00Z,2014-12-01T00:00:00Z,2014-12-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,University of Southern California,NA,NA,NA,NA,University of Southern California,2006,2006,2014
NCT00363883,2015-01-28,2006-08-10,2015-01-28,Interventional,Phase 2,14,Terminated,Vorinostat in Treating Patients With Locally Recurrent or Metastatic Cancer of the Urothelium,2006-06-01T00:00:00Z,2010-12-01T00:00:00Z,2010-12-01T00:00:00Z,TRUE,NA,None (Open Label),NIH,FALSE,NA,"University of Southern California, Norris",NA,NA,NA,NA,2006,2006,2010
NCT00365794,2019-08-07,2006-08-16,2017-03-22,Interventional,Phase 2,22,Completed,Effects of Testosterone Gel on Carbohydrate and Lipid Metabolism In Elderly Obese Men,2006-08-01T00:00:00Z,2014-12-01T00:00:00Z,2013-12-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2006,2006,2014
NCT00389012,2017-04-04,2006-10-16,NA,Interventional,Phase 2,80,Completed,Strength Training Effectiveness Post-Stroke (STEPS),2004-05-01T00:00:00Z,2010-10-31T00:00:00Z,2010-10-31T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,University of Southern California,"Division of Biokinesiology and Physical Therapy, University of Southern California, Los Angeles, California",NA,NA,NA,NA,2006,2004,2010
NCT00401154,2014-12-04,2006-11-15,NA,Interventional,Not Applicable,64,Completed,Study of a Stationary Cycling Intervention for Children With Spastic Diplegic Cerebral Palsy,2003-09-01T00:00:00Z,2006-03-01T00:00:00Z,2006-03-01T00:00:00Z,FALSE,NA,Single,OTHER,FALSE,University of Southern California,NA,NA,NA,NA,University of Southern California,2006,2003,2006
NCT00433446,2013-01-02,2007-02-08,2012-11-09,Interventional,Phase 2,62,Completed,"S0354, Anti-IL-6 Chimeric Monoclonal Antibody in Patients With Metastatic Prostate Cancer That Did Not Respond to Hormone Therapy",2007-04-01T00:00:00Z,2011-07-01T00:00:00Z,2009-05-01T00:00:00Z,TRUE,NA,None (Open Label),NETWORK,TRUE,NA,NA,NA,University of Southern California,NA,NA,2007,2007,2011
NCT00442286,2017-01-30,2007-02-27,2016-11-18,Interventional,Not Applicable,591,Completed,Rheos® Pivotal Trial,2006-10-01T00:00:00Z,2016-01-01T00:00:00Z,2016-01-01T00:00:00Z,TRUE,Randomized,Quadruple,INDUSTRY,TRUE,NA,University of Southern California,NA,NA,NA,NA,2007,2006,2016
NCT00450671,2017-03-15,2007-03-20,NA,Interventional,Phase 3,300,Completed,Treatment of Perirectal Fistula With Cutting Seton vs. Collagen Plug,2007-02-01T00:00:00Z,2013-05-09T00:00:00Z,NA,FALSE,Randomized,None (Open Label),OTHER,TRUE,University of Southern California,University of Southern California Department of Colorectal Surgery,NA,NA,NA,NA,2007,2007,2013
NCT00457366,2019-07-24,2007-04-04,2016-05-12,Interventional,Phase 4,72,Completed,A Comparison Study of the Efficacy of Quetiapine and Haloperidol in Agitated Adults in Emergency Room,2006-05-01T00:00:00Z,2009-05-01T00:00:00Z,2008-08-01T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,University of Southern California,NA,NA,NA,NA,NA,2007,2006,2009
NCT00461474,2007-04-18,2007-04-16,NA,Interventional,Phase 1,80,Completed,Study of Strengthening Exercises and Improving Movement for Painful Shoulders in Adults With Spinal Cord Injury,2004-03-01T00:00:00Z,2006-03-01T00:00:00Z,NA,FALSE,Randomized,Single,OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2007,2004,2006
NCT00486850,2009-07-09,2007-06-13,NA,Interventional,Phase 4,110,Completed,Synchronized Intermittent Mandatory Ventilation (SIMV) Versus Nasal Intermittent Positive Pressure Ventilation (NIPPV) In Preterm Infants With Respiratory Distress,2006-10-01T00:00:00Z,2009-01-01T00:00:00Z,2008-11-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2007,2006,2009
NCT00516516,2017-04-18,2007-08-14,NA,Interventional,Not Applicable,30,Terminated,Oral Carnitine for Cramps in Pregnancy,2008-07-01T00:00:00Z,2009-07-01T00:00:00Z,2009-06-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,TRUE,University of Southern California,"University of Southern California, Keck School of Medicine, Division of Maternal-Fetal Medicine",NA,NA,NA,NA,2007,2008,2009
NCT00523029,2013-12-09,2007-08-28,NA,Interventional,Not Applicable,104,Completed,Developing a Self-Management Program for People With Depression and Chronic Medical Illness,2006-02-01T00:00:00Z,2008-06-01T00:00:00Z,2008-06-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2007,2006,2008
NCT00531739,2010-10-05,2007-09-18,NA,Interventional,Phase 4,60,Completed,SurgiWrapTM to Reduce Soft Tissue Attachment & Incidence Early Post-Operative Bowel Obstruction in Colorectal Surgery,2006-03-01T00:00:00Z,2009-07-01T00:00:00Z,NA,FALSE,Randomized,None (Open Label),INDUSTRY,FALSE,NA,University of Southern California,NA,NA,NA,NA,2007,2006,2009
NCT00552071,2018-08-13,2007-10-31,2018-02-09,Interventional,Phase 4,15,Completed,Ultrasound Guided Octreotide LAR Injection in Acromegaly,2007-07-01T00:00:00Z,2014-03-01T00:00:00Z,2014-03-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,NA,University of Southern California,NA,NA,NA,University of Southern California,2007,2007,2014
NCT00554008,2012-05-25,2007-11-05,NA,Interventional,Not Applicable,400,Completed,Comparative Study of Laparoscopic Versus Open Appendectomy in Children,2007-12-01T00:00:00Z,2011-01-01T00:00:00Z,2010-12-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,NA,University of Southern California,NA,NA,NA,NA,2007,2007,2011
NCT00556907,2017-07-05,2007-11-08,NA,Interventional,Not Applicable,22,Terminated,Targeted Intra-Operative Radiotherapy for the Management of Ductal Carcinoma In-Situ of the Breast,2007-10-01T00:00:00Z,2016-11-01T00:00:00Z,2015-03-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2007,2007,2016
NCT00565110,2017-04-21,2007-11-27,2017-03-10,Interventional,Not Applicable,472,Completed,Treating Depression Among Low-Income Patients With Cancer,2004-06-01T00:00:00Z,2010-07-01T00:00:00Z,2009-01-01T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,University of Southern California,"University of Southern California, School of Social Work",NA,NA,NA,University of Southern California,2007,2004,2010
NCT00570427,2009-02-24,2007-12-07,NA,Interventional,Not Applicable,30,Completed,Improving Depression Treatment for Older Minority Adults,2007-02-01T00:00:00Z,2008-06-01T00:00:00Z,2008-06-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),NIH,FALSE,NA,"Department of Psychiatry, Keck School of Medicine, University of Southern California",NA,NA,NA,"Keck School of Medicine, University of Southern California",2007,2007,2008
NCT00573924,2011-02-04,2007-12-13,NA,Interventional,Not Applicable,66,Completed,Trial of Oral Versus Intravenous Proton Pump Inhibitor on Intragastric pH in Patients With Bleeding Ulcers,2006-02-01T00:00:00Z,2007-12-01T00:00:00Z,NA,FALSE,Randomized,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2007,2006,2007
NCT00574769,2017-04-09,2007-12-14,NA,Interventional,Phase 1/Phase 2,27,Completed,Safety Study & Effectiveness of Docetaxel With RAD001 and Bevacizumab in Men With Advanced Prostate Cancer,2010-02-17T00:00:00Z,2017-02-17T00:00:00Z,2016-02-17T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,University of Southern California,University of Southern California,NA,NA,NA,NA,2007,2010,2017
NCT00582777,2012-04-12,2007-12-20,NA,Interventional,Phase 2/Phase 3,180,Completed,African American Study of Kidney Disease and Hypertension ABPM Pilot Study,2007-11-01T00:00:00Z,2008-12-01T00:00:00Z,2008-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),NIH,TRUE,NA,University of Southern California,NA,NA,NA,NA,2007,2007,2008
NCT00586326,2012-11-02,2007-12-21,2012-09-20,Interventional,Phase 2,133,Completed,MammoSite as Sole Radiation Therapy Technique for Ductal Carcinoma In-Situ,2003-08-01T00:00:00Z,2011-04-01T00:00:00Z,2006-01-01T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,TRUE,NA,University of Southern California,NA,NA,NA,NA,2007,2003,2011
NCT00598247,2014-02-05,2008-01-10,NA,Interventional,Phase 1,15,Completed,A Pilot Study of PPX in Women With Metastatic Colorectal Cancer,2008-01-01T00:00:00Z,2011-07-01T00:00:00Z,2008-09-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,University of Southern California,NA,NA,NA,NA,NA,2008,2008,2011
NCT00605072,2013-01-14,2008-01-11,2012-12-04,Interventional,Phase 2,53,Completed,"The Antihypertensives and Vascular, Endothelial and Cognitive Function Trial",2008-01-01T00:00:00Z,2012-12-01T00:00:00Z,2011-12-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,TRUE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2008,2008,2012
NCT00619918,2013-07-29,2008-02-08,2013-07-29,Interventional,Phase 2/Phase 3,447,Completed,Nebulized Hypertonic Saline for Bronchiolitis,2008-02-01T00:00:00Z,2011-05-01T00:00:00Z,2011-05-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,TRUE,NA,Childrens Hospital Los Angeles/University of Southern California,NA,NA,NA,NA,2008,2008,2011
NCT00628485,2015-06-01,2008-02-25,NA,Interventional,Phase 1,4,Completed,BION Treatment of Dysphagia After Radical Head-Neck Surgery,2007-10-01T00:00:00Z,2008-12-01T00:00:00Z,2008-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2008,2007,2008
NCT00628537,2015-06-01,2008-02-25,NA,Interventional,Phase 1,30,Completed,Prevention of Post-Stroke Hand/Wrist Flexion Deformity,2004-04-01T00:00:00Z,2008-12-01T00:00:00Z,2008-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2008,2004,2008
NCT00628602,2015-06-01,2008-02-25,NA,Interventional,Phase 1,3,Completed,BION Active Seating for Pressure Ulcer Prevention,2007-11-01T00:00:00Z,2008-12-01T00:00:00Z,2008-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2008,2007,2008
NCT00628836,2015-06-01,2008-02-25,NA,Interventional,Phase 1,30,Completed,Treatment of Shoulder Subluxation in Chronic Stroke Patients,2001-06-01T00:00:00Z,2008-12-01T00:00:00Z,2008-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2008,2001,2008
NCT00630760,2014-05-19,2008-02-28,NA,Interventional,Phase 1,24,Terminated,Oral NRX 194204 in Patients With Refractory Malignancies,2008-02-01T00:00:00Z,2010-06-01T00:00:00Z,2010-06-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,University of Southern California,NA,NA,NA,NA,NA,2008,2008,2010
NCT00653991,2019-06-23,2008-04-03,2015-08-05,Interventional,Not Applicable,2020,Completed,The SOLVE-IT National Randomized Trial,2011-06-01T00:00:00Z,2013-05-01T00:00:00Z,2012-10-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2008,2011,2013
NCT00663819,2018-03-16,2008-04-18,2014-08-21,Interventional,Not Applicable,258,Terminated,"Bioabsorbable Staple Line Reinforcement in Colorectal,Coloanal and Ileoanal Anastomoses",2008-04-01T00:00:00Z,2012-10-01T00:00:00Z,2012-10-01T00:00:00Z,TRUE,Randomized,None (Open Label),INDUSTRY,TRUE,NA,"University of Southern California, Keck School of Medicine",NA,NA,NA,NA,2008,2008,2012
NCT00667147,2014-11-18,2008-04-23,NA,Interventional,Phase 1,65,Completed,Phase I Abraxane Weekly and Three Weekly Schedule With Vandetanib,2008-03-01T00:00:00Z,2014-06-01T00:00:00Z,2012-05-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,University of Southern California,NA,NA,NA,NA,NA,2008,2008,2014
NCT00669656,2017-04-18,2008-04-28,NA,Interventional,Phase 2,43,Completed,Herbal Therapy for Treatment of Recurrent Prostate Cancer,2008-07-06T00:00:00Z,2014-10-14T00:00:00Z,2014-07-08T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2008,2008,2014
NCT00693511,2017-09-20,2008-06-05,NA,Interventional,Not Applicable,45,Completed,Circuit Training and Motivational Interviewing to Reduce Type 2 Diabetes in Youth,2007-10-01T00:00:00Z,2012-08-31T00:00:00Z,2010-08-31T00:00:00Z,FALSE,Randomized,None (Open Label),NIH,FALSE,NA,University of Southern California,NA,NA,NA,NA,2008,2007,2012
NCT00697580,2017-03-29,2008-06-11,NA,Interventional,Not Applicable,104,Completed,Strength and Nutrition Outcomes for Latino Adolescents,2005-05-01T00:00:00Z,2007-07-01T00:00:00Z,2007-06-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2008,2005,2007
NCT00699413,2019-05-31,2008-06-16,2011-09-23,Interventional,Phase 4,8,Terminated,Supplements for Controlling Resistance to Insulin,2008-02-01T00:00:00Z,2008-08-01T00:00:00Z,2008-08-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2008,2008,2008
NCT00709150,2013-07-25,2008-06-30,NA,Interventional,Phase 4,387,Completed,Collaborative Depression Care Management in Treating Depressed Low-income Hispanics With Diabetes,2005-03-01T00:00:00Z,2009-09-01T00:00:00Z,2009-09-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2008,2005,2009
NCT00719381,2012-06-13,2008-07-17,NA,Interventional,Phase 1,24,Completed,Effect of Pioglitazone on Inflammation in Cystic Fibrosis,2008-01-01T00:00:00Z,2009-06-01T00:00:00Z,2009-06-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,NA,University of Southern California,NA,NA,NA,University of Southern California,2008,2008,2009
NCT00730314,2016-06-21,2008-08-06,NA,Interventional,Phase 1/Phase 2,25,Completed,Unrelated Hematopoietic Stem Cell Transplantation(HSCT) for Genetic Diseases of Blood Cells,2008-08-01T00:00:00Z,2015-08-01T00:00:00Z,2015-08-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,NA,"Childrens Hospital Los Angeles, University of Southern California",NA,NA,NA,NA,2008,2008,2015
NCT00786344,2008-11-04,2008-11-04,NA,Interventional,Not Applicable,460,Completed,USC Well Elderly Study 2,2004-11-01T00:00:00Z,2008-10-01T00:00:00Z,2008-10-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2008,2004,2008
NCT00787709,2017-03-22,2008-11-06,NA,Interventional,Not Applicable,1005,Completed,Translational Obesity Research,2007-05-01T00:00:00Z,2014-02-28T00:00:00Z,2011-04-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,NA,2008,2007,2014
NCT00844051,2016-08-01,2009-02-12,2015-03-02,Interventional,Not Applicable,4455,Completed,Study to Evaluate Impact of School-based Influenza Vaccination on School Populations,2009-01-01T00:00:00Z,2011-06-01T00:00:00Z,2011-06-01T00:00:00Z,TRUE,Non-Randomized,Single,OTHER,TRUE,NA,"Childrens Hospital Los Angeles, University of Southern California",NA,NA,NA,NA,2009,2009,2011
NCT00847769,2017-03-30,2009-01-22,NA,Interventional,Phase 1/Phase 2,27,Completed,Ankle Sprains and Corticospinal Excitability,2008-12-01T00:00:00Z,2011-08-01T00:00:00Z,2011-08-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,University of Southern California,University of Southern California,NA,NA,NA,University of Southern California,2009,2008,2011
NCT00860145,2018-05-07,2009-03-11,NA,Interventional,Not Applicable,61,Completed,Radiosurgery or Open Surgery for Epilepsy Trial,2009-09-01T00:00:00Z,2016-07-01T00:00:00Z,2016-06-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,TRUE,NA,University of Southern California,NA,NA,NA,NA,2009,2009,2016
NCT00871715,2019-06-14,2009-03-27,2016-02-17,Interventional,Not Applicable,361,Completed,Arm Rehabilitation Study After Stroke,2009-06-01T00:00:00Z,2014-02-01T00:00:00Z,2014-02-01T00:00:00Z,TRUE,Randomized,Single,OTHER,TRUE,University of Southern California,University of Southern California,University of Southern California,NA,NA,University of Southern California,2009,2009,2014
