nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,ucdavis_lead_sponsor,ucdavis_principal_investigator,ucdavis_study_chair,ucdavis_study_director,ucdavis_unspecified_official,ucdavis_responsible_party,registration_year,start_year,completion_year
NCT00931502,2018-03-01,2009-06-29,NA,Observational,NA,800,Completed,Stent Thrombosis In Acute Coronary Syndromes,2008-04-01T00:00:00Z,2017-02-01T00:00:00Z,2017-02-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2009,2008,2017
NCT00935922,2012-10-25,2009-07-07,NA,Interventional,Not Applicable,36,Completed,CCRC: Understanding the Effects of Omega-3 Fatty Acids Versus Lignans in Flaxseed on Metabolic and Inflammatory Markers Leading to Diabetes and Cardiovascular Disease,2009-02-01T00:00:00Z,2010-04-01T00:00:00Z,2010-04-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Davis","University of California, Davis Health System",NA,NA,NA,"University of California, Davis",2009,2009,2010
NCT00944281,2018-07-11,2009-07-21,NA,Interventional,Not Applicable,3220,Completed,Optimal Amount of Zinc to Include in a Lipid-based Nutrient Supplement (LNS),2010-05-01T00:00:00Z,2014-12-01T00:00:00Z,2014-12-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,"University of California, Davis",NA,NA,2009,2010,2014
NCT00944359,2018-07-11,2009-07-21,NA,Interventional,Not Applicable,7680,Completed,Impact of Preventive and Therapeutic Zinc Supplementation Programs Among Young Children,2010-12-01T00:00:00Z,2012-02-01T00:00:00Z,2012-02-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2009,2010,2012
NCT00944398,2010-02-18,2009-07-21,NA,Interventional,Phase 4,98,Completed,Impact of Targeted Zinc Fortification Programs on Plasma Zinc Concentration,2009-01-01T00:00:00Z,2009-10-01T00:00:00Z,2009-09-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2009,2009,2009
NCT00944723,2010-02-18,2009-07-21,NA,Interventional,Phase 4,132,Completed,Impact of Mass Zinc Fortification Programs on Plasma Zinc Concentration,2009-08-01T00:00:00Z,2010-02-01T00:00:00Z,2010-01-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2009,2009,2010
NCT00944814,2017-02-21,2009-07-21,NA,Interventional,Not Applicable,36,Completed,Acceptability of Zinc-fortified Lipid-based Nutrient Supplements,2009-07-01T00:00:00Z,2009-08-01T00:00:00Z,2009-08-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2009,2009,2009
NCT00944853,2017-02-22,2009-07-21,NA,Interventional,Not Applicable,462,Completed,Effects of Liquid Zinc Supplementation and Dispersible Zinc Tablets on Plasma Zinc Concentration,2009-08-01T00:00:00Z,2010-02-01T00:00:00Z,2009-12-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2009,2009,2010
NCT00965965,2012-04-26,2009-08-20,NA,Interventional,Not Applicable,60,Completed,Comprehensibility of Colorectal Cancer Screening Educational Materials: Effects on Patient Knowledge and Motivation,2009-08-01T00:00:00Z,2010-04-01T00:00:00Z,2010-04-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2009,2009,2010
NCT00970398,2013-04-18,2009-09-01,NA,Interventional,Not Applicable,320,Unknown status,"Effect of an Infant Formula on Infant Growth, Health and Immune Functions",2009-09-01T00:00:00Z,2013-07-01T00:00:00Z,2012-09-01T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,FALSE,NA,"University of California, Davis",NA,NA,NA,NA,2009,2009,2013
NCT00970840,2017-03-22,2009-09-01,NA,Interventional,Not Applicable,46,Completed,Acceptability of Lipid-Based Nutrient Supplements (LNS) for Women and Infants,2009-06-01T00:00:00Z,2009-06-01T00:00:00Z,2009-06-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis",NA,NA,UC Davis,NA,NA,2009,2009,2009
NCT00970866,2022-02-23,2009-09-01,NA,Interventional,Not Applicable,3499,Completed,Efficacy of Lipid-Based Nutrient Supplements (LNS) for Pregnant and Lactating Women and Their Infants,2009-11-01T00:00:00Z,2017-12-15T00:00:00Z,2017-12-15T00:00:00Z,FALSE,Randomized,Triple,OTHER,TRUE,"University of California, Davis","UC Davis; University of California, Davis",NA,NA,NA,NA,2009,2009,2017
NCT00971477,2010-12-09,2009-09-01,NA,Interventional,Phase 2,64,Completed,Evaluation of Clinical Outcomes in an Online Teledermatology Model for the Management of Psoriasis,2009-08-01T00:00:00Z,2010-06-01T00:00:00Z,2010-06-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis",UC Davis Department of Dermatology,NA,NA,NA,UC Davis Department of Dermatology,2009,2009,2010
NCT00985894,2017-05-24,2009-09-25,NA,Interventional,Not Applicable,183,Completed,Comparison Between Asynchronous Online Care Model With Usual In Office Care for the Management of Atopic Dermatitis,2009-09-01T00:00:00Z,2012-03-01T00:00:00Z,2012-03-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis",UC Davis Department of Dermatology,NA,NA,NA,NA,2009,2009,2012
NCT00986115,2017-05-24,2009-09-25,NA,Interventional,Not Applicable,0,Withdrawn,Efficacy and Safety of the Use of Memantine for Preserving Cognition in Adult Patients With Epilepsy,2010-07-01T00:00:00Z,2012-04-01T00:00:00Z,2012-01-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Davis","University of California, Davis Health System",NA,NA,NA,NA,2009,2010,2012
NCT00986310,2019-11-08,2009-09-25,2019-11-08,Interventional,Not Applicable,2,Completed,Efficacy of Fluoxetine in Reducing Ictal Hypoventilation in Patients With Partial Epilepsy,2009-08-01T00:00:00Z,2012-06-01T00:00:00Z,2012-02-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2009,2009,2012
NCT00997373,2017-05-25,2009-10-15,2015-01-26,Interventional,Not Applicable,43,Completed,Letrozole as a Treatment of Endometrial Cancer,2009-10-01T00:00:00Z,2013-09-01T00:00:00Z,2013-09-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,TRUE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2009,2009,2013
NCT01008566,2016-05-11,2009-11-05,NA,Interventional,Phase 1,21,Completed,Cixutumumab and Sorafenib Tosylate in Treating Patients With Advanced Liver Cancer,2009-08-01T00:00:00Z,NA,2016-05-01T00:00:00Z,FALSE,NA,None (Open Label),NIH,TRUE,NA,"University of California, Davis",NA,NA,NA,NA,2009,2009,NA
NCT01016314,2019-01-18,2009-11-18,NA,Interventional,Not Applicable,0,Withdrawn,Efficacy of the Aspen Spinous Process System in Anterior Lumbar Interbody Fusion (ALIF),2009-11-01T00:00:00Z,2016-01-01T00:00:00Z,2016-01-01T00:00:00Z,FALSE,Randomized,None (Open Label),INDUSTRY,TRUE,NA,"University of California, Davis",NA,NA,NA,NA,2009,2009,2016
NCT01018472,2014-12-01,2009-11-19,NA,Interventional,Not Applicable,12,Completed,Probiotics in Infants With Cyanotic Congenital Heart Disease,2009-11-01T00:00:00Z,2011-12-01T00:00:00Z,2011-02-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Davis",UC Davis School of Medicine,NA,NA,NA,NA,2009,2009,2011
NCT01018576,2014-12-01,2009-11-05,NA,Interventional,Not Applicable,6,Terminated,Delayed Cord Clamping in Premature Infants,2009-09-01T00:00:00Z,2012-03-01T00:00:00Z,2011-09-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis",UC Davis,NA,NA,NA,NA,2009,2009,2012
NCT01027884,2015-09-23,2009-12-08,2015-06-15,Interventional,Phase 3,65,Completed,Phase III Study of Idebenone in Duchenne Muscular Dystrophy (DMD),2009-07-01T00:00:00Z,2014-04-01T00:00:00Z,2014-01-01T00:00:00Z,TRUE,Randomized,Quadruple,INDUSTRY,TRUE,NA,"University of California, Davis",NA,NA,NA,NA,2009,2009,2014
NCT01037088,2018-01-11,2009-12-17,2012-12-06,Interventional,Phase 1/Phase 2,44,Completed,Effects of Vaporized Marijuana on Neuropathic Pain,2009-12-01T00:00:00Z,2012-11-01T00:00:00Z,2012-11-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2009,2009,2012
NCT01043978,2012-08-23,2010-01-05,NA,Interventional,Phase 2,231,Completed,Prevention of Overfeeding During Infancy,2010-04-01T00:00:00Z,2012-08-01T00:00:00Z,2011-09-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2010,2010,2012
NCT01047098,2017-05-25,2010-01-08,NA,Interventional,Not Applicable,114,Completed,Effects of Taking Prenatal Vitamin-mineral Supplements During Lactation on Iron Status and Markers of Oxidation,2008-10-01T00:00:00Z,2010-04-01T00:00:00Z,2010-04-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,FALSE,"University of California, Davis",NA,NA,NA,NA,NA,2010,2008,2010
NCT01053156,2017-05-25,2010-01-19,2013-02-08,Interventional,Not Applicable,66,Completed,Trial of Minocycline to Treat Children With Fragile X Syndrome,2010-01-01T00:00:00Z,2011-12-01T00:00:00Z,2011-12-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,FALSE,"University of California, Davis",NA,NA,NA,NA,NA,2010,2010,2011
NCT01053286,2017-05-25,2009-10-20,NA,Observational,NA,19,Completed,Stimulation of Sensation and Improvement in Swallowing Using Oral Capsaicin,2009-10-01T00:00:00Z,2012-07-01T00:00:00Z,2012-07-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2009,2009,2012
NCT01072864,2010-10-28,2010-02-18,NA,Interventional,Phase 1,5,Completed,Effects of California Walnuts on Vascular Function in Postmenopausal Women,2010-06-01T00:00:00Z,2010-09-01T00:00:00Z,2010-08-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,"University of California, Davis",2010,2010,2010
NCT01072890,2012-03-26,2010-02-16,NA,Interventional,Phase 1,8,Completed,Temsirolimus and Pazopanib in Patients With Advanced Solid Tumors,2010-02-01T00:00:00Z,2012-02-01T00:00:00Z,2012-02-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2010,2010,2012
NCT01079247,2021-07-19,2010-02-26,NA,Interventional,Not Applicable,347,Completed,A Trial of Restrictive Versus Traditional Blood Transfusion Practices in Burn Patients,2010-02-28T00:00:00Z,2016-09-28T00:00:00Z,2016-09-28T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,NA,"University of California, Davis",NA,NA,NA,NA,2010,2010,2016
NCT01092156,2010-06-21,2010-03-22,NA,Interventional,Not Applicable,200,Completed,Prenatal Breastfeeding Education to Reduce Nipple Pain,2007-01-01T00:00:00Z,2008-11-01T00:00:00Z,2008-11-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,"University of California, Davis",2010,2007,2008
NCT01103921,2017-05-25,2010-04-13,NA,Interventional,Not Applicable,214,Completed,The Metabolic Effects of Consuming Sugar-Sweetened Beverages for Two Weeks,2008-10-01T00:00:00Z,2014-01-01T00:00:00Z,2014-01-01T00:00:00Z,FALSE,Non-Randomized,Double,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,"University of California, Davis",NA,NA,2010,2008,2014
NCT01110148,2010-04-23,2010-04-13,NA,Interventional,Not Applicable,84,Completed,Use of Portable Technology in Patient Education of Shave/Punch Biopsies,2009-07-01T00:00:00Z,2010-04-01T00:00:00Z,2010-04-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Davis",UC Davis Health System,NA,NA,NA,"University of California, Davis",2010,2009,2010
NCT01110174,2019-11-13,2010-04-22,2019-10-24,Interventional,Not Applicable,8,Completed,"Assessing Response to Neoadjuvant Chemotherapy With HD PET/CT, Serum Glycomic Markers and Tissue Muc-1 Isoforms",2010-03-01T00:00:00Z,2016-03-01T00:00:00Z,2016-03-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2010,2010,2016
NCT01124721,2017-05-26,2010-04-30,NA,Interventional,Not Applicable,26,Completed,Effects of Cognitive Training on Academic Task Performance in Attention Deficit Hyperactivity Disorder (ADHD),2008-01-01T00:00:00Z,2013-01-01T00:00:00Z,2013-01-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2010,2008,2013
NCT01129089,2010-05-20,2010-05-13,NA,Interventional,Not Applicable,144,Completed,Acceptability of Nutrient Supplements Among Women and Children in Bangladesh,2009-12-01T00:00:00Z,2010-02-01T00:00:00Z,2010-01-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,"University of California, Davis",2010,2009,2010
NCT01140269,2021-07-19,2010-06-04,NA,Interventional,Not Applicable,218,Completed,Rapid Detection of Staphylococcus Aureus in Burn Patients,2010-05-30T00:00:00Z,2019-09-29T00:00:00Z,2019-09-29T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,NA,"University of California, Davis",NA,NA,NA,NA,2010,2010,2019
NCT01144104,2017-05-25,2010-05-14,NA,Interventional,Not Applicable,925,Completed,Activating Messages for Enhancing Primary Care Practice (AMEP2): Effectiveness Study,2010-06-01T00:00:00Z,2014-06-01T00:00:00Z,2011-11-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2010,2010,2014
NCT01148641,2018-01-25,2010-06-18,NA,Observational,NA,43,Completed,Acceptability of LNS for Infants and Young Children in Guatemala,2010-05-01T00:00:00Z,2010-11-01T00:00:00Z,2010-07-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2010,2010,2010
NCT01161706,2010-07-12,2010-07-12,NA,Interventional,Phase 1,90,Completed,Clinical Investigation on the Effects of a Vegetable Juice Treatment,2007-07-01T00:00:00Z,2009-02-01T00:00:00Z,2007-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis",NA,NA,NA,NA,"University of California, Davis",2010,2007,2009
NCT01161719,2016-01-25,2010-06-25,NA,Interventional,Not Applicable,22,Completed,Effectiveness Study of Videoconferencing on Teaching Parent Training Skills to Parents of Children With Attention Deficit Hyperactivity Disorder (ADHD),2008-04-01T00:00:00Z,2009-06-01T00:00:00Z,2009-06-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2010,2008,2009
NCT01162174,2010-07-13,2010-07-12,NA,Interventional,Phase 1,16,Completed,Pilot Study of Oligonol Supplementation to Promote Cardiovascular Health,2008-08-01T00:00:00Z,2009-02-01T00:00:00Z,2009-02-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,TRUE,"University of California, Davis","University of California, Davis",NA,NA,NA,"University of California, Davis",2010,2008,2009
NCT01162213,2010-08-19,2010-07-12,NA,Interventional,Phase 1,44,Completed,Pilot Study of Lychee Fruit Extract to Promote Cardiovascular Health,2009-04-01T00:00:00Z,2010-07-01T00:00:00Z,2010-07-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,"Nutrition Department, University of California, Davis",2010,2009,2010
NCT01165853,2017-05-25,2010-07-16,NA,Interventional,Not Applicable,32,Completed,Effects of Consuming Sugar-Sweetened Beverages With Meals for 10 Weeks,2005-07-01T00:00:00Z,2012-07-01T00:00:00Z,2007-11-01T00:00:00Z,FALSE,Non-Randomized,Double,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,"University of California, Davis",NA,NA,2010,2005,2012
NCT01173380,2017-05-25,2010-07-23,NA,Interventional,Not Applicable,18,Completed,Soy Nut Study on Markers of Health,2010-08-01T00:00:00Z,2012-09-01T00:00:00Z,2012-09-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Davis",UC Davis,NA,NA,NA,NA,2010,2010,2012
NCT01186393,2015-05-14,2010-08-19,NA,Interventional,Not Applicable,90,Completed,STUDY: Effects of Potatoes in a Weight Loss Program,2007-05-01T00:00:00Z,2014-03-01T00:00:00Z,2010-11-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2010,2007,2014
NCT01190319,2017-07-11,2009-10-20,NA,Interventional,Not Applicable,50,Completed,Study: Effects of Strawberries on Blood Pressure,2007-09-01T00:00:00Z,2015-12-01T00:00:00Z,2011-10-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2009,2007,2015
NCT01190358,2017-07-17,2010-08-25,NA,Interventional,Not Applicable,12,Completed,Grape Seed Extract and Postprandial Oxidation and Inflammation,2010-08-01T00:00:00Z,2015-09-01T00:00:00Z,2011-03-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2010,2010,2015
NCT01190384,2017-07-06,2010-08-25,NA,Interventional,Not Applicable,12,Completed,The Effect of Whole Beans on Inflammation and Satiety,2010-08-01T00:00:00Z,2014-04-01T00:00:00Z,2012-04-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2010,2010,2014
NCT01213082,2018-06-19,2010-09-29,2018-05-07,Interventional,Phase 1/Phase 2,34,Completed,ProspectiveTrial of Proton Beam Combined With Anti-VEGF Therapy for Exudative Age-related Macular Degeneration (AMD),2010-09-01T00:00:00Z,2017-01-31T00:00:00Z,2017-01-31T00:00:00Z,TRUE,Randomized,Triple,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2010,2010,2017
NCT01235390,2013-11-01,2010-10-28,NA,Interventional,Phase 1,36,Completed,Effects of the Consumption of California Walnuts on Cardiovascular Health,2010-10-01T00:00:00Z,2012-06-01T00:00:00Z,2012-06-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2010,2010,2012
NCT01261299,2018-01-05,2010-12-09,NA,Interventional,Early Phase 1,21,Terminated,Clinical Study of Microdosing Carboplatin in Lung or Bladder Cancer,2010-12-01T00:00:00Z,2016-11-01T00:00:00Z,2016-11-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,"University of California, Davis",NA,"University of California, Davis",NA,NA,NA,2010,2010,2016
NCT01270204,2017-05-25,2010-12-16,NA,Observational,NA,1,Completed,"The Effect of Food Taste, Temperature, and Viscosity on Swallowing Efficiency",2011-01-01T00:00:00Z,2012-11-01T00:00:00Z,2012-11-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2010,2011,2012
NCT01270217,2017-07-06,2011-01-03,NA,Interventional,Not Applicable,200,Completed,Behavior and Driving Safety Study II,2010-12-01T00:00:00Z,2015-12-01T00:00:00Z,2015-12-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2011,2010,2015
NCT01270854,2017-05-25,2011-01-03,NA,Interventional,Not Applicable,46,Completed,Normal Saline Versus Plasmalyte in Initial Resuscitation of Trauma Patients,2011-02-01T00:00:00Z,2012-04-01T00:00:00Z,2012-02-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,"University of California, Davis",NA,NA,2011,2011,2012
NCT01294306,2016-10-18,2011-02-10,2016-08-23,Interventional,Phase 2,80,Completed,MK2206 and Erlotinib Hydrochloride in Treating Patients With Advanced Non-Small Cell Lung Cancer Who Have Progressed After Previous Response to Erlotinib Hydrochloride Therapy,2011-02-01T00:00:00Z,2015-08-01T00:00:00Z,2015-08-01T00:00:00Z,TRUE,NA,None (Open Label),NIH,TRUE,NA,"University of California, Davis",NA,NA,NA,NA,2011,2011,2015
NCT01304550,2017-05-24,2011-02-23,NA,Observational,NA,48,Completed,Evaluation of the Accuracy of the Masimo Pulse-Hemoglobin-Meter Monitor in Surgical Patients,2009-07-01T00:00:00Z,2010-07-01T00:00:00Z,2010-07-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,"University of California, Davis","Faculty, Cardiovascular and Thoracic Anesthesiology, UC Davis, Department of Anesthesiology and Pain Medicine",NA,"Director, Cardiovascular and Thoracic Anesthesiology, UC Davis, Department of Anesthesiology and Pain Medicine",NA,NA,2011,2009,2010
NCT01313910,2017-05-24,2011-03-10,2013-09-15,Interventional,Early Phase 1,8,Completed,CCRC: A Project of the Treatment of HIV Enteropathy With ImmunoLin® Supplements,2011-03-01T00:00:00Z,2012-08-01T00:00:00Z,2012-08-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis Int Med: ID",NA,NA,NA,NA,2011,2011,2012
NCT01316510,2017-10-03,2011-03-14,2016-07-14,Interventional,Not Applicable,24,Completed,Probiotics in Infants With Gastroschisis,2011-03-01T00:00:00Z,2015-08-01T00:00:00Z,2015-02-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,"University of California, Davis",UC Davis,NA,NA,NA,NA,2011,2011,2015
NCT01316523,2021-11-15,2011-02-04,NA,Interventional,Phase 2,30,"Active, not recruiting",Lenalidomide and Rituximab in Subjects With Previously Untreated Indolent Non-Hodgkin's Lymphoma,2010-12-01T00:00:00Z,2022-12-01T00:00:00Z,2022-06-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,"University of California, Davis","University of California, Davis",NA,NA,NA,"University of California, Davis",2011,2010,2022
NCT01328379,2013-09-03,2011-03-29,2013-04-16,Interventional,Phase 3,430,Completed,Study of Fampridine-ER Tablets in Patients With Multiple Sclerosis,2011-03-01T00:00:00Z,2012-07-01T00:00:00Z,2012-04-01T00:00:00Z,TRUE,Randomized,Triple,INDUSTRY,TRUE,NA,"University of California, Davis",NA,NA,NA,NA,2011,2011,2012
NCT01330641,2011-04-06,2011-04-05,NA,Interventional,Not Applicable,75,Completed,Accuracy of Needle Placement Into The Subacromial Space of The Shoulder,2008-09-01T00:00:00Z,2011-03-01T00:00:00Z,2010-05-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,"University of California, Davis",2011,2008,2011
NCT01336842,2018-01-05,2011-04-11,NA,Interventional,Phase 1,23,Completed,Study of Cisplatin and Pemetrexed in Combination With Panobinostat in Solid Tumors,2011-04-01T00:00:00Z,2017-06-01T00:00:00Z,2017-01-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2011,2011,2017
NCT01365793,2018-06-19,2011-06-01,2018-03-05,Interventional,Phase 3,1389,Completed,Randomized Control Trial of Fluid Therapy for Pediatric Diabetic Ketoacidosis,2010-11-01T00:00:00Z,2017-01-01T00:00:00Z,2016-09-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2011,2010,2017
NCT01381276,2011-12-08,2011-06-22,NA,Interventional,Phase 2,10,Completed,Vitamin A Absorption From Cassava in Women,2011-06-01T00:00:00Z,2011-10-01T00:00:00Z,2011-10-01T00:00:00Z,FALSE,Randomized,Double,FED,FALSE,NA,"WHNRC, ARS, University of California Davis",NA,NA,NA,NA,2011,2011,2011
NCT01394484,2013-02-25,2011-07-12,NA,Interventional,Not Applicable,12,Completed,Dairy Foods Compared to Dietary Supplements and Bone Health,2010-12-01T00:00:00Z,2013-02-01T00:00:00Z,2013-02-01T00:00:00Z,FALSE,Randomized,None (Open Label),FED,FALSE,NA,"WHNRC, ARS, University of California Davis",NA,NA,NA,NA,2011,2010,2013
NCT01399151,2014-04-21,2011-06-30,NA,Interventional,Not Applicable,23,Completed,Assessment of Vitamin D Supplementation and Immune Function,2011-01-01T00:00:00Z,2014-04-01T00:00:00Z,2013-12-01T00:00:00Z,FALSE,Randomized,Double,FED,FALSE,NA,"WHNRC, ARS, University of California Davis",NA,NA,NA,NA,2011,2011,2014
NCT01399164,2013-10-21,2011-07-19,NA,Interventional,Not Applicable,6,Completed,Cobalamin Absorption From Fortified Food,2010-01-01T00:00:00Z,2013-09-01T00:00:00Z,2013-09-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),FED,FALSE,NA,"WHNRC, ARS, University of California Davis",NA,NA,NA,NA,2011,2010,2013
NCT01407224,2011-07-31,2011-06-30,NA,Interventional,Phase 1,1200,Completed,Assessing Cost and Effectiveness of Training and Supervision of Front Line Workers on Early Breastfeeding Practices,2010-05-01T00:00:00Z,2011-06-01T00:00:00Z,2011-05-01T00:00:00Z,FALSE,Randomized,Single,INDUSTRY,FALSE,NA,NA,NA,NA,NA,UC Davis and Eminence,2011,2010,2011
NCT01410838,2015-05-19,2011-08-03,NA,Interventional,Not Applicable,44,Completed,Effects of Monosodium Glutamate on Energy Balance and Eating Behavior,2011-08-01T00:00:00Z,2014-08-01T00:00:00Z,2014-08-01T00:00:00Z,FALSE,Randomized,Double,FED,FALSE,NA,"WHNRC, ARS, University of California Davis",NA,NA,NA,NA,2011,2011,2014
NCT01426542,2019-02-07,2011-08-05,NA,Interventional,Phase 1,24,Completed,Preventing Brain Injury in Infants With Congenital Heart Disease,2011-03-01T00:00:00Z,2017-07-28T00:00:00Z,2017-07-28T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2011,2011,2017
NCT01427556,2014-08-15,2011-08-30,NA,Observational,NA,120,Completed,The Hormonal and Behavioral Impact of Eating Breakfast,2009-08-01T00:00:00Z,2014-08-01T00:00:00Z,2014-03-01T00:00:00Z,FALSE,NA,NA,FED,FALSE,NA,"WHNRC, ARS, University of California Davis",NA,NA,NA,NA,2011,2009,2014
NCT01433965,2020-05-26,2011-09-12,NA,Interventional,Phase 1,16,"Active, not recruiting",Study of Lenalidomide in Patients With Acute Myeloid Leukemia or High Risk Myelodysplastic Syndrome,2012-08-01T00:00:00Z,2020-12-01T00:00:00Z,2020-07-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,"University of California, Davis",2011,2012,2020
NCT01453790,2017-05-24,2011-10-11,NA,Interventional,Not Applicable,104,Completed,Parent Specific Depression Education and Motivation,2011-04-01T00:00:00Z,2012-01-01T00:00:00Z,2011-10-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,FALSE,"University of California, Davis",NA,NA,NA,NA,NA,2011,2011,2012
