nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,ucdavis_lead_sponsor,ucdavis_principal_investigator,ucdavis_study_chair,ucdavis_study_director,ucdavis_unspecified_official,ucdavis_responsible_party,registration_year,start_year,completion_year
NCT00459485,2010-02-18,2007-04-11,NA,Interventional,Phase 4,58,Completed,Effects of Initiation and Discontinuation of Short Term Zinc Supplementation on Plasma Zinc Concentration,2007-04-01T00:00:00Z,2007-12-01T00:00:00Z,2007-12-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,TRUE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2007,2007,2007
NCT00467077,2017-01-30,2007-04-25,2016-07-25,Interventional,Phase 2,21,Terminated,Gefitinib and PEG-Interferon Alfa-2b in Treating Patients With Unresectable or Metastatic Kidney Cancer,2004-09-01T00:00:00Z,2011-03-01T00:00:00Z,2011-03-01T00:00:00Z,TRUE,NA,None (Open Label),NETWORK,TRUE,NA,NA,"University of California, Davis",NA,NA,NA,2007,2004,2011
NCT00470548,2018-01-05,2007-05-03,2017-01-17,Interventional,Phase 1/Phase 2,49,Terminated,Abraxane and Alimta in Advanced Solid Tumors,2007-04-01T00:00:00Z,2014-10-01T00:00:00Z,2014-10-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis",NA,"University of California, Davis",NA,NA,NA,2007,2007,2014
NCT00482105,2015-04-20,2007-05-31,NA,Interventional,Not Applicable,7,Terminated,Early Diagnosis of Melanoma Using Expression Profiling and Non-Invasive Sampling of Skin Cells,2007-03-01T00:00:00Z,2008-08-01T00:00:00Z,2008-08-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis",UC Davis,NA,NA,NA,NA,2007,2007,2008
NCT00517010,2016-06-28,2007-08-15,2015-12-02,Interventional,Early Phase 1,6,Completed,Pilot Study of Lucentis Combined With Proton Beam Irradiation in Treating Wet Age-related Macular Degeneration,2007-05-01T00:00:00Z,2010-06-01T00:00:00Z,2010-06-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2007,2007,2010
NCT00523510,2012-02-13,2007-08-30,NA,Interventional,Not Applicable,144,Completed,Feasibility and Pilot Efficacy of Flash-heated Breast Milk to Reduce Maternal-to-Child-Transmission of HIV in Tanzania,2008-03-01T00:00:00Z,2009-07-01T00:00:00Z,2009-07-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2007,2008,2009
NCT00529204,2017-05-25,2007-09-12,2014-12-08,Interventional,Phase 2,1,Terminated,"Effects Of Exenatide On Liver Biochemistry, Liver Histology And Lipid Metabolism In Patients With Fatty Liver Disease",2007-10-01T00:00:00Z,2010-02-01T00:00:00Z,2009-07-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2007,2007,2010
NCT00529633,2018-03-06,2007-09-12,2016-03-25,Interventional,Phase 3,16,Terminated,The Effect of Thalidomide in Suppression of the Systemic Inflammatory Response Syndrome in Hemodialysis Patients,2007-09-01T00:00:00Z,2009-12-01T00:00:00Z,2008-12-01T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,NA,"University of California, Davis",NA,NA,NA,"University of California, Davis",2007,2007,2009
NCT00536185,2011-08-03,2007-09-05,NA,Interventional,Not Applicable,166,Completed,Heart & Health Study,2006-12-01T00:00:00Z,2008-07-01T00:00:00Z,2008-07-01T00:00:00Z,FALSE,Randomized,Triple,FED,TRUE,NA,UC Davis & U.S. Department of Agriculture,NA,NA,NA,NA,2007,2006,2008
NCT00539175,2007-10-03,2007-10-02,NA,Interventional,Not Applicable,120,Completed,Treatment of Painful Diabetic Neuropathy With Photon Stimulation,2004-10-01T00:00:00Z,2006-10-01T00:00:00Z,NA,FALSE,Randomized,Double,OTHER,FALSE,NA,VA Northern California Health Care System; UC Davis School of Medicine,NA,NA,NA,NA,2007,2004,2006
NCT00557154,2017-02-13,2007-11-08,NA,Interventional,Not Applicable,44,Completed,Ultrasound Assisted Peripheral Venous Access in Young Children,2003-08-01T00:00:00Z,2004-07-01T00:00:00Z,NA,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2007,2003,2004
NCT00572884,2007-12-11,2007-12-11,NA,Interventional,Not Applicable,6,Completed,Metabolism of the Insecticide Permethrin,2006-02-01T00:00:00Z,2007-11-01T00:00:00Z,NA,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2007,2006,2007
NCT00573313,2017-05-24,2007-12-12,2013-02-06,Interventional,Phase 3,94,Completed,Effects of SAMe in Patients With Alcoholic Liver Disease,2005-09-01T00:00:00Z,2009-09-01T00:00:00Z,2009-06-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2007,2005,2009
NCT00575198,2017-06-19,2007-12-14,NA,Interventional,Not Applicable,280,Completed,Drainage Amount for Removal of Thoracostomy Tube,2007-12-01T00:00:00Z,2012-12-01T00:00:00Z,2012-09-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2007,2007,2012
NCT00575679,2019-01-02,2007-12-14,NA,Interventional,Not Applicable,864,Completed,Behavior and Driving Safety Study,2008-01-01T00:00:00Z,2014-02-20T00:00:00Z,2014-02-20T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,"University of California, Davis",NA,NA,2007,2008,2014
NCT00579540,2017-05-25,2007-12-17,NA,Interventional,Not Applicable,66,Completed,"Compare Effects of Flax Seed Oil, and Fish Oil on Blood Sugar Levels",2007-09-01T00:00:00Z,2009-09-01T00:00:00Z,2009-09-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Davis",UC Davis,NA,NA,NA,NA,2007,2007,2009
NCT00579904,2017-04-20,2007-12-17,NA,Interventional,Not Applicable,96,Completed,"The Effects of Walnuts, Walnut-Oil, Almonds and Fish Oils on Glucose Homeostasis in Polycystic Ovary Syndrome",2006-04-01T00:00:00Z,2008-07-01T00:00:00Z,2008-07-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2007,2006,2008
NCT00584207,2009-04-21,2007-12-21,NA,Interventional,Early Phase 1,15,Terminated,Radiofrequency Ablation of Uterine Fibroids,2004-03-01T00:00:00Z,2008-07-01T00:00:00Z,2007-03-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,"University of California, Davis Dept. of Radiology",2007,2004,2008
NCT00584259,2010-07-12,2007-12-26,NA,Interventional,Not Applicable,7,Completed,Effect of Coffee on Gastro-Esophageal Disease in Patients With Symptoms of Reflux,2006-05-01T00:00:00Z,2010-01-01T00:00:00Z,2010-01-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2007,2006,2010
NCT00584402,2017-07-10,2007-12-21,2013-07-03,Interventional,Not Applicable,8,Completed,Contrast Sonography for Evaluation of Liver Tumors Prior to Radiofrequency Ablation,2007-04-01T00:00:00Z,2009-03-01T00:00:00Z,2009-03-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis",UC Davis School of Medicine Dept. of Radiology,NA,NA,NA,NA,2007,2007,2009
NCT00584480,2012-08-01,2007-12-22,2011-09-13,Interventional,Phase 3,10,Completed,Pilot Study of the Effect of Hyperbaric Oxygen Treatment on Behavioral and Biomarker Measures in Children With Autism,2007-10-01T00:00:00Z,2009-09-01T00:00:00Z,2009-09-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,NA,"University of California, Davis - M.I.N.D. Institute",NA,NA,NA,NA,2007,2007,2009
NCT00584532,2007-12-22,2007-12-22,NA,Interventional,Phase 2/Phase 3,66,Completed,Effects of a Genistein Concentrated Polysaccharide (GCP) for Prostate Cancer on Active Surveillance.,2003-11-01T00:00:00Z,2007-12-01T00:00:00Z,2005-12-01T00:00:00Z,FALSE,Randomized,Double,OTHER,TRUE,"University of California, Davis","University of California, Davis - Dept. of Nutrition",NA,NA,NA,"University of California, Davis - Department of Nutrition",2007,2003,2007
NCT00584753,2013-01-11,2007-12-26,NA,Interventional,Phase 1,4,Terminated,Molecular Imaging of Breast Cancer With Breast PET/CT,2007-04-01T00:00:00Z,2011-07-01T00:00:00Z,2011-07-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,"University of California, Davis",2007,2007,2011
NCT00584948,2017-05-24,2007-12-22,2014-06-27,Interventional,Not Applicable,94,Completed,Memantine Treatment in Fragile X-Associated Tremor/Ataxia Syndrome,2007-09-01T00:00:00Z,2012-09-01T00:00:00Z,2012-09-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,TRUE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2007,2007,2012
NCT00593931,2017-05-25,2008-01-03,NA,Interventional,Not Applicable,215,Terminated,Development Of New Techniques For Functional Magnetic Resonance Imaging Of The Brain,1999-05-01T00:00:00Z,2014-07-01T00:00:00Z,2014-07-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,"University of California, Davis",UC Davis Dept. of Radiology,NA,NA,NA,NA,2008,1999,2014
NCT00611260,2017-05-25,2008-01-25,NA,Interventional,Not Applicable,27,Completed,Improvement in Clinical Outcomes in Heart Failure Patients With ICDs That Practice Meditation,2007-04-01T00:00:00Z,2012-02-01T00:00:00Z,2012-02-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2008,2007,2012
NCT00619645,2018-01-05,2008-02-20,2017-01-13,Interventional,Phase 2,8,Completed,"Donor Peripheral Stem Cell Transplant, Fludarabine, and Busulfan in Treating Patients With Hematologic Cancers",2007-06-01T00:00:00Z,2013-11-01T00:00:00Z,2013-10-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis",NA,"University of California, Davis",NA,NA,NA,2008,2007,2013
NCT00621829,2017-05-11,2008-02-12,NA,Interventional,Not Applicable,30,Completed,Fish Oil to Prevent Asthma Exacerbations in Patients With ALOX5 Polymorphisms,2008-02-01T00:00:00Z,2011-10-01T00:00:00Z,2011-10-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2008,2008,2011
NCT00629707,2012-09-12,2008-03-04,2012-06-18,Interventional,Not Applicable,20,Completed,Cerebral Edema in Pediatric Diabetic Ketoacidosis,2008-06-01T00:00:00Z,2011-06-01T00:00:00Z,2011-03-01T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2008,2008,2011
NCT00643435,2008-03-25,2008-03-24,NA,Interventional,Not Applicable,64,Completed,Self-Efficacy Enhancing Interviewing Techniques Study,2006-02-01T00:00:00Z,2008-03-01T00:00:00Z,2007-06-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, Davis","Department of Family and Community Medicine, University of California Davis School of Medicine",NA,NA,NA,"Department of Family and Community Medicine, UC Davis School of Medicine",2008,2006,2008
NCT00661193,2020-02-19,2008-04-17,2016-11-04,Interventional,Phase 2,59,Completed,S0709: Erlotinib With or Without Carboplatin and Paclitaxel in Stage IIIB or Stage IV Non-Small Cell Lung Cancer,2008-12-01T00:00:00Z,2016-12-01T00:00:00Z,2015-12-01T00:00:00Z,TRUE,Randomized,None (Open Label),NETWORK,TRUE,NA,NA,"University of California, Davis",NA,NA,NA,2008,2008,2016
NCT00661960,2017-05-24,2008-04-16,2013-01-18,Interventional,Not Applicable,25,Completed,Pilot Project of Virologic and Immunologic Correlates of GALT Immune Reconstitution Following Raltegravir Therapy,2008-03-01T00:00:00Z,2011-07-01T00:00:00Z,2010-09-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2008,2008,2011
NCT00673985,2017-07-12,2008-02-14,NA,Interventional,Not Applicable,246,Completed,Edwards Lifesciences Self-Expanding Stent Peripheral Vascular Disease Study,2004-07-01T00:00:00Z,2010-10-01T00:00:00Z,2006-08-01T00:00:00Z,FALSE,Randomized,None (Open Label),INDUSTRY,TRUE,NA,"Vascular Center at the University of California, Davis Medical Center",NA,NA,NA,NA,2008,2004,2010
NCT00682916,2017-05-25,2008-05-21,NA,Interventional,Not Applicable,42,Completed,Compare Effects of a Soluble Fiber on Weight and Blood Cholesterol,2007-04-01T00:00:00Z,2008-12-01T00:00:00Z,2008-12-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Davis",UC Davis,NA,NA,NA,NA,2008,2007,2008
NCT00682929,2018-04-17,2008-05-19,2018-01-11,Interventional,Phase 1/Phase 2,41,Terminated,Cannabis for Spasticity in Multiple Sclerosis,2004-04-14T00:00:00Z,2011-08-17T00:00:00Z,2011-08-17T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2008,2004,2011
NCT00683007,2017-05-24,2008-05-08,NA,Interventional,Not Applicable,9,Completed,Esophageal Echo Assessment of LV Function During Acute Normovolemic Hemodilution Using Crystalloid or Hypertonic Saline,2011-05-01T00:00:00Z,2012-04-01T00:00:00Z,2012-04-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis","Chief, Certified Registered Nurse Anesthetist, UC Davis, Department of Anesthesiology and Pain Medicine",NA,"Director, Cardiovascular and Thoracic Anesthesiology, UC Davis, Department of Anesthesiology and Pain Medicine",NA,NA,2008,2011,2012
NCT00688311,2009-11-19,2008-05-16,NA,Interventional,Not Applicable,34,Completed,Pilot Trial of a Synbiotic in HIV+ Patients,2008-05-01T00:00:00Z,2009-11-01T00:00:00Z,2009-11-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,"University of California, Davis",2008,2008,2009
NCT00694889,2016-05-12,2008-06-09,NA,Interventional,Phase 1/Phase 2,144,Completed,Randomized Clinical Trial of Intensive Computer-based Cognitive Remediation in Recent-onset Schizophrenia,2007-08-01T00:00:00Z,2015-02-01T00:00:00Z,2015-02-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,TRUE,NA,NA,NA,"University of California, Davis",NA,NA,2008,2007,2015
NCT00698997,2020-02-03,2008-06-12,2019-09-18,Interventional,Not Applicable,118,Completed,Intensive Intervention for Toddlers With Autism (EARLY STEPS),2008-04-01T00:00:00Z,2013-12-01T00:00:00Z,2013-07-01T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,"University of California, Davis",UC Davis MIND Institute,NA,NA,NA,NA,2008,2008,2013
NCT00699218,2017-10-20,2008-06-04,2017-04-11,Interventional,Not Applicable,15,Completed,A Pilot Study on Repetitive Transcranial Magnetic Stimulation (rTMS) Treatment of Bipolar Depression,2008-05-01T00:00:00Z,2010-04-01T00:00:00Z,2009-07-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis","Department of Psychiatry and Behavioral Sciences, UC Davis",NA,NA,NA,NA,2008,2008,2010
NCT00710203,2015-04-06,2008-07-02,2011-06-07,Interventional,Not Applicable,10,Completed,Dermatosis Papulosa Nigra,2008-07-01T00:00:00Z,2009-12-01T00:00:00Z,2009-12-01T00:00:00Z,TRUE,Non-Randomized,Single,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2008,2008,2009
NCT00711464,2017-08-31,2008-07-02,2017-05-03,Interventional,Phase 4,29,Completed,Modafinil Effects on Cognition in Schizophrenia Patients,2008-05-01T00:00:00Z,2012-07-01T00:00:00Z,2012-07-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,TRUE,NA,NA,NA,NA,NA,"University of California, Davis",2008,2008,2012
NCT00715923,2015-12-01,2008-07-11,NA,Interventional,Not Applicable,30,Terminated,Modified Consent Form Utility,2007-11-01T00:00:00Z,2008-12-01T00:00:00Z,2008-09-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,"University of California, Davis",2008,2007,2008
NCT00739479,2012-10-25,2008-08-19,NA,Interventional,Not Applicable,35,Completed,CCRC: Effects of Partially Hydrolyzed Whey Peptides (PHWP) On Weight Loss In Individuals With The Metabolic Syndrome (METS),2008-08-01T00:00:00Z,2010-08-01T00:00:00Z,2010-08-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,NA,"University of California, Davis",NA,NA,NA,"University of California, Davis",2008,2008,2010
NCT00786747,2015-12-02,2008-11-05,NA,Interventional,Not Applicable,1164,Completed,Randomized Controlled Trial of Tailored Interactive Multimedia to Reduce Colorectal Cancer Screening Disparities,2010-02-01T00:00:00Z,2012-11-01T00:00:00Z,2011-10-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,TRUE,"University of California, Davis","University of California, Davis",NA,NA,NA,"University of California, Davis",2008,2010,2012
NCT00795665,2020-05-04,2008-11-20,2018-07-03,Interventional,Phase 2,7,Completed,Bevacizumab and Carmustine in Treating Patients With Relapsed or Progressive High-Grade Glioma,2008-06-01T00:00:00Z,2015-12-01T00:00:00Z,2015-12-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2008,2008,2015
NCT00804310,2012-03-27,2008-12-05,NA,Interventional,Phase 1,5,Terminated,Lapatinib and Ixabepilone in Treating Patients With Advanced Solid Tumors,2009-08-01T00:00:00Z,2011-09-01T00:00:00Z,2011-08-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2008,2009,2011
NCT00807755,2018-01-05,2008-12-11,NA,Interventional,Phase 1,5,Terminated,"Everolimus, Carboplatin, and Etoposide in Treating Patients With Small Cell Lung Cancer or Other Advanced Solid Tumors",2009-03-01T00:00:00Z,2011-12-01T00:00:00Z,2010-08-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis",NA,NA,NA,NA,NA,2008,2009,2011
NCT00810160,2017-07-11,2008-12-15,NA,Interventional,Phase 1,59,Completed,The Impact of Oligosaccharides and Bifidobacteria on the Intestinal Microflora of Premature Infants,2009-06-01T00:00:00Z,2015-11-01T00:00:00Z,2015-11-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2008,2009,2015
NCT00810394,2018-01-05,2008-12-17,2017-01-19,Interventional,Phase 2,50,Completed,Sorafenib in Treating Patients With Advanced Malignant Solid Tumors,2008-12-01T00:00:00Z,2012-03-01T00:00:00Z,2011-10-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2008,2008,2012
NCT00810719,2018-01-05,2008-12-17,2017-01-13,Interventional,Phase 2,30,Completed,Gemcitabine and Erlotinib in Treating Patients With Metastatic or Recurrent Pancreatic Cancer,2009-04-01T00:00:00Z,2013-12-01T00:00:00Z,2013-01-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2008,2009,2013
NCT00814788,2018-01-05,2008-12-24,2017-03-06,Interventional,Phase 2,24,Completed,Bicalutamide With or Without Everolimus in Treating Patients With Recurrent or Metastatic Prostate Cancer,2008-12-01T00:00:00Z,2016-01-01T00:00:00Z,2015-12-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2008,2008,2016
NCT00814970,2016-03-14,2008-12-23,2014-04-22,Interventional,Not Applicable,196,Completed,The Complete® SE SFA Study for the Treatment of SFA/PPA Lesions,2008-11-01T00:00:00Z,2013-12-01T00:00:00Z,2011-09-01T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,TRUE,NA,"University of California, Davis",NA,NA,NA,NA,2008,2008,2013
NCT00826306,2015-04-15,2009-01-20,NA,Interventional,Not Applicable,94,Completed,Comparison Of Video-based Versus Written Patient Education on Sunscreen,2009-01-01T00:00:00Z,2009-08-01T00:00:00Z,2009-08-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2009,2009,2009
NCT00826592,2015-04-15,2009-01-20,NA,Interventional,Not Applicable,80,Completed,Comparison of Video-Based Versus Written Patient Education on Atopic Dermatitis,2009-01-01T00:00:00Z,2009-08-01T00:00:00Z,2009-08-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2009,2009,2009
NCT00826995,2015-04-20,2009-01-20,NA,Interventional,Not Applicable,78,Completed,Comparison of Video-Based Versus Written Patient Education on Melanoma,2009-01-01T00:00:00Z,2009-07-01T00:00:00Z,2009-05-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2009,2009,2009
NCT00843947,2017-06-26,2009-02-12,NA,Interventional,Phase 2,8,Completed,Reduced Intensity Stem Cell Transplantation (RIST) for Patients With Hematological Malignancies Conditioned With Fludarabine and Busulfan,2007-06-01T00:00:00Z,2013-11-01T00:00:00Z,2013-11-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis",NA,NA,NA,NA,NA,2009,2007,2013
NCT00864032,2013-04-09,2009-03-17,2013-01-15,Interventional,Phase 1/Phase 2,8,Completed,Trial of Neoadjuvant Conformal Radiotherapy Plus Sorafenib for Patients With Soft Tissue Sarcoma of the Extremity and Body Wall,2009-03-01T00:00:00Z,2011-08-01T00:00:00Z,2011-08-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis",NA,NA,NA,NA,"University of California, Davis",2009,2009,2011
NCT00864396,2017-03-22,2009-03-17,NA,Interventional,Phase 1,59,Completed,Twice Daily Prevacid for the Treatment of Laryngopharyngeal Reflux,2005-07-01T00:00:00Z,2008-05-01T00:00:00Z,2008-05-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2009,2005,2008
NCT00870363,2017-05-24,2009-03-25,2017-01-12,Interventional,Phase 4,44,Completed,"A Pilot Project of Virologic, Pharmacologic and Immunologic Correlates of Gastrointestinal-Associated Lymphoid Tissue Immune Reconstitution Following Maraviroc Therapy",2009-04-01T00:00:00Z,2013-04-01T00:00:00Z,2013-04-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis Health System",NA,NA,NA,NA,2009,2009,2013
NCT00884195,2017-07-06,2009-04-17,NA,Interventional,Phase 1,50,Completed,Journaling and Weight Loss,2009-01-01T00:00:00Z,2011-12-01T00:00:00Z,2011-09-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2009,2009,2011
NCT00888407,2017-05-24,2009-04-23,NA,Interventional,Not Applicable,1500,Completed,Community-based Hepatitis B Interventions for Hmong Adults,2006-09-01T00:00:00Z,2011-08-01T00:00:00Z,2011-08-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2009,2006,2011
NCT00895310,2017-02-28,2009-05-06,2016-12-22,Interventional,Phase 2,30,Completed,Use of Low Dose Ketoconazole in Prostate Cancer That Does Not Respond to Hormone Therapy and Prior Chemotherapy,2009-05-01T00:00:00Z,2015-05-01T00:00:00Z,2014-12-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis Health System",NA,NA,NA,NA,2009,2009,2015
NCT00896285,2015-07-16,2009-05-07,NA,Interventional,Not Applicable,4,Completed,The First Therapeutic Intervention in Malignant Pleural Effusion Trial,2009-04-01T00:00:00Z,2014-12-01T00:00:00Z,2014-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis",NA,NA,NA,NA,NA,2009,2009,2014
NCT00909064,2017-04-05,2009-05-22,2017-04-05,Interventional,Phase 4,114,Completed,The Effects of Arixtra on Wound Drainage Following Total Joint Arthroplasty,2009-06-01T00:00:00Z,2009-12-01T00:00:00Z,2009-12-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,"University of California, Davis Health System",NA,NA,NA,"University of California, Davis",2009,2009,2009
NCT00918645,2017-12-01,2009-06-10,2017-01-10,Interventional,Not Applicable,13,Terminated,Calcium-41 (41Ca) Chloride Aqueous Solution in Diagnosing Patients With Prostate Cancer and Bone Metastasis,2009-09-01T00:00:00Z,2013-06-01T00:00:00Z,2013-01-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2009,2009,2013
NCT00931489,2017-06-26,2009-06-29,2017-04-14,Interventional,Phase 2,131,Completed,Retinal and Retinal Pigment Epithelium (RPE) Autoimmunity in Age-related Macular Degeneration (AMD),2009-08-01T00:00:00Z,2014-06-01T00:00:00Z,2014-06-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,NA,"University of California, Davis",NA,NA,NA,"University of California, Davis",2009,2009,2014
NCT00935922,2012-10-25,2009-07-07,NA,Interventional,Not Applicable,36,Completed,CCRC: Understanding the Effects of Omega-3 Fatty Acids Versus Lignans in Flaxseed on Metabolic and Inflammatory Markers Leading to Diabetes and Cardiovascular Disease,2009-02-01T00:00:00Z,2010-04-01T00:00:00Z,2010-04-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Davis","University of California, Davis Health System",NA,NA,NA,"University of California, Davis",2009,2009,2010
NCT00944281,2018-07-11,2009-07-21,NA,Interventional,Not Applicable,3220,Completed,Optimal Amount of Zinc to Include in a Lipid-based Nutrient Supplement (LNS),2010-05-01T00:00:00Z,2014-12-01T00:00:00Z,2014-12-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,"University of California, Davis",NA,NA,2009,2010,2014
NCT00944359,2018-07-11,2009-07-21,NA,Interventional,Not Applicable,7680,Completed,Impact of Preventive and Therapeutic Zinc Supplementation Programs Among Young Children,2010-12-01T00:00:00Z,2012-02-01T00:00:00Z,2012-02-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2009,2010,2012
NCT00944398,2010-02-18,2009-07-21,NA,Interventional,Phase 4,98,Completed,Impact of Targeted Zinc Fortification Programs on Plasma Zinc Concentration,2009-01-01T00:00:00Z,2009-10-01T00:00:00Z,2009-09-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2009,2009,2009
