nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,ucsd_lead_sponsor,ucsd_principal_investigator,ucsd_study_chair,ucsd_study_director,ucsd_unspecified_official,ucsd_responsible_party,registration_year,start_year,completion_year
NCT00548158,2007-10-19,2007-10-19,NA,Observational,NA,19,Completed,Effect of Pioglitazone Therapy for Type 2 Diabetes on Vision,2004-10-01T00:00:00Z,2006-04-01T00:00:00Z,NA,FALSE,NA,NA,OTHER,TRUE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,NA,2007,2004,2006
NCT00554372,2016-01-06,2007-11-02,2015-05-12,Interventional,Phase 2,30,Completed,A Study of Recombinant Vaccinia Virus to Treat Unresectable Primary Hepatocellular Carcinoma,2008-08-01T00:00:00Z,2013-02-01T00:00:00Z,2011-12-01T00:00:00Z,TRUE,Randomized,None (Open Label),INDUSTRY,TRUE,NA,"University of California San Diego, Moores Cancer Center",NA,NA,NA,NA,2007,2008,2013
NCT00565266,2018-05-31,2007-11-28,2012-04-30,Interventional,Phase 3,210,Completed,Asthma Clinical Research Network (ACRN) Trial - Tiotropium Bromide as an Alternative to Increased Inhaled Corticosteroid in Patients Inadequately Controlled on a Lower Dose of Inhaled Corticosteroid (TALC),2008-05-01T00:00:00Z,2010-05-01T00:00:00Z,2010-05-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2007,2008,2010
NCT00574756,2019-07-31,2007-12-14,NA,Interventional,Not Applicable,14,Terminated,Effect of Ranolazine on Echocardiographic Indices of Diastolic Dysfunction,2007-12-01T00:00:00Z,2010-03-01T00:00:00Z,2010-03-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, San Diego",UCSD Medical Center,NA,NA,NA,NA,2007,2007,2010
NCT00592007,2017-05-03,2007-12-26,2016-11-26,Interventional,Phase 2,7,Terminated,Study Evaluating the Addition of Fulvestrant to Erlotinib in Stage IIIB/IV Non-Small Cell Lung Cancer,2007-09-01T00:00:00Z,2012-04-01T00:00:00Z,2012-01-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,"University of California, San Diego",NA,NA,NA,"University of California, San Diego",2007,2007,2012
NCT00593281,2008-01-11,2008-01-02,NA,Interventional,Phase 3,13,Completed,INFUSE Morphine Study,2006-01-01T00:00:00Z,2006-10-01T00:00:00Z,2006-10-01T00:00:00Z,FALSE,Randomized,Double,INDUSTRY,TRUE,NA,UCSD Thornton Hospital,NA,NA,NA,NA,2008,2006,2006
NCT00598169,2020-08-07,2008-01-09,NA,Interventional,Phase 1,23,Completed,"Bortezomib, Ifosfamide, Carboplatin, and Etoposide, With or Without Rituximab, in Treating Patients With Relapsed or Refractory AIDS-Related Non-Hodgkin Lymphoma",2007-11-01T00:00:00Z,2014-11-01T00:00:00Z,2014-10-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),NETWORK,TRUE,NA,"University of California, San Diego","University of California, San Diego",NA,NA,NA,2008,2007,2014
NCT00601965,2016-07-14,2008-01-15,2014-09-03,Interventional,Not Applicable,73,Completed,Antidepressant Treatment Plus Cognitive Behavioral Therapy for Generalized Anxiety Disorder in Older Adults,2007-10-01T00:00:00Z,2011-09-01T00:00:00Z,2011-09-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,TRUE,NA,UCSD and VMRF/VASDHS,NA,NA,NA,NA,2008,2007,2011
NCT00607412,2011-05-10,2007-12-26,NA,Interventional,Phase 2,50,Completed,Alcohol Use Disorders (AUDs) and Post-traumatic Stress Disorder (PTSD) Treatment for Victims of Partner Violence,2007-08-01T00:00:00Z,2011-05-01T00:00:00Z,2011-05-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Diego",UCSD,NA,NA,NA,"University of California, San Diego",2007,2007,2011
NCT00608036,2020-12-02,2008-01-28,NA,Observational,NA,954,Completed,"Evaluating the Relationship Between Physical Activity, Diet, Weight, and the Neighborhood Environment for Adolescents",2008-05-01T00:00:00Z,2012-05-01T00:00:00Z,2010-12-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,NA,"University of California, San Diego",NA,NA,NA,"University of California, San Diego",2008,2008,2012
NCT00612365,2016-07-28,2008-02-07,NA,Observational,NA,1975,Completed,"Association Between Abdominal Body Composition, Inflammation, and Risk for Cardiovascular Disease (The MESA ABD Study)",2007-09-01T00:00:00Z,2013-06-01T00:00:00Z,2012-08-01T00:00:00Z,FALSE,NA,NA,NIH,FALSE,NA,"University of California, San Diego",NA,NA,NA,University of California San Diego,2008,2007,2013
NCT00614679,2019-10-07,2008-02-11,NA,Interventional,Phase 1,18,Completed,A Novel Catheter Lock Solution for Treatment of Tunneled Hemodialysis Catheter-Associated Bacteremia,2006-10-01T00:00:00Z,2009-12-01T00:00:00Z,2008-12-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,"University of California, San Diego",NA,NA,NA,NA,"University of California, San Diego",2008,2006,2009
NCT00616616,2016-10-24,2008-02-04,NA,Interventional,Not Applicable,24,Completed,Single Incision Laparoscopy,2007-09-01T00:00:00Z,2010-02-01T00:00:00Z,2009-07-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2008,2007,2010
NCT00624195,2014-03-21,2008-02-15,2013-12-09,Interventional,Phase 2/Phase 3,59,Completed,Clinical Trial of CNS-targeted HAART (CIT2),2007-03-01T00:00:00Z,2012-06-01T00:00:00Z,2012-02-01T00:00:00Z,TRUE,Randomized,Single,OTHER,TRUE,"University of California, San Diego",UCSD HIV Neurobehavioral Research Center,NA,NA,NA,"University of California, San Diego",2008,2007,2012
NCT00628238,2010-09-08,2008-02-26,NA,Interventional,Phase 2,80,Unknown status,"Multi-center Trial of Revlimid® and Rituximab, for First-Line Treatment of Chronic Lymphocytic Leukemia (CLL)",2008-02-01T00:00:00Z,2011-07-01T00:00:00Z,2011-02-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),NETWORK,TRUE,NA,CLL Research Consortium and University of California San Diego,NA,Director of the CLL Research Consortium and University of California San Diego,NA,NA,2008,2008,2011
NCT00638456,2019-07-25,2008-03-12,2019-07-25,Interventional,Phase 2,32,Completed,Use of Topical Budesonide in the Treatment of Eosinophilic Esophagitis,2008-02-01T00:00:00Z,2009-09-01T00:00:00Z,2009-09-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,NA,UCSD,NA,NA,NA,"University of California, San Diego",2008,2008,2009
NCT00640900,2008-03-31,2008-03-18,NA,Interventional,Not Applicable,440,Unknown status,"Food, Activity and Behavior Trial",2007-07-01T00:00:00Z,2010-07-01T00:00:00Z,2009-07-01T00:00:00Z,FALSE,Randomized,None (Open Label),INDUSTRY,FALSE,NA,UCSD,NA,NA,NA,"University of California, San Diego",2008,2007,2010
NCT00652457,2020-12-08,2008-03-31,2020-10-08,Interventional,Phase 4,50,Completed,Study of Memantine to Treat Huntington's Disease,2004-11-23T00:00:00Z,2009-10-28T00:00:00Z,2009-10-28T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,TRUE,NA,NA,NA,NA,NA,"University of California, San Diego",2008,2004,2009
NCT00662259,2019-06-28,2008-04-17,2019-05-23,Interventional,Phase 4,32,Completed,Drug Treatment Validation of Functional Magnetic Resonance Imaging in Generalized Anxiety Disorder,2008-04-01T00:00:00Z,2009-09-01T00:00:00Z,2009-09-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2008,2008,2009
NCT00667264,2012-06-26,2008-04-24,NA,Interventional,Not Applicable,7,Completed,Ambulatory Continuous Peripheral Nerve Blocks for Treatment of Post-Amputation Phantom Limb and Stump Pain,2008-10-01T00:00:00Z,2011-12-01T00:00:00Z,2011-01-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2008,2008,2011
NCT00669526,2008-04-29,2008-04-28,NA,Interventional,Phase 2,60,Completed,Clinical and Cost Effectiveness of Brief Cognitive-Behavioral Therapy (CBT) for Pediatric Internalizing Disorders,2004-10-01T00:00:00Z,2007-04-01T00:00:00Z,2007-03-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,NA,SDSU/UCSD Joint Doctoral Program in Clinical Psychology,NA,NA,NA,SDSU/UCSD Joint Doctoral Program in Clinical Psychology,2008,2004,2007
NCT00677365,2018-01-17,2008-05-12,2011-09-04,Interventional,Phase 2,151,Completed,"Safety, Tolerability and Efficacy of MP-376 Given for 28 Days to Cystic Fibrosis (CF) Patients",2008-06-01T00:00:00Z,2009-06-01T00:00:00Z,2009-06-01T00:00:00Z,TRUE,Randomized,Quadruple,INDUSTRY,TRUE,NA,UCSD,NA,NA,NA,NA,2008,2008,2009
NCT00677651,2009-08-17,2008-05-12,NA,Observational,NA,10,Completed,Sex Differences in Gene Expression in Human Adipose Tissue,2008-04-01T00:00:00Z,2009-08-01T00:00:00Z,2009-08-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, San Diego",UCSD,NA,NA,NA,"University of California, San Diego",2008,2008,2009
NCT00684320,2014-04-02,2008-05-22,2013-12-18,Interventional,Not Applicable,48,Completed,Attention Disengagement Training for Social Phobia,2006-09-01T00:00:00Z,2011-08-01T00:00:00Z,2011-08-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,NA,SDSU/UCSD,NA,NA,NA,NA,2008,2006,2011
NCT00684541,2014-04-02,2008-05-22,2013-12-13,Interventional,Not Applicable,49,Completed,Interpretation Modification Program for Social Phobia,2007-09-01T00:00:00Z,2011-08-01T00:00:00Z,2011-08-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,NA,SDSU/UCSD,NA,NA,NA,NA,2008,2007,2011
NCT00690027,2008-06-03,2008-06-03,NA,Interventional,Not Applicable,211,Completed,San Diego Bleeding Esophageal Varices Study,1988-04-01T00:00:00Z,2005-12-01T00:00:00Z,1996-08-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Diego",UCSD Medical Center,NA,NA,NA,"University of California, San Diego",2008,1988,2005
NCT00693745,2010-10-21,2008-06-05,NA,Observational,NA,231,Completed,Neutrophil Gelatinase-Associated Lipcalin (NGAL) Evaluation Along With B-Type Natriuretic Peptide in Acutely Decompensated HF,2008-09-01T00:00:00Z,2010-07-01T00:00:00Z,2010-04-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,NA,"UCSD, San Diego VA Hospital",NA,NA,NA,NA,2008,2008,2010
NCT00694564,2018-02-20,2008-06-06,2013-03-20,Interventional,Not Applicable,8,Completed,Evaluation of S-adenosyl Methionine (SAM-e) for Recurrent Abdominal Pain in Children,2007-06-01T00:00:00Z,2012-07-01T00:00:00Z,2011-03-01T00:00:00Z,TRUE,NA,None (Open Label),INDIV,FALSE,NA,"University of California, San Diego",NA,NA,NA,NA,2008,2007,2012
NCT00703885,2014-12-19,2008-06-20,2013-06-19,Interventional,Phase 4,16,Completed,PharmacofMRI (Functional Magnetic Resonance Imaging) of Anxiolytic Medications (Alprazolam),2008-01-01T00:00:00Z,2008-08-01T00:00:00Z,2008-08-01T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2008,2008,2008
NCT00704067,2015-02-11,2008-06-20,NA,Interventional,Not Applicable,50,Completed,Improving Work Outcomes for Veterans With Traumatic Brain Injury,2008-09-01T00:00:00Z,2012-08-01T00:00:00Z,2012-08-01T00:00:00Z,FALSE,Randomized,Single,FED,FALSE,NA,"University of California, San Diego, VA San Diego Healthcare System, and Veterans Medical Research Foundation",NA,NA,NA,NA,2008,2008,2012
NCT00706173,2015-06-02,2008-06-25,NA,Interventional,Phase 4,0,Withdrawn,Trial of Hydrocortisone for Post-Traumatic Stress Disorder (PTSD),2009-08-01T00:00:00Z,2011-09-01T00:00:00Z,2011-09-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2008,2009,2011
NCT00706836,2019-04-02,2008-06-26,2014-12-03,Interventional,Phase 4,16,Completed,PharmacofMRI of Anxiolytic Medications (Pregabalin),2008-06-01T00:00:00Z,2008-12-01T00:00:00Z,2008-12-01T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2008,2008,2008
NCT00718029,2019-08-08,2008-07-16,NA,Observational,NA,4,Completed,Cerebrospinal Fluid (CSF) Raltegravir Substudy,2008-07-01T00:00:00Z,2011-02-01T00:00:00Z,2009-07-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,"University of California, San Diego","University of California, San Diego AntiViral Research Center",NA,NA,NA,NA,2008,2008,2011
NCT00723489,2013-12-11,2008-07-25,2013-07-16,Interventional,Phase 1/Phase 2,82,Completed,Immune Response to Yellow Fever Vaccination in Adults With Atopic Dermatitis,2008-08-01T00:00:00Z,2011-04-01T00:00:00Z,2011-04-01T00:00:00Z,TRUE,Randomized,Quadruple,NIH,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2008,2008,2011
NCT00724165,2013-02-04,2008-07-25,NA,Interventional,Phase 2,106,Completed,Seamos Activas: Increasing Physical Activity Among Latinas,2006-09-01T00:00:00Z,2009-07-01T00:00:00Z,2009-07-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Diego",NA,NA,NA,NA,"University of California, San Diego",2008,2006,2009
NCT00733603,2021-03-18,2008-08-12,NA,Interventional,Not Applicable,81,Completed,Physical Therapy in Women With Interstitial Cystitis,2008-06-01T00:00:00Z,2009-12-01T00:00:00Z,2009-12-01T00:00:00Z,FALSE,Randomized,Single,NIH,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2008,2008,2009
NCT00734045,2008-12-08,2008-08-11,NA,Observational,NA,450,Completed,Prospective Evaluation of the StatusFirst™ CHF NT-proBNP Device in Human Whole Blood and Plasma Samples,2008-02-01T00:00:00Z,2008-11-01T00:00:00Z,2008-11-01T00:00:00Z,FALSE,NA,NA,INDUSTRY,TRUE,NA,University of California San Diego; Veteran's Affairs,NA,NA,NA,NA,2008,2008,2008
NCT00734227,2008-08-13,2008-08-13,NA,Interventional,Not Applicable,153,Completed,TIPS Versus Portacaval Shunt for Acute Bleeding Varices in Cirrhosis,1996-07-01T00:00:00Z,2006-07-01T00:00:00Z,2003-10-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Diego",UCSD Medical Center,NA,NA,NA,"University of California, San Diego",2008,1996,2006
NCT00746889,2010-07-29,2008-09-03,2010-04-05,Interventional,Not Applicable,79,Completed,Using Ultrasound to Predict Response to Intraarticular Corticosteroids in Knee Osteoarthritis,2004-03-01T00:00:00Z,2008-09-01T00:00:00Z,2008-07-01T00:00:00Z,TRUE,Randomized,Double,OTHER,TRUE,"University of California, San Diego","University of California, San Diego",NA,"University of California, San Diego",NA,University of California San Diego,2008,2004,2008
NCT00747045,2014-12-02,2008-09-03,NA,Interventional,Not Applicable,128,Completed,Lung Protective Ventilation in Pulmonary Thromboendarterectomy (PTE) Patients,2008-08-01T00:00:00Z,2011-03-01T00:00:00Z,2011-03-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, San Diego",UCSD Medical Center,NA,NA,NA,"University of California, San Diego",2008,2008,2011
NCT00747617,2018-10-25,2008-09-04,2011-08-04,Interventional,Phase 3,25,Completed,Theca Cell Function in Women With Polycystic Ovary Syndrome (PCOS),2007-09-01T00:00:00Z,2010-09-01T00:00:00Z,2010-04-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, San Diego",UCSD SChool of Medicine,NA,NA,NA,"University of California, San Diego",2008,2007,2010
NCT00752856,2020-07-13,2008-09-13,2020-05-14,Interventional,Phase 2,51,Completed,Raltegravir + Lopinavir/Ritonavir Versus Efavirenz + Tenofovir + Emtricitabine in Treatment Naive Patients,2008-08-26T00:00:00Z,2014-02-11T00:00:00Z,2011-05-05T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Diego",NA,NA,NA,NA,"University of California, San Diego",2008,2008,2014
NCT00760435,2014-11-12,2008-09-25,2014-05-19,Interventional,Phase 3,196,Completed,Infliximab Plus Intravenous Immunoglobulin for the Primary Treatment of Kawasaki Disease,2009-03-01T00:00:00Z,2012-10-01T00:00:00Z,2012-10-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,TRUE,"University of California, San Diego","University of California, San Diego",NA,"University of California, San Diego",NA,"University of California, San Diego",2008,2009,2012
NCT00766116,2019-01-31,2008-10-02,2018-01-29,Interventional,Phase 1/Phase 2,50,Completed,Combination 5-azacitidine and Gemtuzumab Ozogamicin Therapy for Treatment of Relapsed Acute Myeloid Leukemia (AML),2005-07-01T00:00:00Z,2014-09-26T00:00:00Z,2014-09-26T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,TRUE,"University of California, San Diego",UCSD,NA,NA,NA,"University of California, San Diego",2008,2005,2014
NCT00766597,2021-11-03,2008-10-03,2015-11-12,Interventional,Phase 1/Phase 2,9,Completed,Safety and Immune Response to Vicriviroc in Combination Regimens in HIV-Infected ART Experienced Children and Adolescents,2009-08-01T00:00:00Z,2010-08-01T00:00:00Z,2010-07-01T00:00:00Z,TRUE,NA,None (Open Label),NIH,TRUE,NA,NA,"University of California, San Diego",NA,NA,NA,2008,2009,2010
NCT00768248,2019-07-23,2008-10-07,2019-07-23,Interventional,Not Applicable,2,Terminated,Naval Medical Center San Diego (NMCSD) - Ambulatory Continuous Peripheral Nerve Blocks for Treatment of Post-Amputation Phantom Limb and Stump Pain,2008-10-01T00:00:00Z,2010-01-01T00:00:00Z,2010-01-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,"University of California, San Diego",NA,NA,NA,NA,"University of California, San Diego",2008,2008,2010
NCT00769925,2019-08-13,2008-10-08,NA,Interventional,Not Applicable,0,Withdrawn,Assessing Different Methods of Anxiety Care in Pediatric Settings,2008-11-01T00:00:00Z,2012-02-01T00:00:00Z,2012-01-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,NA,2008,2008,2012
NCT00771862,2018-03-15,2008-10-14,NA,Interventional,Phase 4,16,Terminated,Prevention of Phantom Limb and Stump Pain Using Ambulatory Continuous Peripheral Nerve Blocks: A Pilot Study,2008-10-01T00:00:00Z,2017-05-30T00:00:00Z,2017-05-30T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2008,2008,2017
NCT00774371,2011-09-16,2008-10-16,NA,Interventional,Not Applicable,253,Completed,Weight Reduction Intervention for Breast Cancer Survivors,2005-01-01T00:00:00Z,2009-12-01T00:00:00Z,2009-02-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2008,2005,2009
NCT00777829,2021-07-07,2008-10-20,2020-07-02,Interventional,Not Applicable,30,Completed,Memory Consolidation in Pharmacologically Enhanced Naps,2008-09-01T00:00:00Z,2011-06-01T00:00:00Z,2011-06-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,"University of California, San Diego",UCSD,NA,NA,NA,"University of California, San Diego",2008,2008,2011
NCT00781001,2013-07-29,2008-10-24,NA,Interventional,Phase 1/Phase 2,17,Completed,Efficacy of Inhaled Cannabis in Diabetic Painful Peripheral Neuropathy,2008-07-01T00:00:00Z,2011-06-01T00:00:00Z,2011-06-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,FALSE,NA,"University of California, San Diego",NA,NA,NA,NA,2008,2008,2011
NCT00783497,2015-12-16,2008-10-30,NA,Observational,NA,203,Completed,"Evaluating the Relationship Between Stress, Ethnicity, and Blood Pressure",2005-10-01T00:00:00Z,2010-12-01T00:00:00Z,2010-09-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2008,2005,2010
NCT00787059,2018-02-06,2008-11-06,NA,Interventional,Phase 1/Phase 2,56,Completed,AC6 Gene Transfer for CHF,2010-07-01T00:00:00Z,2017-11-16T00:00:00Z,2015-01-01T00:00:00Z,FALSE,Randomized,Quadruple,INDIV,TRUE,NA,"UCSD; VA San Diego Healthcare System; Veteran's Medical Research Foundation; University of California, San Diego",NA,UCSD; VA San Diego Healthcare System; Veterans Medical Research Foundation,NA,NA,2008,2010,2017
NCT00789880,2017-03-10,2008-11-11,2012-12-07,Interventional,Phase 2,82,Completed,Analysis of Response of Subjects With Atopic Dermatitis or Psoriasis to Oral Vitamin D3,2008-12-01T00:00:00Z,2009-12-01T00:00:00Z,2009-12-01T00:00:00Z,TRUE,Randomized,Quadruple,NIH,TRUE,NA,NA,"University of California, San Diego",NA,NA,NA,2008,2008,2009
NCT00795951,2020-07-28,2008-11-20,2013-02-19,Interventional,Phase 4,102,Completed,Clinical Evaluation of T.R.U.E. TEST in Children and Adolescents,2008-11-01T00:00:00Z,2009-11-01T00:00:00Z,2009-10-01T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,FALSE,NA,UCSD School of Medicine,NA,NA,NA,NA,2008,2008,2009
NCT00796939,2015-04-09,2008-11-21,NA,Interventional,Not Applicable,30,Completed,Effects of Light Treatment During Sleep on Young Men,2006-03-01T00:00:00Z,2006-10-01T00:00:00Z,2006-10-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Diego",NA,NA,NA,NA,"University of California, San Diego",2008,2006,2006
NCT00799578,2013-12-13,2008-11-28,2013-12-13,Interventional,Phase 1/Phase 2,13,Completed,A Preliminary Study to Evaluate Cysteamine Therapy in Human Subjects With Non-Alcoholic Steatohepatitis (NASH),2008-10-01T00:00:00Z,2010-01-01T00:00:00Z,2009-06-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,NA,NA,NA,NA,"University of California, San Diego",2008,2008,2010
NCT00800943,2008-12-02,2008-12-01,NA,Interventional,Phase 2,31,Unknown status,Study of Subcutaneous Campath-1H in Patients With B-Cell CLL and Residual Disease After Chemotherapy,2003-12-01T00:00:00Z,2010-08-01T00:00:00Z,2010-08-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),NETWORK,TRUE,NA,NA,NA,NA,NA,"University of California, San Diego, CLL Research Consortium",2008,2003,2010
NCT00807235,2012-05-11,2008-12-10,2012-04-02,Interventional,Phase 2,17,Terminated,Feasibility Study of Aerosolized Surfaxin in the Prevention of Respiratory Distress Syndrome (RDS) in Premature Infants,2005-01-01T00:00:00Z,2005-09-01T00:00:00Z,2005-08-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),INDUSTRY,FALSE,NA,"University of California, San Diego",NA,NA,NA,NA,2008,2005,2005
NCT00808080,2019-04-02,2008-12-12,2015-11-30,Interventional,Phase 1/Phase 2,6,Terminated,A Clinical Trial of Cytotoxic T Cells Augmenting Autologous Hematopoietic Stem Cell (AHSC) Transplantation for Acute Myeloid Leukemia (AML),2010-01-01T00:00:00Z,2013-06-01T00:00:00Z,2013-06-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,UCSD,NA,NA,NA,"University of California, San Diego",2008,2010,2013
NCT00810108,2012-06-02,2008-12-15,2012-04-25,Interventional,Phase 4,12,Completed,Lopinavir/Ritonavir (Kaletra) PK in Children,2006-06-01T00:00:00Z,2009-05-01T00:00:00Z,2009-05-01T00:00:00Z,TRUE,Randomized,None (Open Label),NIH,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2008,2006,2009
NCT00816751,2019-07-22,2008-12-31,2019-06-04,Interventional,Not Applicable,89,Completed,Paracervical Versus Intracervical Lidocaine,2007-12-01T00:00:00Z,2008-02-01T00:00:00Z,2008-02-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,FALSE,"University of California, San Diego",NA,NA,NA,NA,"University of California, San Diego",2008,2007,2008
NCT00820781,2009-01-09,2009-01-08,NA,Interventional,Not Applicable,518,Completed,Endoscopic Sclerotherapy and/or Ligation Versus Portacaval Shunt for Bleeding Gastric Varices,1977-08-01T00:00:00Z,2003-04-01T00:00:00Z,1977-12-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2009,1977,2003
NCT00822276,2014-04-03,2009-01-12,NA,Observational,NA,65,Completed,The Underlying Mechanisms For S. Aureus Infection And Colonization Of Skin in People With Atopic Dermatitis With And Without Eczema Herpeticum (MRSA),2009-02-01T00:00:00Z,2009-11-01T00:00:00Z,2009-11-01T00:00:00Z,FALSE,NA,NA,NIH,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2009,2009,2009
NCT00828334,2018-03-21,2009-01-20,NA,Interventional,Not Applicable,357,Completed,NIT-OCCLUD PDA Phase II Sentinel Trial,2002-11-01T00:00:00Z,2007-10-01T00:00:00Z,2007-06-01T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,TRUE,NA,"Rady Children's Hospital, San Diego, Department of Pediatrics, UCSD, School of Medicine",NA,NA,NA,NA,2009,2002,2007
NCT00832546,2009-01-29,2009-01-28,NA,Interventional,Phase 1,18,Completed,A Safety Tolerance and Experimental Hyperalgesia Study of Oral NGX426 in Healthy Male Voluneteers,2008-05-01T00:00:00Z,2008-09-01T00:00:00Z,2008-09-01T00:00:00Z,FALSE,Randomized,Triple,INDUSTRY,FALSE,NA,"University of California, San Diego",NA,NA,NA,NA,2009,2008,2008
NCT00840658,2020-04-17,2009-02-07,2012-07-02,Interventional,Phase 2,584,Completed,Behavioral Intervention to Reduce Sexual and Injection Risks Among Female Sex Workers Who Also Inject Drugs in Mexico,2008-10-01T00:00:00Z,2011-07-01T00:00:00Z,2011-07-01T00:00:00Z,TRUE,Randomized,Double,OTHER,TRUE,NA,"University of California, San Diego",NA,NA,NA,"University of California, San Diego",2009,2008,2011
NCT00849524,2015-11-30,2009-02-20,2015-08-24,Interventional,Phase 2,6,Terminated,"Study of Repeat Intranodal Injection of Memgen's Cancer Vaccine, Ad-ISF35, in Subjects With Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma (CLL/SLL)",2009-01-01T00:00:00Z,2014-07-01T00:00:00Z,2009-07-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,"Professor of Medicine, Evelyn and Edwin Tasch Chair in Cancer Research in the UCSD School of Medicine",NA,NA,NA,"University of California, San Diego",2009,2009,2014
NCT00850057,2019-07-10,2009-02-20,NA,Interventional,Phase 1,16,Completed,Pharmacodynamic (PD) Study of Intranodal Adenovirus-CD154 (Ad-ISF35) in Patients With Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma (CLL/SLL),2006-02-01T00:00:00Z,2009-10-01T00:00:00Z,2009-10-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, San Diego",NA,NA,NA,NA,NA,2009,2006,2009
