nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,ucsd_lead_sponsor,ucsd_principal_investigator,ucsd_study_chair,ucsd_study_director,ucsd_unspecified_official,ucsd_responsible_party,registration_year,start_year,completion_year
NCT00777829,2021-07-07,2008-10-20,2020-07-02,Interventional,Not Applicable,30,Completed,Memory Consolidation in Pharmacologically Enhanced Naps,2008-09-01T00:00:00Z,2011-06-01T00:00:00Z,2011-06-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,"University of California, San Diego",UCSD,NA,NA,NA,"University of California, San Diego",2008,2008,2011
NCT00781001,2013-07-29,2008-10-24,NA,Interventional,Phase 1/Phase 2,17,Completed,Efficacy of Inhaled Cannabis in Diabetic Painful Peripheral Neuropathy,2008-07-01T00:00:00Z,2011-06-01T00:00:00Z,2011-06-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,FALSE,NA,"University of California, San Diego",NA,NA,NA,NA,2008,2008,2011
NCT00787059,2018-02-06,2008-11-06,NA,Interventional,Phase 1/Phase 2,56,Completed,AC6 Gene Transfer for CHF,2010-07-01T00:00:00Z,2017-11-16T00:00:00Z,2015-01-01T00:00:00Z,FALSE,Randomized,Quadruple,INDIV,TRUE,NA,"UCSD; VA San Diego Healthcare System; Veteran's Medical Research Foundation; University of California, San Diego",NA,UCSD; VA San Diego Healthcare System; Veterans Medical Research Foundation,NA,NA,2008,2010,2017
NCT00789880,2017-03-10,2008-11-11,2012-12-07,Interventional,Phase 2,82,Completed,Analysis of Response of Subjects With Atopic Dermatitis or Psoriasis to Oral Vitamin D3,2008-12-01T00:00:00Z,2009-12-01T00:00:00Z,2009-12-01T00:00:00Z,TRUE,Randomized,Quadruple,NIH,TRUE,NA,NA,"University of California, San Diego",NA,NA,NA,2008,2008,2009
NCT00795951,2020-07-28,2008-11-20,2013-02-19,Interventional,Phase 4,102,Completed,Clinical Evaluation of T.R.U.E. TEST in Children and Adolescents,2008-11-01T00:00:00Z,2009-11-01T00:00:00Z,2009-10-01T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,FALSE,NA,UCSD School of Medicine,NA,NA,NA,NA,2008,2008,2009
NCT00796939,2015-04-09,2008-11-21,NA,Interventional,Not Applicable,30,Completed,Effects of Light Treatment During Sleep on Young Men,2006-03-01T00:00:00Z,2006-10-01T00:00:00Z,2006-10-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Diego",NA,NA,NA,NA,"University of California, San Diego",2008,2006,2006
NCT00799578,2013-12-13,2008-11-28,2013-12-13,Interventional,Phase 1/Phase 2,13,Completed,A Preliminary Study to Evaluate Cysteamine Therapy in Human Subjects With Non-Alcoholic Steatohepatitis (NASH),2008-10-01T00:00:00Z,2010-01-01T00:00:00Z,2009-06-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,NA,NA,NA,NA,"University of California, San Diego",2008,2008,2010
NCT00800943,2008-12-02,2008-12-01,NA,Interventional,Phase 2,31,Unknown status,Study of Subcutaneous Campath-1H in Patients With B-Cell CLL and Residual Disease After Chemotherapy,2003-12-01T00:00:00Z,2010-08-01T00:00:00Z,2010-08-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),NETWORK,TRUE,NA,NA,NA,NA,NA,"University of California, San Diego, CLL Research Consortium",2008,2003,2010
NCT00807235,2012-05-11,2008-12-10,2012-04-02,Interventional,Phase 2,17,Terminated,Feasibility Study of Aerosolized Surfaxin in the Prevention of Respiratory Distress Syndrome (RDS) in Premature Infants,2005-01-01T00:00:00Z,2005-09-01T00:00:00Z,2005-08-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),INDUSTRY,FALSE,NA,"University of California, San Diego",NA,NA,NA,NA,2008,2005,2005
NCT00808080,2019-04-02,2008-12-12,2015-11-30,Interventional,Phase 1/Phase 2,6,Terminated,A Clinical Trial of Cytotoxic T Cells Augmenting Autologous Hematopoietic Stem Cell (AHSC) Transplantation for Acute Myeloid Leukemia (AML),2010-01-01T00:00:00Z,2013-06-01T00:00:00Z,2013-06-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,UCSD,NA,NA,NA,"University of California, San Diego",2008,2010,2013
NCT00810108,2012-06-02,2008-12-15,2012-04-25,Interventional,Phase 4,12,Completed,Lopinavir/Ritonavir (Kaletra) PK in Children,2006-06-01T00:00:00Z,2009-05-01T00:00:00Z,2009-05-01T00:00:00Z,TRUE,Randomized,None (Open Label),NIH,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2008,2006,2009
NCT00816751,2019-07-22,2008-12-31,2019-06-04,Interventional,Not Applicable,89,Completed,Paracervical Versus Intracervical Lidocaine,2007-12-01T00:00:00Z,2008-02-01T00:00:00Z,2008-02-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,FALSE,"University of California, San Diego",NA,NA,NA,NA,"University of California, San Diego",2008,2007,2008
NCT00820781,2009-01-09,2009-01-08,NA,Interventional,Not Applicable,518,Completed,Endoscopic Sclerotherapy and/or Ligation Versus Portacaval Shunt for Bleeding Gastric Varices,1977-08-01T00:00:00Z,2003-04-01T00:00:00Z,1977-12-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2009,1977,2003
NCT00828334,2018-03-21,2009-01-20,NA,Interventional,Not Applicable,357,Completed,NIT-OCCLUD PDA Phase II Sentinel Trial,2002-11-01T00:00:00Z,2007-10-01T00:00:00Z,2007-06-01T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,TRUE,NA,"Rady Children's Hospital, San Diego, Department of Pediatrics, UCSD, School of Medicine",NA,NA,NA,NA,2009,2002,2007
NCT00832546,2009-01-29,2009-01-28,NA,Interventional,Phase 1,18,Completed,A Safety Tolerance and Experimental Hyperalgesia Study of Oral NGX426 in Healthy Male Voluneteers,2008-05-01T00:00:00Z,2008-09-01T00:00:00Z,2008-09-01T00:00:00Z,FALSE,Randomized,Triple,INDUSTRY,FALSE,NA,"University of California, San Diego",NA,NA,NA,NA,2009,2008,2008
NCT00840658,2020-04-17,2009-02-07,2012-07-02,Interventional,Phase 2,584,Completed,Behavioral Intervention to Reduce Sexual and Injection Risks Among Female Sex Workers Who Also Inject Drugs in Mexico,2008-10-01T00:00:00Z,2011-07-01T00:00:00Z,2011-07-01T00:00:00Z,TRUE,Randomized,Double,OTHER,TRUE,NA,"University of California, San Diego",NA,NA,NA,"University of California, San Diego",2009,2008,2011
NCT00849524,2015-11-30,2009-02-20,2015-08-24,Interventional,Phase 2,6,Terminated,"Study of Repeat Intranodal Injection of Memgen's Cancer Vaccine, Ad-ISF35, in Subjects With Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma (CLL/SLL)",2009-01-01T00:00:00Z,2014-07-01T00:00:00Z,2009-07-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,"Professor of Medicine, Evelyn and Edwin Tasch Chair in Cancer Research in the UCSD School of Medicine",NA,NA,NA,"University of California, San Diego",2009,2009,2014
NCT00850057,2019-07-10,2009-02-20,NA,Interventional,Phase 1,16,Completed,Pharmacodynamic (PD) Study of Intranodal Adenovirus-CD154 (Ad-ISF35) in Patients With Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma (CLL/SLL),2006-02-01T00:00:00Z,2009-10-01T00:00:00Z,2009-10-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, San Diego",NA,NA,NA,NA,NA,2009,2006,2009
NCT00851357,2020-02-11,2009-02-24,2019-09-06,Interventional,Phase 3,4200,Completed,Telephone Counseling and the Distribution of Nicotine Patches to Smokers,2009-02-01T00:00:00Z,2011-12-01T00:00:00Z,2010-10-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2009,2009,2011
NCT00851786,2021-11-02,2009-02-25,2012-09-07,Interventional,Phase 2,395,Completed,Live Zoster Vaccine in HIV-Infected Adults on Antiretroviral Therapy,2009-04-29T00:00:00Z,2012-01-03T00:00:00Z,2011-09-22T00:00:00Z,TRUE,Randomized,Triple,NIH,TRUE,NA,NA,"University of California, San Diego",NA,NA,NA,2009,2009,2012
NCT00860145,2018-05-07,2009-03-11,NA,Interventional,Not Applicable,61,Completed,Radiosurgery or Open Surgery for Epilepsy Trial,2009-09-01T00:00:00Z,2016-07-01T00:00:00Z,2016-06-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2009,2009,2016
NCT00871819,2013-11-05,2009-03-27,2012-02-13,Interventional,Phase 4,20,Completed,Optimized Programming in Spinal Cord Stimulation (SCS) System,2009-03-01T00:00:00Z,2009-09-01T00:00:00Z,2009-08-01T00:00:00Z,TRUE,NA,Double,INDUSTRY,FALSE,NA,"University of California, San Diego",NA,NA,NA,NA,2009,2009,2009
NCT00875862,2019-07-23,2009-04-03,NA,Interventional,Phase 4,4,Terminated,Shoulder Adhesive Capsulitis and Ambulatory Continuous Interscalene Nerve Blocks,2008-09-01T00:00:00Z,2009-09-01T00:00:00Z,2009-09-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2009,2008,2009
NCT00876681,2009-10-07,2009-04-03,NA,Interventional,Phase 4,80,Completed,Ultrasound Guidance Versus Electrical Stimulation for Continuous Popliteal-Sciatic Nerve Blocks,2008-04-01T00:00:00Z,2009-04-01T00:00:00Z,2009-04-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego, Department of Anesthesiology",2009,2008,2009
NCT00876746,2010-06-14,2009-04-03,NA,Interventional,Phase 4,60,Completed,Optimization of Catheter Insertion Site for Continuous Peripheral Nerve Blocks,2008-12-01T00:00:00Z,2010-01-01T00:00:00Z,2010-01-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego, Department of Anesthesiology",2009,2008,2010
NCT00877266,2009-04-06,2009-04-03,NA,Interventional,Phase 4,180,Completed,Ultrasound Guidance Versus Electrical Stimulation for Perineural Catheter Insertion,2007-08-01T00:00:00Z,2009-02-01T00:00:00Z,2009-02-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego, Department of Anesthesiology",2009,2007,2009
NCT00884052,2020-03-12,2009-04-17,2014-06-13,Interventional,Phase 1/Phase 2,18,Completed,Pharmacokinetic and Safety Trial of Intravenous Levetiracetam in the Treatment of Neonatal Seizures,2007-04-01T00:00:00Z,2011-10-01T00:00:00Z,2011-03-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,NA,NA,NA,NA,"University of California, San Diego",2009,2007,2011
NCT00887978,2012-12-07,2009-04-23,2012-11-02,Interventional,Phase 3,310,Completed,Efficacy and Safety of Oral UT-15C Tablets to Treat Pulmonary Arterial Hypertension,2009-06-01T00:00:00Z,2011-07-01T00:00:00Z,2011-07-01T00:00:00Z,TRUE,Randomized,Double,INDUSTRY,TRUE,NA,NA,"University of California, San Diego",NA,NA,NA,2009,2009,2011
NCT00895258,2014-06-18,2009-05-07,NA,Interventional,Phase 2,163,Completed,Cognitive Training to Improve Work Outcomes in Severe Mental Illness,2008-04-01T00:00:00Z,2014-03-01T00:00:00Z,2014-03-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2009,2008,2014
NCT00895921,2020-08-10,2009-05-07,2016-11-25,Interventional,Phase 4,30,Completed,Examining the Effects of Antipsychotic Medications on Insulin Sensitivity,2008-11-01T00:00:00Z,2010-06-01T00:00:00Z,2009-12-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,NA,UCSD and Veterans Affairs San Diego,NA,NA,NA,NA,2009,2008,2010
NCT00912314,2019-07-31,2009-06-01,NA,Interventional,Not Applicable,11,Completed,Trial of Maintenance Therapy With Posterior Tibial Nerve Stimulation for Overactive Bladder,2009-02-01T00:00:00Z,2010-06-01T00:00:00Z,2010-06-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Diego",UCSD,NA,UCSD,NA,NA,2009,2009,2010
NCT00912873,2021-02-18,2009-06-01,2020-01-29,Interventional,Phase 4,50,Completed,Optimizing Local Anesthetic Concentration for Continuous Lumbar Plexus Nerve Blocks,2008-05-01T00:00:00Z,2009-06-01T00:00:00Z,2009-06-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2009,2008,2009
NCT00922649,2017-09-20,2008-03-13,NA,Interventional,Not Applicable,58,Completed,Pilot Study Assessing Insulin Pump Therapy in Type 2 Diabetes,2008-02-01T00:00:00Z,2009-01-01T00:00:00Z,2008-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),INDUSTRY,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2008,2008,2009
NCT00923598,2019-11-27,2009-06-17,2019-08-30,Interventional,Phase 4,48,Completed,Optimizing Local Anesthetic Concentration for Continuous Femoral Nerve Blocks,2009-06-01T00:00:00Z,2011-04-01T00:00:00Z,2011-04-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,"University of California, San Diego",NA,NA,NA,NA,"University of California, San Diego",2009,2009,2011
NCT00925314,2012-02-09,2009-06-18,NA,Interventional,Phase 2,20,Unknown status,A Study of Transgenic Lymphocyte Immunization (TLI) Against Telomerase in Subjects With Stage III Melanoma,2007-06-01T00:00:00Z,2014-07-01T00:00:00Z,2011-07-01T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2009,2007,2014
NCT00925756,2020-08-06,2009-06-18,2020-05-13,Interventional,Phase 4,32,Completed,CCR5 Inhibitor Treatment Intensification on CD4+ T-cell Recovery,2008-10-20T00:00:00Z,2014-04-11T00:00:00Z,2012-05-02T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2009,2008,2014
NCT00942409,2015-11-30,2009-07-17,2015-08-24,Interventional,Phase 2,5,Terminated,Study of Repeat Intranodal Injections of Ad-ISF35,2009-06-01T00:00:00Z,2014-07-01T00:00:00Z,2009-07-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,"Professor of Medicine, Evelyn and Edwin Tasch Chair in Cancer Research in the UCSD School of Medicine",NA,NA,NA,"University of California, San Diego",2009,2009,2014
NCT00944151,2014-05-19,2009-07-21,NA,Interventional,Phase 4,20,Terminated,Continuous Transversus Abdominis Plane Nerve Block for Postoperative Analgesia,2009-07-01T00:00:00Z,2010-09-01T00:00:00Z,2010-09-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego, Department of Anesthesiology",2009,2009,2010
NCT00946478,2014-01-27,2009-07-24,2013-12-10,Interventional,Not Applicable,40,Completed,Effect of Pimecrolimus Cream on Cathelicidin Levels in Subjects With Eczema,2009-10-01T00:00:00Z,2011-05-01T00:00:00Z,2011-02-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2009,2009,2011
NCT00947570,2012-12-27,2009-07-27,NA,Interventional,Not Applicable,60,Completed,Neural Functioning Underlying Anxiety and Its Treatment (The INSULA Study),2007-10-01T00:00:00Z,2012-08-01T00:00:00Z,2012-08-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2009,2007,2012
NCT00949988,2019-07-24,2009-07-28,2019-07-24,Interventional,Phase 1/Phase 2,3,Terminated,A Study of Dasatinib and Rituximab for Relapsed/Refractory Chronic Lymphocytic Leukemia,2009-05-01T00:00:00Z,2012-04-01T00:00:00Z,2012-04-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, San Diego","Professor of Medicine, Evelyn and Edwin Tasch Chair in Cancer Research in the UCSD School of Medicine",NA,NA,NA,"University of California, San Diego",2009,2009,2012
NCT00952211,2016-03-07,2009-08-03,2016-01-27,Interventional,Phase 4,3,Terminated,Burden of Obstructive Sleep Apnea in Stroke (BOSAST),2009-08-01T00:00:00Z,2011-06-01T00:00:00Z,2011-06-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,"University of California, San Diego",UCSD,NA,NA,NA,"University of California, San Diego",2009,2009,2011
NCT00958217,2016-02-22,2009-08-11,2015-06-26,Interventional,Not Applicable,154,Completed,"Intervention for Veterans With Depression, Substance Disorder, and Trauma",2009-12-01T00:00:00Z,2014-05-01T00:00:00Z,2014-05-01T00:00:00Z,TRUE,Randomized,None (Open Label),FED,FALSE,NA,"VA San Diego Healthcare System, San Diego/University of California, San Diego",NA,NA,NA,NA,2009,2009,2014
NCT00965055,2019-08-01,2009-08-24,2019-08-01,Interventional,Phase 3,2,Terminated,Ezetimibe in Patients Hypo-responsive to Statins,2009-09-01T00:00:00Z,2012-09-01T00:00:00Z,2011-09-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,"University of California, San Diego",UCSD,NA,NA,NA,"University of California, San Diego",2009,2009,2012
NCT00967980,2010-09-23,2009-08-27,NA,Interventional,Phase 4,50,Completed,Femoral Versus Psoas Continuous Peripheral Nerve Blocks Following Hip Arthroplasty,2009-09-01T00:00:00Z,2010-08-01T00:00:00Z,2010-08-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego, Department of Anesthesiology",2009,2009,2010
NCT00970671,2012-10-20,2009-09-01,NA,Interventional,Not Applicable,28,Completed,Treatment of Surgical Scars Using the Pulsed Dye Laser,2009-09-01T00:00:00Z,2010-12-01T00:00:00Z,2010-12-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2009,2009,2010
NCT00983528,2020-07-29,2009-09-23,2020-01-23,Interventional,Phase 1/Phase 2,6,Terminated,Alemtuzumab and Clofarabine for Relapsed or Refractory Acute Lymphoblastic Leukemia,2009-09-01T00:00:00Z,2011-09-01T00:00:00Z,2011-09-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,"University of California, San Diego",NA,NA,NA,NA,NA,2009,2009,2011
NCT00983554,2011-03-15,2009-09-22,NA,Interventional,Not Applicable,57,Unknown status,Metabolic Effects of Steroids in Obese Men,2005-06-01T00:00:00Z,2009-10-01T00:00:00Z,2009-05-01T00:00:00Z,FALSE,Randomized,Double,NIH,TRUE,NA,"University of California, San Diego",NA,NA,NA,"University of California, San Diego",2009,2005,2009
NCT00983749,2016-05-19,2009-09-23,2016-01-07,Interventional,Phase 1,23,Completed,Safety Study of External Counterpulsation as a Treatment for Acute Ischemic Stroke,2009-12-01T00:00:00Z,2013-07-01T00:00:00Z,2013-02-01T00:00:00Z,TRUE,Randomized,Single,OTHER,TRUE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2009,2009,2013
NCT00989781,2018-05-01,2009-10-05,2015-06-18,Interventional,Not Applicable,41,Completed,Mechanisms of Increased Androgen Production Among Women With Polycystic Ovary Syndrome,2009-09-01T00:00:00Z,2013-09-01T00:00:00Z,2013-09-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, San Diego",NA,NA,NA,NA,"University of California, San Diego",2009,2009,2013
NCT00989937,2019-08-30,2009-10-05,2019-08-30,Interventional,Not Applicable,17,Terminated,Oxytocin Add-on Study for Stable Anxiety Patients,2009-02-01T00:00:00Z,2011-04-01T00:00:00Z,2011-04-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2009,2009,2011
NCT00991302,2018-02-21,2009-10-07,2015-07-29,Interventional,Not Applicable,172,Completed,Durability of Adherence in Self-Management of HIV,2010-01-01T00:00:00Z,2015-01-01T00:00:00Z,2015-01-01T00:00:00Z,TRUE,Randomized,None (Open Label),NETWORK,TRUE,NA,NA,"University of California, San Diego",NA,NA,NA,2009,2010,2015
NCT00996814,2012-01-10,2009-09-14,NA,Interventional,Not Applicable,386,Completed,Proactive Ethics Intervention to Improve Intensive Care Unit (ICU) Care,2007-10-01T00:00:00Z,2010-02-01T00:00:00Z,2010-02-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,NA,"University of California, San Diego",NA,NA,NA,NA,2009,2007,2010
NCT00997867,2010-10-27,2009-10-18,NA,Interventional,Phase 4,350,Completed,Perineural Catheter Insertion Distance for Continuous Peripheral Nerve Blocks,2009-11-01T00:00:00Z,2010-10-01T00:00:00Z,2010-10-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego, Department of Anesthesiology",2009,2009,2010
NCT01004341,2013-06-18,2009-10-20,NA,Interventional,Not Applicable,44,Completed,Role of Parenting Skills and Parenting Style in Pediatric Weight Loss Programs,2009-06-01T00:00:00Z,2012-05-01T00:00:00Z,2012-05-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2009,2009,2012
NCT01009112,2015-05-26,2009-11-05,NA,Interventional,Not Applicable,45,Completed,Treating Insomnia & Nightmares After Trauma: Impact on Symptoms & Quality of Life,2010-01-01T00:00:00Z,2012-11-01T00:00:00Z,2012-08-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Diego",Veterans Medical Research Foundation & University of California San Diego,NA,NA,NA,"University of California, San Diego",2009,2010,2012
NCT01011348,2020-02-05,2009-11-10,NA,Interventional,Not Applicable,58,Completed,Q10 for Gulf War Veterans,2008-07-01T00:00:00Z,2011-07-01T00:00:00Z,2011-07-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,NA,2009,2008,2011
NCT01058694,2010-01-28,2010-01-27,NA,Interventional,Not Applicable,720,Completed,The Impact of Short Message Services (SMS) on ARV Adherence in Western Kenya,2007-06-01T00:00:00Z,2009-07-01T00:00:00Z,2008-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,NA,"University of California, San Diego",NA,NA,NA,NA,2010,2007,2009
NCT01059019,2013-06-19,2010-01-28,NA,Interventional,Not Applicable,17,Completed,Epithelial Healing and Visual Outcomes Using Omega-3 Therapy Before and After Photorefractive Keratectomy (PRK) Surgery,2010-01-01T00:00:00Z,2011-05-01T00:00:00Z,2011-05-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Diego",UCSD Shiley Eye Center,NA,NA,NA,"University of California, San Diego",2010,2010,2011
NCT01062568,2019-08-08,2010-02-03,2019-06-10,Interventional,Phase 3,50,Completed,The Adrenal Contribution to Androgen Production in Girls During Puberty,2010-02-01T00:00:00Z,2014-07-01T00:00:00Z,2014-07-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, San Diego",UCSD,NA,NA,NA,"University of California, San Diego",2010,2010,2014
NCT01065558,2013-04-17,2010-02-06,2012-12-18,Interventional,Phase 1,5,Completed,Safety and Tolerability of the D1 Dopamine Receptor Antagonist Ecopipam in Patients With Lesch-Nyhan Disease,2010-02-01T00:00:00Z,2011-06-01T00:00:00Z,2011-01-01T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2010,2010,2011
NCT01066364,2020-07-01,2010-02-08,2020-07-01,Interventional,Phase 2,59,Completed,Colesevelam Versus Placebo in the Treatment of Nonalcoholic Steatohepatitis,2010-02-01T00:00:00Z,2012-02-01T00:00:00Z,2012-02-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,TRUE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2010,2010,2012
NCT01081249,2014-10-13,2010-03-03,2014-09-16,Interventional,Phase 4,18,Completed,Effects of Oxytocin on Behavior and Physiology in a Psychotherapy Setting,2008-12-01T00:00:00Z,2012-07-01T00:00:00Z,2012-07-01T00:00:00Z,TRUE,Randomized,Triple,INDIV,FALSE,NA,UCSD,NA,NA,NA,NA,2010,2008,2012
NCT01098422,2021-08-02,2010-04-01,2020-05-06,Interventional,Not Applicable,10,Terminated,A Study of Yttrium-90 Radioactive Resin Microspheres to Treat Colorectal Adenocarcinoma Metastatic to the Liver,2010-01-01T00:00:00Z,2015-02-01T00:00:00Z,2015-02-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,NA,"University of California, San Diego",NA,NA,NA,"University of California, San Diego",2010,2010,2015
NCT01112839,2015-06-17,2010-04-26,NA,Interventional,Not Applicable,692,Completed,Reducing Breast Cancer Recurrence With Weight Loss,2010-05-01T00:00:00Z,2015-02-01T00:00:00Z,2015-02-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2010,2010,2015
NCT01114958,2020-02-06,2010-04-28,NA,Interventional,Phase 1,8,Completed,Pilot Study of Intra-Arterial Cisplatin With IV Thiosulfate in Patients With Lung Cancer or Lung Metastases,2009-09-03T00:00:00Z,2013-05-17T00:00:00Z,2013-05-17T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2010,2009,2013
NCT01116921,2017-01-06,2010-05-03,2017-01-06,Interventional,Not Applicable,103,Completed,Laryngeal Mask Airway (LMA) for Surfactant Administration in Neonates,2011-02-01T00:00:00Z,2015-04-01T00:00:00Z,2015-04-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2010,2011,2015
NCT01123161,2017-02-18,2010-04-27,2016-09-29,Interventional,Phase 2/Phase 3,120,Terminated,The Intravascular Cooling in the Treatment of Stroke 2/3 Trial,2010-06-01T00:00:00Z,2015-05-01T00:00:00Z,2015-01-01T00:00:00Z,TRUE,Randomized,Single,OTHER,TRUE,"University of California, San Diego",NA,NA,"University of California, San Diego",NA,NA,2010,2010,2015
NCT01123512,2014-10-01,2010-05-11,2014-08-06,Interventional,Phase 3,300,Completed,The Kiva® System as a Vertebral Augmentation Treatment,2010-07-01T00:00:00Z,2013-05-01T00:00:00Z,2013-05-01T00:00:00Z,TRUE,Randomized,Single,INDUSTRY,TRUE,NA,"University of California, San Diego, CA",NA,NA,NA,NA,2010,2010,2013
NCT01134029,2014-12-03,2010-02-10,NA,Interventional,Not Applicable,262,Completed,Planned CORR: Planned Care for Obesity and Risk Reduction,2009-11-01T00:00:00Z,2013-10-01T00:00:00Z,2013-10-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Diego",UCSD,NA,NA,NA,"University of California, San Diego",2010,2009,2013
