nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,uci_lead_sponsor,uci_principal_investigator,uci_study_director,uci_study_chair,uci_unspecified_official,uci_responsible_party,registration_year,start_year,completion_year
NCT00633763,2009-05-27,2008-03-04,NA,Observational,NA,30,Completed,PET-CT Scan Method to Monitor Pancreatic B-Cell Loss in Diabetes Mellitus,2008-02-01T00:00:00Z,2008-07-01T00:00:00Z,2008-07-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,NA,2008,2008,2008
NCT00641784,2009-09-17,2008-03-19,NA,Interventional,Phase 3,200,Terminated,Tocolytics Trial: Intravenous (IV) Magnesium Versus Oral Nifedpine in Fetal Fibronectin (FFN) Postive Population,2008-03-01T00:00:00Z,2012-03-01T00:00:00Z,2012-03-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,NA,"University of California, Irvine",NA,NA,NA,NA,2008,2008,2012
NCT00664183,2009-10-19,2008-04-18,NA,Interventional,Phase 2/Phase 3,400,Terminated,A Safety and Efficacy Study of Vitreosolve® for Non-Proliferative Diabetic Retinopathy Subjects,2008-03-01T00:00:00Z,NA,2009-12-01T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,NA,"University of California, Irvine",NA,NA,NA,NA,2008,2008,NA
NCT00667381,2010-10-19,2008-04-24,2010-09-27,Interventional,Not Applicable,1014,Completed,Femoral Arterial Access With Ultrasound Trial,2008-04-01T00:00:00Z,2009-03-01T00:00:00Z,2009-02-01T00:00:00Z,TRUE,Randomized,Single,OTHER,TRUE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2008,2008,2009
NCT00667472,2017-02-08,2008-04-24,NA,Interventional,Phase 1,0,Withdrawn,Combined Pulsed Dye Laser and Topical Ranibizumab for Treatment of Port Wine Stain Birthmarks,2008-03-01T00:00:00Z,2013-11-01T00:00:00Z,2013-11-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, Irvine",Beckman Laser Institute University of California Irvine,NA,NA,NA,"University of California, Irvine",2008,2008,2013
NCT00667550,2010-07-13,2008-04-24,NA,Observational,NA,34,Completed,Lower Urinary Tract and Sexual Function in Women Following Surgery for Colorectal Disorders,2008-03-01T00:00:00Z,2010-03-01T00:00:00Z,2010-03-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine Medical Center",2008,2008,2010
NCT00696540,2008-06-09,2008-06-09,NA,Interventional,Phase 2,74,Unknown status,Hypertonic Saline for Outpatient Bronchiolitis,2008-06-01T00:00:00Z,2008-10-01T00:00:00Z,2008-09-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,NA,NA,"Clinica Vespucio, Santiago, Chile",NA,NA,NA,2008,2008,2008
NCT00703443,2021-01-22,2008-06-19,NA,Observational,NA,0,Withdrawn,The Genetics of Cardiomyopathy and Heart Failure,2007-04-01T00:00:00Z,2007-04-01T00:00:00Z,2007-04-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,NA,2008,2007,2007
NCT00733356,2018-01-16,2008-08-11,2013-06-21,Interventional,Phase 4,42,Completed,The Effects of Vyvanse(TM) on Brain Hemodynamics and Reading,2008-07-01T00:00:00Z,2009-09-01T00:00:00Z,2009-09-01T00:00:00Z,TRUE,NA,Single,OTHER,FALSE,NA,NA,NA,NA,NA,"University of California, Irvine",2008,2008,2009
NCT00734435,2012-11-27,2008-08-12,NA,Interventional,Phase 2,26,Terminated,Olanzapine Given in Combination With Zonisamide SR to Prevent Weight Gain in Schizophrenic Subjects,2008-09-01T00:00:00Z,2008-12-01T00:00:00Z,2008-12-01T00:00:00Z,FALSE,Randomized,Double,INDUSTRY,TRUE,NA,UCI Medical Center,NA,NA,NA,NA,2008,2008,2008
NCT00747227,2011-10-06,2008-09-03,2011-03-04,Interventional,Phase 3,250,Completed,Safety and Efficacy of a Violet Visible Light Blocking Intraocular Lens (IOL),2006-12-01T00:00:00Z,2009-06-01T00:00:00Z,2009-03-01T00:00:00Z,TRUE,Randomized,Double,INDUSTRY,TRUE,NA,"University of California, Irvine, Dept. of Ophthalmology",NA,NA,NA,NA,2008,2006,2009
NCT00749931,2014-05-26,2008-09-07,2014-05-26,Interventional,Not Applicable,664,Completed,"MarginProbe, a Device for Intraoperative Assessment of Margin Status in Breast Conservation Surgery",2008-10-01T00:00:00Z,2010-06-01T00:00:00Z,2010-03-01T00:00:00Z,TRUE,Randomized,None (Open Label),INDUSTRY,TRUE,NA,"UCIrvine Medical Center, California, USA",NA,NA,NA,NA,2008,2008,2010
NCT00762398,2021-03-24,2008-09-26,NA,Observational,NA,40,Terminated,Evaluation of the Accuracy and Precision of the Masimo Labs Pulse-Hemoglobin-Meter Monitor in Surgical Patients,2008-09-01T00:00:00Z,2011-12-01T00:00:00Z,2008-12-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,NA,2008,2008,2011
NCT00764569,2017-02-08,2008-10-01,NA,Observational,NA,77,Completed,The Investigation of a Fluorescence/Elastic Scattering Spectroscopy (F-ESS) Device for Oral Tissue Characterization,2008-11-01T00:00:00Z,2011-06-01T00:00:00Z,2011-06-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,"University of California, Irvine",Beckman Laser Institute University of California Irvine,NA,NA,NA,"University of California, Irvine",2008,2008,2011
NCT00764920,2021-01-04,2008-09-30,NA,Observational,NA,750,Recruiting,Skin Imaging With Technologies in Development,2008-10-01T00:00:00Z,2022-12-01T00:00:00Z,2022-12-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine",Beckman Laser Institute University of California Irvine,NA,NA,NA,"University of California, Irvine",2008,2008,2022
NCT00784108,2017-02-08,2008-10-30,NA,Interventional,Phase 1,11,Completed,Optimizing Photodynamic Therapy of Cutaneous Neoplastic Diseases Via Structured Illumination and Real-time Dosimetry.,2008-10-01T00:00:00Z,2012-09-01T00:00:00Z,2012-09-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Irvine",Beckman Laser Institute University of California Irvine,NA,NA,NA,"University of California, Irvine",2008,2008,2012
NCT00785369,2012-10-02,2008-11-04,NA,Interventional,Not Applicable,441,Completed,In Vivo Confocal Microscopy for Pigmented Lesion Diagnosis,2008-08-01T00:00:00Z,2009-12-01T00:00:00Z,2009-12-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),INDUSTRY,TRUE,"Lucid, Inc.",NA,NA,NA,NA,NA,2008,2008,2009
NCT00786435,2010-11-02,2008-11-04,NA,Observational,NA,70,Completed,"Carbohydrate Study, Chronic SCI",2007-08-01T00:00:00Z,2010-09-01T00:00:00Z,NA,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,"University of California, Irvine",2008,2007,2010
NCT00786539,2017-02-08,2008-11-04,NA,Observational,NA,18,Completed,Mitochondria Inborn Errors of Metabolism and ANT Defects in Mitochondria Diseases,2006-10-01T00:00:00Z,2015-05-01T00:00:00Z,2015-05-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine",Beckman Laser Institute University of California Irvine; UCIMC Pediatrics,NA,NA,NA,"University of California, Irvine",2008,2006,2015
NCT00786604,2010-11-02,2008-11-04,NA,Observational,NA,40,Completed,"Glucose Study, Spinal Cord Injury",2007-06-01T00:00:00Z,2010-09-01T00:00:00Z,NA,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2008,2007,2010
NCT00786721,2017-02-08,2008-11-04,NA,Observational,NA,9,Completed,Mitochondria and Metabolic Syndrome in a Southern California Chinese Cohort,2006-11-01T00:00:00Z,2010-08-01T00:00:00Z,2010-08-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine","Beckman Laser Institute University of California Irvine; UCI, Molecular and Mitochondrial medicine and Genetics",NA,NA,NA,"University of California, Irvine",2008,2006,2010
NCT00786786,2010-11-02,2008-11-04,NA,Observational,NA,1000,Completed,Perceived Barriers to Exercise in Individuals Living With Spinal Cord Injury,2008-08-01T00:00:00Z,2010-09-01T00:00:00Z,NA,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2008,2008,2010
NCT00792792,2017-12-08,2008-11-14,NA,Observational,NA,0,Withdrawn,Monitoring of Tissue Transfer Flaps by Modulated Imaging,2007-01-01T00:00:00Z,2018-06-01T00:00:00Z,2018-06-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine","Aesthetic & Plastic Surgery Institute, UCIMC",NA,NA,NA,"University of California, Irvine",2008,2007,2018
NCT00793481,2017-02-08,2008-11-14,NA,Observational,NA,50,Completed,Vascular Reactivity in Metabolic Syndrome and Diabetic Patients Using Diffuse Optical Spectroscopy,2008-11-01T00:00:00Z,2013-11-01T00:00:00Z,2013-11-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine","Joslin Diabetes Center,UCI",NA,NA,NA,"University of California, Irvine",2008,2008,2013
NCT00793806,2017-02-08,2008-11-14,NA,Observational,NA,14,Completed,"Immunologic Abnormalities, Chronic Inflammation and Oxidative Stress in Chronic Kidney Disease",2008-08-01T00:00:00Z,2012-03-01T00:00:00Z,2012-03-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2008,2008,2012
NCT00800722,2017-02-08,2008-12-01,NA,Interventional,Phase 1,21,Completed,A Randomized Trial to Study Combined Pulsed Dye Laser and Rapamycin Treatment of Port Wine Stain Birthmarks.,2008-11-01T00:00:00Z,2014-06-01T00:00:00Z,2014-06-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Irvine",Beckman Laser Institute University of California Irvine,NA,NA,NA,"University of California, Irvine",2008,2008,2014
NCT00811603,2009-09-17,2008-12-17,NA,Interventional,Phase 3,50,Completed,Trial Comparing the Optimal Timing of Antibiotic Prophylaxis at the Time of Cesarean Delivery,2008-08-01T00:00:00Z,2009-09-01T00:00:00Z,2009-06-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,TRUE,NA,NA,NA,NA,NA,"University of California, Irvine",2008,2008,2009
NCT00824395,2021-01-22,2009-01-15,NA,Observational,NA,0,Withdrawn,The Genetics of Diabetes in Southern California Chinese Americans,2006-01-01T00:00:00Z,2006-01-01T00:00:00Z,2006-01-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,NA,2009,2006,2006
NCT00830466,2017-02-08,2009-01-27,NA,Interventional,Phase 1,22,Completed,A Randomized Trial to Study Combined Pulsed Dye Laser and Rapamycin Treatment of Port Wine Stain Birthmarks.,2008-12-01T00:00:00Z,2016-01-01T00:00:00Z,2016-01-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Irvine","Beckman Laser Institute and Medical Clinic, University of California Irvine",NA,NA,NA,"University of California, Irvine",2009,2008,2016
NCT00842283,2020-04-28,2009-02-11,NA,Observational,NA,0,Withdrawn,Role of Angiogenesis in Dermatologic Diseases: A Potential Therapeutic Target,2008-11-01T00:00:00Z,2020-12-01T00:00:00Z,2020-12-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,"University of California, Irvine",Beckman Laser Institute University of California Irvine,NA,NA,NA,"University of California, Irvine",2009,2008,2020
NCT00842764,2021-04-01,2009-02-11,2018-02-06,Interventional,Not Applicable,7,Completed,Minimally Invasive Holmium:YAG Laser Blepharoplasty,2009-01-01T00:00:00Z,2014-09-01T00:00:00Z,2014-09-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Irvine","Otolaryngology, UCIMC",NA,NA,NA,"University of California, Irvine",2009,2009,2014
NCT00879619,2016-12-06,2009-04-08,2013-04-19,Interventional,Phase 1/Phase 2,4,Terminated,"Taxotere/Prednisone Plus Sunitinib in Chemotherapy-Naïve, Hormone Refractory Prostate Cancer Patients",2009-07-01T00:00:00Z,2011-11-01T00:00:00Z,2011-10-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,NA,NA,NA,NA,"University of California, Irvine",2009,2009,2011
NCT00887497,2011-09-26,2009-04-22,NA,Interventional,Phase 4,10,Terminated,Ischemic Conditioning (Delay Phenomenon) in Colorectal Surgery,2009-04-01T00:00:00Z,2011-06-01T00:00:00Z,2011-06-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,NA,2009,2009,2011
NCT00894101,2018-07-19,2009-05-04,NA,Interventional,Phase 2/Phase 3,0,Withdrawn,Positron Emission Tomography Imaging With [F-18] FLT Compared to [F-18] FDG in Cancer Patients for Treatment Evaluation,2009-05-01T00:00:00Z,2010-04-01T00:00:00Z,2010-04-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,"University of California, Irvine",2009,2009,2010
NCT00894491,2021-01-22,2009-05-05,NA,Observational,NA,0,Withdrawn,Complementary and Alternative Medical Trends: A Patient Survey in a University Based Clinic,2006-05-01T00:00:00Z,2006-05-01T00:00:00Z,2006-05-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,NA,2009,2006,2006
NCT00901069,2016-10-13,2009-05-11,NA,Interventional,Phase 1,12,Completed,"Azacitidine With Rituximab, Vincristine, and Cyclophosphamide in Refractory Lymphoma",2009-05-01T00:00:00Z,2012-11-01T00:00:00Z,2012-01-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,NA,Lucille P. Markey Cancer Center at University of Kentucky,NA,NA,NA,NA,2009,2009,2012
NCT00906984,2021-04-15,2007-12-27,NA,Interventional,Not Applicable,130,Recruiting,TheraSphere® for Treatment of Unresectable Hepatocellular Carcinoma,2002-05-08T00:00:00Z,2021-10-21T00:00:00Z,2021-10-21T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,NA,2007,2002,2021
NCT00908856,2016-02-02,2009-05-26,NA,Interventional,Phase 1,0,Withdrawn,Autologous Cell Therapy After Stroke,2016-01-01T00:00:00Z,2017-12-01T00:00:00Z,2017-12-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2009,2016,2017
NCT00909727,2012-07-18,2009-05-26,2012-02-27,Interventional,Phase 3,52,Completed,Study of Ivacaftor in Cystic Fibrosis Subjects Aged 6 to 11 Years With the G551D Mutation,2009-08-01T00:00:00Z,2011-04-01T00:00:00Z,2010-11-01T00:00:00Z,TRUE,Randomized,Quadruple,INDUSTRY,TRUE,NA,Roy A. & Lucille A. Carver College of Medicine,NA,NA,NA,NA,2009,2009,2011
NCT00915031,2019-03-06,2009-06-03,2017-05-22,Interventional,Not Applicable,738,Completed,Use of Hypothermia During Robotic Prostatectomy,2009-08-01T00:00:00Z,2015-06-01T00:00:00Z,2015-06-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2009,2009,2015
NCT00915213,2016-12-16,2009-06-03,NA,Observational,NA,136,Completed,Incidence of Antibiotic Resistant E.Coli in Patients Undergoing Repeat Prostate Biopsy,2008-10-01T00:00:00Z,2014-12-01T00:00:00Z,2014-06-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2009,2008,2014
NCT00915798,2017-01-12,2009-06-04,2016-11-02,Observational,NA,89,Completed,"Association Between Smoking, Brain Activity, Genes, and ADHD",2009-07-01T00:00:00Z,2016-06-01T00:00:00Z,2016-01-01T00:00:00Z,TRUE,NA,NA,OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2009,2009,2016
NCT00928499,2021-09-07,2009-06-24,2013-07-23,Interventional,Not Applicable,32,Completed,Trial of Continuous Versus Cyclic Stimulation in Interstim Therapy,2009-04-01T00:00:00Z,2012-04-01T00:00:00Z,2012-04-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2009,2009,2012
NCT00928564,2021-01-22,2009-06-24,2018-02-09,Interventional,Not Applicable,40,Completed,Addition of Pudendal Blocks to Pelvic Floor Physical Therapy for the Treatment of Pelvic Floor Tension Myalgia,2009-04-01T00:00:00Z,2016-05-01T00:00:00Z,2015-12-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2009,2009,2016
NCT00932139,2021-03-30,2009-07-01,NA,Interventional,Not Applicable,160,Recruiting,Effect of Electro-Acupuncture on Blood Pressure,2003-02-01T00:00:00Z,2025-12-01T00:00:00Z,2025-09-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,TRUE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2009,2003,2025
NCT00937261,2010-10-27,2009-07-07,NA,Interventional,Phase 4,96,Unknown status,Contrasting the Brain Effects of Risperidone and Invega With Functional Magnetic Resonance Imaging (fMRI) and Positron Emission Tomography (PET) Scanning,2009-07-01T00:00:00Z,2011-01-01T00:00:00Z,2010-07-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,NA,2009,2009,2011
NCT00937924,2011-02-10,2008-06-04,NA,Interventional,Not Applicable,465,Unknown status,Adjunct Sedatives in Procedures Involving Endoscopic Ultrasound (EUS) and Endoscopic Retrograde Cholangiopancreatography (ERCP),2008-02-01T00:00:00Z,2010-09-01T00:00:00Z,2010-09-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,NA,2008,2008,2010
NCT00938314,2011-11-24,2009-07-09,2011-09-01,Interventional,Phase 2,96,Terminated,Study of NTx®-265: Human Chorionic Gonadotropin (hCG) and Epoetin Alfa (EPO) in Acute Ischemic Stroke Patients,2009-08-01T00:00:00Z,2010-04-01T00:00:00Z,2010-04-01T00:00:00Z,TRUE,Randomized,Double,INDUSTRY,TRUE,NA,"Department of Neurology, University of California, Irvine Medical Center",NA,NA,NA,NA,2009,2009,2010
NCT00943904,2021-09-07,2009-07-20,2017-05-25,Interventional,Not Applicable,31,Completed,Comparison of Motor and Sensory Response With Interstim Stimulation,2009-07-01T00:00:00Z,2012-02-01T00:00:00Z,2012-02-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2009,2009,2012
NCT00954369,2012-08-21,2009-08-05,NA,Interventional,Early Phase 1,24,Completed,Exploratory and Safety Study of [F-18]W372,2009-08-01T00:00:00Z,2010-02-01T00:00:00Z,2010-02-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),INDUSTRY,FALSE,NA,"University of California, Irvine",NA,NA,NA,NA,2009,2009,2010
NCT00969397,2017-02-08,2009-08-31,NA,Interventional,Phase 1/Phase 2,0,Withdrawn,Combined Use of Pulsed Dye Laser and Topical Antiangiogenic Agents for Treatment of Port Wine Stain Birthmarks,2009-11-01T00:00:00Z,2011-09-01T00:00:00Z,2011-09-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Irvine",Beckman Laser Institute University of California Irvine,NA,NA,NA,"University of California, Irvine",2009,2009,2011
NCT00969540,2014-12-02,2009-08-31,2012-06-29,Interventional,Not Applicable,8,Completed,Trial on the Effect of Optically Modified Fiber Mattress Covers on Sleep Disturbances in Patients With Chronic Back Pain,2009-06-01T00:00:00Z,2011-07-01T00:00:00Z,2011-07-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,"University of California, Irvine",2009,2009,2011
NCT00977444,2010-01-19,2009-09-11,NA,Interventional,Phase 2/Phase 3,114,Unknown status,Evaluation of a New Formulation Useful for the Osteoarthrosis Treatment,2007-11-01T00:00:00Z,2009-10-01T00:00:00Z,2009-02-01T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,FALSE,Nucitec,NA,NA,NA,NA,NA,2009,2007,2009
NCT00980980,2017-03-22,2009-09-19,2014-05-14,Interventional,Not Applicable,74256,Completed,Cluster Randomized Trial of Hospitals to Assess Impact of Targeted Versus Universal Strategies to Reduce Methicillin-resistant Staphylococcus Aureus (MRSA) in Intensive Care Units (ICUs),2009-09-01T00:00:00Z,2011-09-01T00:00:00Z,2011-09-01T00:00:00Z,TRUE,Randomized,NA,OTHER,TRUE,NA,"University of California, Irvine",NA,NA,NA,NA,2009,2009,2011
NCT00989859,2017-02-08,2009-10-02,NA,Observational,NA,20,Completed,"Photo-Plethysmographic Camera to Monitor Heart Rate, Respiration Rate and Oxygen Saturation in Infants",2009-09-01T00:00:00Z,2009-12-01T00:00:00Z,2009-12-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine",Beckman Laser Institute University of California Irvine,Beckman Laser Institute University of California Irvine,NA,NA,"University of California, Irvine",2009,2009,2009
NCT01047046,2010-07-13,2010-01-08,NA,Observational,NA,88,Completed,Combined Anticholinergic Medication and Sacral Neuromodulation to Treat Refractory Overactive Bladder,2008-01-01T00:00:00Z,2009-12-01T00:00:00Z,2009-12-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine",UCI Medical Center,NA,NA,NA,NA,2010,2008,2009
NCT01050231,2021-03-23,2008-02-21,2016-10-25,Interventional,Not Applicable,20,Completed,Robotics For Rehabilitation Therapy: Functional Versus Individual Joint Training,2006-10-01T00:00:00Z,2012-01-01T00:00:00Z,2012-01-01T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,"University of California, Irvine","University of California, Irvine",NA,NA,NA,"University of California, Irvine",2008,2006,2012
NCT01075399,2013-07-26,2010-02-23,2013-02-14,Interventional,Phase 2,50,Completed,Study of [F 18]HX4 Positron Emission Tomography (PET) as a Tool to Detect Hypoxia in Tumors,2010-02-01T00:00:00Z,2012-02-01T00:00:00Z,2011-05-01T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,TRUE,NA,"University of California Irvine Medical Center, Orange, CA",NA,NA,NA,NA,2010,2010,2012
NCT01099241,2010-04-05,2010-03-26,NA,Observational,NA,38,Completed,Central Venous Pressure (CVP) Assessment by Ultrasound and Physical Examination,2007-08-01T00:00:00Z,2010-03-01T00:00:00Z,2010-03-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,NA,"Roy J. & Lucille A. Carver College of Medicine, University of Iowa",NA,NA,NA,"Roy J. & Lucille A. Carver College of Medicine, University of Iowa",2010,2007,2010
NCT01099254,2010-04-05,2010-03-29,NA,Observational,NA,38,Completed,Internal Jugular Vein Cross Sectional Area,2007-08-01T00:00:00Z,2010-03-01T00:00:00Z,2010-03-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,NA,"Roy J. & Lucille A. Carver College of Medicine, University of Iowa",NA,NA,NA,"Roy J. & Lucille A. Carver College of Medicine, University of Iowa",2010,2007,2010
NCT01107665,2019-08-05,2010-04-19,2019-01-07,Interventional,Phase 2,60,Completed,Pazopanib and Paclitaxel as First-Line Treatment for Subjects With Unresectable Stage III and Stage IV Melanoma,2010-08-01T00:00:00Z,2018-02-01T00:00:00Z,2018-02-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Irvine",NA,NA,NA,NA,"University of California, Irvine",2010,2010,2018
NCT01119820,2019-03-01,2010-05-06,NA,Interventional,Not Applicable,24,Completed,Tissue Donation for Myoblast Culture,2008-10-01T00:00:00Z,2012-06-01T00:00:00Z,2010-02-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Irvine",UCI Medical Center,NA,NA,NA,"University of California, Irvine",2010,2008,2012
NCT01123096,2013-06-27,2010-05-06,NA,Observational,NA,60,Completed,Is the Cough Stress Test Equivalent to the 24 Hour Pad Test in the Assessment of Stress Incontinence?,2007-09-01T00:00:00Z,2011-06-01T00:00:00Z,2011-06-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine",UCI Medical Center,NA,NA,NA,"University of California, Irvine",2010,2007,2011
NCT01123109,2018-02-05,2010-05-06,NA,Interventional,Not Applicable,75,Completed,3-D Endoanal Ultrasound: Normative Anatomy of the Anal Sphincter in Nulliparous Females,2007-12-01T00:00:00Z,2012-06-01T00:00:00Z,2012-06-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Irvine",UCI Medical Center,NA,NA,NA,"University of California, Irvine",2010,2007,2012
NCT01123135,2021-03-24,2010-05-06,NA,Interventional,Not Applicable,0,Withdrawn,The Effect of Vaginal Estrogen Cream on Subjective and Objective Symptoms of Urodynamic Stress Incontinence,2009-07-01T00:00:00Z,2010-05-01T00:00:00Z,2010-05-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Irvine",UCI Medical Center,NA,NA,NA,NA,2010,2009,2010
NCT01123213,2018-02-05,2010-05-12,NA,Observational,NA,158,Completed,Characteristics Predictive of Pessary Success,2008-01-01T00:00:00Z,2011-08-01T00:00:00Z,2011-08-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine",UCI Medical Center,NA,NA,NA,"University of California, Irvine",2010,2008,2011
NCT01123239,2015-05-26,2010-05-12,NA,Interventional,Not Applicable,540,Completed,Understanding and Improving Diabetes Care for Ethnic Minorities,2006-01-01T00:00:00Z,2013-03-01T00:00:00Z,2012-03-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, Irvine",NA,NA,NA,NA,"University of California, Irvine",2010,2006,2013
NCT01166854,2021-04-01,2010-07-20,NA,Observational,NA,25,Recruiting,Characterization of Familial Myopathy and Paget Disease of Bone,2010-06-18T00:00:00Z,2022-06-01T00:00:00Z,2022-06-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine",Beckman Laser Institute University of California Irvine,Beckman Laser Institute University of California Irvine,NA,NA,NA,2010,2010,2022
NCT01166867,2017-02-08,2010-07-20,NA,Observational,NA,10,Completed,A Pilot Study Using Photo-plethysmographic (PPG) Camera,2009-09-01T00:00:00Z,2010-08-01T00:00:00Z,2010-08-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Irvine",Beckman Laser Institute University of California Irvine,NA,NA,NA,"University of California, Irvine",2010,2009,2010
NCT01166880,2017-02-08,2010-07-20,NA,Observational,NA,0,Withdrawn,A Pilot Study Using Laser Speckle Imaging of Neonate Cerebral Vasculature,2009-08-01T00:00:00Z,2010-09-01T00:00:00Z,2010-09-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,"University of California, Irvine",Beckman Laser Institute University of California Irvine,NA,NA,NA,"University of California, Irvine",2010,2009,2010
