nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,stanford_lead_sponsor,stanford_principal_investigator,stanford_unspecified_official,stanford_study_director,stanford_sub_investigator,stanford_study_chair,stanford_responsible_party,registration_year,start_year,completion_year
NCT00730717,2022-02-03,2008-08-04,NA,Interventional,Phase 2,0,Withdrawn,Safety and Efficacy Study of Humira in Treatment of Pyoderma Gangrenosum,2009-05-01T00:00:00Z,2010-12-01T00:00:00Z,2010-12-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,NA,Stanford University,NA,NA,NA,NA,NA,2008,2009,2010
NCT00733525,2019-10-30,2008-08-12,NA,Interventional,Not Applicable,293,Completed,Effectiveness of Stepped Care Versus Best Available Care for Bulimia Nervosa,2000-09-01T00:00:00Z,2005-08-01T00:00:00Z,2005-04-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,NA,NA,NA,NA,NA,Stanford University,NA,2008,2000,2005
NCT00733603,2021-03-18,2008-08-12,NA,Interventional,Not Applicable,81,Completed,Physical Therapy in Women With Interstitial Cystitis,2008-06-01T00:00:00Z,2009-12-01T00:00:00Z,2009-12-01T00:00:00Z,FALSE,Randomized,Single,NIH,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2008,2008,2009
NCT00735072,2020-07-23,2008-08-12,2011-06-05,Interventional,Phase 4,45,Completed,Maraviroc as an Immunomodulatory Drug for Antiretroviral-treated HIV Infected Patients Exhibiting Immunologic Failure,2008-09-01T00:00:00Z,2010-07-01T00:00:00Z,2010-04-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2008,2008,2010
NCT00742963,2017-09-25,2008-08-26,2017-07-14,Interventional,Phase 1/Phase 2,107,Completed,Dose-Escalation Study of TH-302 in Combination With Doxorubicin to Treat Patients With Advanced Soft Tissue Sarcoma,2008-08-01T00:00:00Z,2013-10-01T00:00:00Z,2013-07-01T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2008,2008,2013
NCT00747435,2017-04-10,2008-09-04,2017-02-13,Interventional,Not Applicable,73,Completed,Safety and Effectiveness of the MED-EL Electric-Acoustic System,2007-02-01T00:00:00Z,2016-02-01T00:00:00Z,2016-02-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),INDUSTRY,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2008,2007,2016
NCT00753740,2020-06-10,2008-09-12,NA,Interventional,Phase 2,0,Withdrawn,Efficacy Study of Maintenance IT-101 Therapy for Ovarian Cancer Patients.,2008-09-01T00:00:00Z,2010-05-01T00:00:00Z,2009-10-01T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,NA,"Professor and Chair, Department of Obstetrics and Gynecology Stanford University School of Medicine Stanford Cancer Center",NA,NA,NA,NA,NA,2008,2008,2010
NCT00756301,2012-06-05,2008-09-19,NA,Interventional,Not Applicable,55,Completed,Cutaneous Administration of Local Anesthetic for Spine Injection Procedures,2009-06-01T00:00:00Z,2011-09-01T00:00:00Z,2011-08-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,NA,2008,2009,2011
NCT00756405,2020-08-06,2008-09-19,NA,Interventional,Not Applicable,88,Completed,Effects of Dietary Antioxidants on Cardiovascular Risk Factors,2007-03-01T00:00:00Z,2008-12-01T00:00:00Z,2008-12-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,NA,Stanford University,NA,NA,NA,NA,Stanford University,2008,2007,2008
NCT00756665,2021-12-21,2008-09-18,NA,Observational,NA,2300,Recruiting,Prostate Active Surveillance Study,2008-07-01T00:00:00Z,2024-09-01T00:00:00Z,2024-09-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2008,2008,2024
NCT00757003,2017-01-10,2008-09-18,2017-01-10,Interventional,Phase 3,100,Completed,To Evaluate the Safety and Efficacy for GORE TAG Thoracic Endoprosthesis in the Treatment of Thoracic Aortic Disease,2001-10-01T00:00:00Z,2014-05-01T00:00:00Z,2013-07-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2008,2001,2014
NCT00760981,2020-04-13,2008-09-25,NA,Interventional,Phase 1,15,Completed,A Pilot Study of Imatinib Mesylate in Steroid Refractory Chronic Graft Versus Host Disease,2008-09-01T00:00:00Z,2012-04-01T00:00:00Z,2012-04-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,NA,Stanford University,NA,NA,NA,NA,Stanford University,2008,2008,2012
NCT00767234,2016-07-06,2008-10-03,NA,Observational,NA,104,Terminated,Permission to Collect Blood Over Time for Research,2008-08-01T00:00:00Z,2011-10-01T00:00:00Z,2011-10-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,NA,2008,2008,2011
NCT00767273,2012-06-07,2008-10-03,NA,Interventional,Not Applicable,30,Completed,Investigate Role of Metabolic Imaging in Predicting Tumor Response/Outcome After Pancreatic CA Tx,2006-10-01T00:00:00Z,2007-12-01T00:00:00Z,2007-12-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2008,2006,2007
NCT00767533,2016-07-20,2008-10-03,NA,Observational,NA,84,Terminated,Immunobiology of Cancer,2008-10-01T00:00:00Z,2011-10-01T00:00:00Z,2011-10-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,NA,2008,2008,2011
NCT00767624,2016-10-10,2008-10-03,2016-08-05,Interventional,Phase 2/Phase 3,150,Completed,TRIAD - Treatment of Insomnia and Depression,2008-12-01T00:00:00Z,2015-06-01T00:00:00Z,2015-06-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,TRUE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2008,2008,2015
NCT00767832,2009-11-06,2008-10-03,NA,Observational,NA,60,Completed,Thromboelastography to Assess Hemostatic Changes in Patients Undergoing Elective Cesarean Delivery.,2008-08-01T00:00:00Z,2009-06-01T00:00:00Z,2009-06-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University School of Medicine,2008,2008,2009
NCT00767936,2016-06-28,2008-10-03,NA,Observational,NA,135,Terminated,Viral & Host Factors Associated With Hepatitis B Virus-related Hepatocellular Carcinoma,2008-03-01T00:00:00Z,2013-09-01T00:00:00Z,2013-03-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,NA,2008,2008,2013
NCT00768001,2012-01-30,2008-10-03,NA,Observational,NA,41,Terminated,Genetic Analysis of Liver Cancer,2008-06-01T00:00:00Z,2011-10-01T00:00:00Z,2011-10-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,NA,Stanford University,NA,NA,NA,NA,Stanford University,2008,2008,2011
NCT00779558,2015-06-10,2008-10-22,2015-05-28,Interventional,Not Applicable,90,Completed,Heparin and the Reduction of Thrombosis (HART) Trial,2005-11-01T00:00:00Z,2007-11-01T00:00:00Z,2007-11-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2008,2005,2007
NCT00780494,2021-06-29,2008-10-23,2019-07-31,Interventional,Phase 2,35,Completed,"Ph II of Capecitabine, Carboplatin & Bevacizumab for Gastroesophageal Junction & Gastric Carcinoma",2009-02-01T00:00:00Z,2017-12-31T00:00:00Z,2017-12-31T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,Stanford University,NA,NA,NA,NA,Stanford University,2008,2009,2017
NCT00780936,2008-11-21,2008-10-24,NA,Interventional,Not Applicable,15,Completed,Effects of a Peripheral Nerve Block on Biomarkers of Pain and Inflammation,2007-10-01T00:00:00Z,2008-07-01T00:00:00Z,NA,FALSE,Randomized,Double,OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,NA,2008,2007,2008
NCT00780988,2012-01-21,2008-10-23,NA,Interventional,Phase 1,0,Withdrawn,Feasibility of Autologous Tumor Cell-TLR9 Agonist Vaccination for Metastatic Colorectal Cancer,NA,NA,NA,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,NA,2008,NA,NA
NCT00786227,2013-05-01,2008-11-05,NA,Observational,NA,761,Completed,Initial Validation of PROMIS Physical Function/Disability Scales in Rheumatoid Arthritis (RA),2008-06-01T00:00:00Z,2009-07-01T00:00:00Z,2009-07-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,Stanford University,Stanford School of Medicine,NA,NA,NA,NA,NA,2008,2008,2009
NCT00787956,2013-04-09,2008-11-06,NA,Interventional,Phase 3,300,Completed,Internet Chronic Disease Self-Management Program for Australia,2008-10-01T00:00:00Z,2010-08-01T00:00:00Z,2010-07-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,TRUE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2008,2008,2010
NCT00788203,2011-07-21,2008-11-06,NA,Observational,NA,130,Completed,Prevention of Childhood Obesity,2008-08-01T00:00:00Z,2011-05-01T00:00:00Z,2011-05-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2008,2008,2011
NCT00788255,2016-10-17,2008-11-06,2016-02-03,Observational,NA,25,Completed,In-vitro Study to Assess the Coagulation Effects of Exogenous Oxytocin Using Thromboelastography.,2008-10-01T00:00:00Z,2009-06-01T00:00:00Z,2009-06-01T00:00:00Z,TRUE,NA,NA,OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2008,2008,2009
NCT00788502,2010-05-21,2008-11-06,NA,Interventional,Not Applicable,45,Unknown status,Stress Reduction During In Vitro Fertilization,2008-10-01T00:00:00Z,2011-12-01T00:00:00Z,2010-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University School of Medicine,2008,2008,2011
NCT00796705,2012-09-28,2008-11-20,2012-07-05,Interventional,Phase 4,13,Terminated,Switching Anti-TNF-Alpha Agents in Rheumatoid Arthritis (RA),2008-11-01T00:00:00Z,2010-10-01T00:00:00Z,2010-10-01T00:00:00Z,TRUE,Randomized,Double,NIH,TRUE,NA,NA,NA,NA,NA,Stanford University,NA,2008,2008,2010
NCT00796848,2018-06-01,2008-10-23,NA,Interventional,Not Applicable,0,Withdrawn,Reversal of Hypoglycemia Unawareness Using Continuous Glucose Monitoring,2009-03-01T00:00:00Z,2010-03-01T00:00:00Z,2010-03-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2008,2009,2010
NCT00798031,2017-05-25,2008-11-24,NA,Interventional,Not Applicable,0,Withdrawn,Case Series Evaluation of a Short Dental Implant,2008-10-01T00:00:00Z,2014-08-01T00:00:00Z,2014-08-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,Clark Stanford,NA,NA,NA,NA,NA,NA,2008,2008,2014
NCT00799786,2010-08-12,2008-11-26,NA,Interventional,Phase 1,120,Completed,"Building Better Caregivers Online: An Online Workshop for Caregivers of Those With Traumatic Brain Injury, Post Traumatic Stress Disorder, or Alzheimer's or Other Dementia",2008-11-01T00:00:00Z,2009-12-01T00:00:00Z,2009-07-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,TRUE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University School of Medicine,2008,2008,2009
NCT00800098,2019-09-22,2008-11-26,NA,Interventional,Early Phase 1,22,Completed,"Effects of an Herbal Topical Cream on Osteoarthritis Symptoms, Biomarkers, and Disease Progression in the Knee",2008-12-01T00:00:00Z,2010-02-01T00:00:00Z,2009-09-01T00:00:00Z,FALSE,Non-Randomized,Double,OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2008,2008,2010
NCT00801762,2019-04-19,2008-12-02,NA,Observational,NA,195,Completed,Fiber-Optic Confocal Microscopy of the Urinary Tract Histopathology,2008-09-01T00:00:00Z,2015-02-01T00:00:00Z,2015-02-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,NA,2008,2008,2015
NCT00802984,2020-10-05,2007-12-04,NA,Interventional,Phase 4,29,Completed,Endovascular Repair of Descending Thoracic Aortic Aneurysms,2002-01-01T00:00:00Z,2005-12-01T00:00:00Z,2005-12-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,NA,2007,2002,2005
NCT00803075,2020-10-05,2007-12-04,NA,Interventional,Phase 4,142,Completed,Endovascular Repair of Abdominal Aortic Aneurysms,2002-02-01T00:00:00Z,2005-12-01T00:00:00Z,2005-12-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,Stanford University,NA,NA,2007,2002,2005
NCT00804427,2017-05-24,2008-12-04,NA,Interventional,Not Applicable,60,Completed,Effect of Fish Oil on Plasma Triglycerides in Adults,2008-12-01T00:00:00Z,2010-04-01T00:00:00Z,2010-02-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2008,2008,2010
NCT00804609,2017-09-11,2008-10-23,2015-02-03,Interventional,Not Applicable,30,Completed,Effects of Epidural Lidocaine on the Pharmacokinetic and Pharmacodynamic Profiles of DepoDur® After Cesarean Delivery,2008-09-01T00:00:00Z,2010-12-01T00:00:00Z,2010-12-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2008,2008,2010
NCT00809094,2013-04-15,2008-12-15,2013-02-14,Interventional,Phase 2,70,Completed,"NAC Phase IIB: A Multi-Center, Phase IIB, Randomized, Placebo-controlled, Double-Blind Study Of The Effects Of N-Acetylcysteine On Redox Changes and Lung Inflammation In Cystic Fibrosis Patients",2008-11-01T00:00:00Z,2011-02-01T00:00:00Z,2011-02-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,TRUE,Stanford University,Stanford University,NA,NA,NA,NA,NA,2008,2008,2011
NCT00812890,2011-07-20,2008-12-18,NA,Interventional,Phase 1,400,Completed,Exploring Semi-Quantitative Pregnancy Tests and Their Impact on Reproductive Health Service Provision,2008-11-01T00:00:00Z,2009-09-01T00:00:00Z,2009-09-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,TRUE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University School of Medicine,2008,2008,2009
NCT00822926,2017-07-14,2009-01-14,2017-04-17,Interventional,Not Applicable,5,Terminated,Subcutaneous Botulinum Toxin for Cutaneous Allodynia - Enriched Responder Trial,2009-01-01T00:00:00Z,2013-12-01T00:00:00Z,2013-12-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2009,2009,2013
NCT00823563,2020-10-19,2009-01-14,NA,Observational,NA,126,Recruiting,Sex Differences in Coronary Pathophysiology,2007-06-01T00:00:00Z,2035-06-01T00:00:00Z,2025-06-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2009,2007,2035
NCT00825266,2017-02-13,2009-01-16,2016-11-21,Interventional,Phase 2,2,Terminated,Insulin Resistance in Pulmonary Arterial Hypertension,2008-09-01T00:00:00Z,2010-05-01T00:00:00Z,2010-05-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2009,2008,2010
NCT00836966,2009-02-03,2009-02-02,NA,Observational,NA,73,Completed,Sampling Biomarkers in Meniscus Injury to the Knee,2006-06-01T00:00:00Z,2007-06-01T00:00:00Z,2007-06-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,NA,Stanford University,NA,NA,NA,NA,Stanford University,2009,2006,2007
NCT00846729,2018-04-26,2009-02-17,NA,Observational,NA,120,Completed,Comparative Renal Function of Young (18-45 Years) and Ageing (55 Years and Above) Kidney Donors,2003-03-01T00:00:00Z,2012-12-01T00:00:00Z,2012-12-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2009,2003,2012
NCT00850135,2016-04-13,2009-02-20,2016-04-13,Interventional,Phase 1/Phase 2,57,Completed,Correlation of Continuous Glucose Monitoring and Glucose Tolerance Testing With Pregnancy Outcomes,2009-02-01T00:00:00Z,2015-09-01T00:00:00Z,2014-07-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2009,2009,2015
NCT00854620,2015-05-20,2009-02-27,2015-01-06,Interventional,Phase 2,9,Completed,Safety and Toxicity Study of Sorafenib in Patients With Kidney Cancer,2007-12-01T00:00:00Z,2011-01-01T00:00:00Z,2009-07-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2009,2007,2011
NCT00855647,2010-06-01,2009-03-02,NA,Interventional,Phase 2,99999,Completed,Hypofractionated Radiotherapy for Localized Prostate Cancer (With CyberKnife or With IMRT),2003-08-01T00:00:00Z,2009-07-01T00:00:00Z,2009-03-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University School of Medicine,2009,2003,2009
NCT00855972,2015-12-09,2009-03-03,NA,Interventional,Not Applicable,0,Withdrawn,Low Dose Naltrexone for the Treatment of Juvenile Primary Fibromyalgia Syndrome,2010-08-01T00:00:00Z,2011-12-01T00:00:00Z,2011-12-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,TRUE,Stanford University,Stanford University,NA,NA,Stanford University,NA,Stanford University,2009,2010,2011
NCT00856778,2014-04-11,2009-03-05,2013-09-27,Interventional,Not Applicable,98,Completed,Virtue® Male Incontinence Sling Study,2009-01-01T00:00:00Z,2011-01-01T00:00:00Z,2011-01-01T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2009,2009,2011
NCT00866151,2009-03-19,2009-03-19,NA,Observational,NA,150,Unknown status,A to Z Study Follow-up: Collection of DNA Data From Buccal Swabs,2008-08-01T00:00:00Z,2009-09-01T00:00:00Z,2009-06-01T00:00:00Z,FALSE,NA,NA,INDUSTRY,FALSE,NA,Stanford University,NA,NA,NA,NA,NA,2009,2008,2009
NCT00867360,2017-02-15,2009-03-20,2016-11-15,Interventional,Phase 3,10,Terminated,Treatment of Psychotic Major Depression With Mifepristone,2005-08-01T00:00:00Z,2009-05-01T00:00:00Z,2009-05-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2009,2005,2009
NCT00872833,2015-10-05,2009-03-30,2014-04-09,Observational,NA,32,Completed,Assessment of Pain in People With Thalassemia Who Are Treated With Regular Blood Transfusions,2009-07-01T00:00:00Z,2010-10-01T00:00:00Z,2010-10-01T00:00:00Z,TRUE,NA,NA,OTHER,TRUE,NA,NA,NA,NA,NA,Stanford University,NA,2009,2009,2010
NCT00873847,2017-09-22,2009-04-01,NA,Observational,NA,102,Completed,Cerebral Function Monitoring in Premature Infants,2009-07-01T00:00:00Z,2012-08-01T00:00:00Z,2010-06-01T00:00:00Z,FALSE,NA,NA,NETWORK,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2009,2009,2012
NCT00874367,2017-09-22,2009-04-01,NA,Observational,NA,615,Completed,Early-Onset Sepsis Surveillance Study,2006-02-01T00:00:00Z,2011-05-01T00:00:00Z,2009-12-01T00:00:00Z,FALSE,NA,NA,NETWORK,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2009,2006,2011
NCT00874393,2017-05-23,2009-04-01,NA,Interventional,Phase 1,10,Completed,Early Blood Pressure Management in Extremely Premature Infants,2009-07-01T00:00:00Z,2011-12-01T00:00:00Z,2010-12-01T00:00:00Z,FALSE,Randomized,Quadruple,NETWORK,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2009,2009,2011
NCT00878787,2014-05-28,2009-03-20,NA,Interventional,Not Applicable,5,Completed,Theta-burst Transcranial Magnetic Stimulation,2008-01-01T00:00:00Z,2010-01-01T00:00:00Z,2010-01-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,NA,Stanford University,NA,NA,NA,NA,NA,2009,2008,2010
NCT00878826,2016-10-24,2009-04-07,2013-06-21,Interventional,Phase 2/Phase 3,11,Completed,Prophylactic Enoxaparin Dosing for Prevention of Venous Thromboembolism in Pregnancy.,2009-05-01T00:00:00Z,2014-10-01T00:00:00Z,2011-08-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2009,2009,2014
NCT00879151,2015-05-21,2009-04-07,NA,Interventional,Not Applicable,130,Completed,Study of Treatment for Adolescents With Bulimia Nervosa,2009-01-01T00:00:00Z,2014-09-01T00:00:00Z,2014-09-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2009,2009,2014
NCT00879190,2018-04-18,2009-04-07,2016-10-31,Interventional,Phase 2/Phase 3,92,Completed,Ampicillin / Sulbactam vs. Ampicillin / Gentamicin for Treatment of Chorioamnionitis,2009-05-01T00:00:00Z,2012-06-01T00:00:00Z,2012-06-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2009,2009,2012
NCT00880581,2017-01-24,2009-04-10,2016-04-23,Interventional,Phase 2,30,Completed,A Phase 2 Intratumoral Injection PF-3512676 Plus Local Radiation in Low-Grade B-Cell Lymphomas,2009-01-01T00:00:00Z,2015-01-01T00:00:00Z,2011-09-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,Stanford University,NA,NA,NA,NA,Stanford University,2009,2009,2015
NCT00882284,2019-03-20,2009-04-01,NA,Observational,NA,820,Completed,Hypotension in Neonates,2009-04-01T00:00:00Z,2009-12-01T00:00:00Z,2009-12-01T00:00:00Z,FALSE,NA,NA,NETWORK,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2009,2009,2009
NCT00884611,2018-01-29,2009-04-17,2017-08-31,Interventional,Not Applicable,20,Completed,Development of Algorithms for a Hypoglycemic Prevention Alarm: Closed Loop Study,2007-05-01T00:00:00Z,2011-08-01T00:00:00Z,2011-07-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2009,2007,2011
NCT00889941,2009-04-28,2009-02-12,NA,Interventional,Phase 4,51,Completed,Effect of Preoperative Pupil Size on Quality of Vision After Wavefront-Guided LASIK,2004-05-01T00:00:00Z,2005-11-01T00:00:00Z,2005-11-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,Stanford University,NA,Stanford University,2009,2004,2005
NCT00890552,2017-02-01,2009-04-28,2016-04-14,Interventional,Not Applicable,25,Completed,"A Pilot Study of Lenalidomide, Melphalan and Dexamethasone in AL Amyloidosis",2009-04-01T00:00:00Z,2012-10-01T00:00:00Z,2012-08-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2009,2009,2012
NCT00890929,2018-05-16,2009-04-28,2014-10-13,Interventional,Phase 1/Phase 2,45,Completed,Phase 1-2 of Azacitidine + Lenalidomide for Previously Untreated Elderly Patients With Acute Myeloid Leukemia (AML),2009-04-01T00:00:00Z,2012-06-01T00:00:00Z,2011-06-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2009,2009,2012
NCT00892931,2011-10-13,2009-05-03,NA,Interventional,Phase 2,56,Completed,Phase 2 Study MPC-6827 for Recurrent Glioblastoma Multiforme,2009-04-01T00:00:00Z,2011-09-01T00:00:00Z,2011-07-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),INDUSTRY,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2009,2009,2011
NCT00896181,2021-03-10,2009-05-07,2021-02-03,Interventional,Phase 2,26,Completed,Phase 2 Sequential and Concurrent Chemoradiation for Advanced Nasopharyngeal Carcinoma (NPC),2008-12-10T00:00:00Z,2020-12-01T00:00:00Z,2020-01-03T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford University,Stanford University Hospitals and Clinics,NA,NA,NA,NA,Stanford University,2009,2008,2020
NCT00896324,2019-04-29,2009-05-07,NA,Interventional,Not Applicable,50,Completed,Intellectual Impairment in Women With Breast Cancer,2009-01-12T00:00:00Z,2013-06-01T00:00:00Z,2013-06-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2009,2009,2013
NCT00896441,2017-09-12,2009-05-07,2016-10-11,Interventional,Not Applicable,31,Terminated,Functional MRI Before and After Treatment for Depression,2009-02-01T00:00:00Z,2014-06-01T00:00:00Z,2013-10-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2009,2009,2014
NCT00896493,2021-07-29,2009-05-07,NA,Interventional,Phase 2,36,"Active, not recruiting",Ph II of Non-myeloablative Allogeneic Transplantation Using TLI & ATG In Patients w/ Cutaneous T Cell Lymphoma,2009-05-01T00:00:00Z,2022-12-01T00:00:00Z,2021-11-06T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,NA,2009,2009,2022
NCT00896545,2011-07-21,2009-05-07,NA,Interventional,Phase 3,100,Completed,Early Childhood Prevention of Childhood Overweight,2008-11-01T00:00:00Z,2011-05-01T00:00:00Z,2011-05-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University School of Medicine,2009,2008,2011
NCT00896779,2015-06-01,2009-05-08,2015-05-07,Interventional,Phase 2,20,Completed,Lucentis in Advanced Macular Degeneration,2009-10-01T00:00:00Z,2013-09-01T00:00:00Z,2013-09-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,NA,Stanford University,NA,NA,NA,NA,Stanford University,2009,2009,2013
NCT00898807,2014-06-26,2009-05-11,2014-03-19,Interventional,Phase 3,186,Completed,Citalopram for Agitation in Alzheimer's Disease,2009-07-01T00:00:00Z,2013-09-01T00:00:00Z,2013-09-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2009,2009,2013
