nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,stanford_lead_sponsor,stanford_principal_investigator,stanford_unspecified_official,stanford_study_director,stanford_sub_investigator,stanford_study_chair,stanford_responsible_party,registration_year,start_year,completion_year
NCT00209482,2006-10-04,2005-09-13,NA,Interventional,Phase 2/Phase 3,76,Unknown status,Glaser Obesity Study,2003-10-01T00:00:00Z,2007-11-01T00:00:00Z,NA,FALSE,Randomized,Double,NETWORK,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2005,2003,2007
NCT00212134,2021-10-26,2005-09-13,2013-07-15,Interventional,Not Applicable,114,Completed,Infant Aphakia Treatment Study (IATS),2004-12-01T00:00:00Z,2020-08-31T00:00:00Z,2020-08-31T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,Stanford University,NA,NA,NA,NA,Stanford University,Stanford University,2005,2004,2020
NCT00220584,2012-12-11,2005-09-15,NA,Interventional,Phase 1,10,Completed,An Open-Label Trial of Donepezil in Fragile X Syndrome,2005-07-01T00:00:00Z,2009-07-01T00:00:00Z,2009-07-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,NA,2005,2005,2009
NCT00220597,2013-12-02,2005-09-15,NA,Interventional,Not Applicable,171,Completed,Group Therapies for Reducing HIV-risk Behavior in Women Who Have Survived Childhood Sexual Abuse,1999-09-01T00:00:00Z,2004-12-01T00:00:00Z,2004-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,Stanford University,NA,NA,Stanford University,2005,1999,2004
NCT00220792,2005-09-15,2005-09-15,NA,Interventional,Phase 3,480,Completed,Group Therapy for Primary Breast Cancer,1993-06-01T00:00:00Z,1998-06-01T00:00:00Z,NA,FALSE,Randomized,None (Open Label),OTHER,TRUE,Stanford University,Stanford University,NA,NA,NA,NA,NA,2005,1993,1998
NCT00224887,2021-04-08,2005-09-21,2017-05-10,Interventional,Not Applicable,307,Completed,Family-Based Nutrition Intervention for Latino Children,2003-09-01T00:00:00Z,2008-07-01T00:00:00Z,2008-07-01T00:00:00Z,TRUE,Randomized,Single,OTHER,TRUE,Stanford University,NA,NA,NA,NA,NA,NA,2005,2003,2008
NCT00225173,2014-08-26,2005-09-21,NA,Interventional,Phase 2,45,Terminated,Combination Chemotherapy +/- Radiation in High Risk Hodgkin's Disease,2001-10-01T00:00:00Z,2006-09-01T00:00:00Z,2005-09-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,Stanford University,NA,2005,2001,2006
NCT00225212,2014-09-04,2005-09-21,2014-08-26,Interventional,Phase 2,35,Completed,Rituximab After Autologous Stem Cell Transplant for Relapsed B-cell Non-Hodgkin's Lymphoma,1997-11-01T00:00:00Z,2003-03-01T00:00:00Z,2003-03-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,NA,2005,1997,2003
NCT00225225,2016-10-18,2005-09-21,NA,Interventional,Not Applicable,45,Terminated,Rosiglitazone-Induced Weight Gain,2002-10-01T00:00:00Z,2005-09-01T00:00:00Z,2005-09-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,NA,Stanford University,2005,2002,2005
NCT00226928,2013-12-02,2005-09-12,NA,Interventional,Not Applicable,125,Completed,Psychosocial Treatment for Improving Chances of Survival in Women With Breast Cancer,NA,2005-07-01T00:00:00Z,NA,FALSE,NA,None (Open Label),OTHER,TRUE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2005,NA,2005
NCT00226941,2017-11-01,2005-09-08,2017-07-27,Interventional,Phase 1/Phase 2,23,Terminated,"A Phase 1-2 Trial of Cetuximab in Combination With Oxaliplatin, Capecitabine, and Radiation Therapy Followed by Surgery for Locally-advanced Rectal Cancer",2004-06-01T00:00:00Z,2009-02-01T00:00:00Z,2008-03-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,NA,Stanford University,NA,NA,NA,Stanford University,Stanford University,2005,2004,2009
NCT00226954,2020-03-16,2005-09-13,NA,Interventional,Phase 2,23,Terminated,Zoledronic Acid With Intermittent Hormonal Therapy in Patients With Prostate Cancer,2003-03-01T00:00:00Z,2009-02-01T00:00:00Z,2007-11-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2005,2003,2009
NCT00226980,2009-04-10,2005-09-13,NA,Interventional,Phase 2,30,Completed,A Trial of Thalidomide and Capecitabine in Metastatic Renal Cell Carcinoma,2002-10-01T00:00:00Z,2006-07-01T00:00:00Z,2005-07-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University School of Medicine,2005,2002,2006
NCT00227006,2015-05-18,2005-09-13,NA,Interventional,Not Applicable,163,Completed,Promoting Long-term Behavior Change to Reduce CVD Risk,1999-01-01T00:00:00Z,2004-04-01T00:00:00Z,2004-04-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2005,1999,2004
NCT00227019,2017-01-12,2005-09-08,2016-04-20,Interventional,Phase 2,16,Completed,Phase 2 Trial of Bevacizumab in Combination With Pemetrexed,2006-03-01T00:00:00Z,2016-12-01T00:00:00Z,2010-11-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,NA,Stanford University,NA,NA,NA,NA,Stanford University,2005,2006,2016
NCT00229749,2008-04-09,2005-09-28,NA,Interventional,Phase 1/Phase 2,80,Terminated,Study of AVI-4065 in Healthy Volunteers and Chronic Active HCV Patients,2005-09-01T00:00:00Z,2007-01-01T00:00:00Z,2006-10-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),INDUSTRY,TRUE,NA,Stanford University School of Medicine and Department of Veterans Affairs Public Health Research & Consultation Program at the Veterans Affairs Palo Alto Health Care System,NA,NA,NA,NA,NA,2005,2005,2007
NCT00230282,2014-09-25,2005-09-28,2014-08-27,Interventional,Phase 2,25,Completed,"Phase 2 Fludarabine, Cytoxan and FCCAM <Alemtuzumab> in Untreated B-Cell Chronic Lymphocytic Leukemia",2004-07-01T00:00:00Z,2011-10-01T00:00:00Z,2010-12-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,Stanford University,NA,NA,NA,NA,Stanford University,2005,2004,2011
NCT00230295,2010-07-23,2005-09-28,NA,Interventional,Not Applicable,20,Completed,Indirect Magnetic Resonance Lymphangiography of the Head and Neck Region Using Conventional Gadolinium-based Contrast,2003-02-01T00:00:00Z,2007-11-01T00:00:00Z,2007-11-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University School of Medicine,2005,2003,2007
NCT00230321,2013-01-31,2005-09-28,NA,Interventional,Phase 1/Phase 2,21,Completed,A Study of Darbepoetin Alfa in Patients With Myelodysplastic Syndrome (MDS),2002-02-01T00:00:00Z,2008-01-01T00:00:00Z,2007-11-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,NA,Stanford University,NA,NA,NA,NA,Stanford University,2005,2002,2008
NCT00230334,2021-05-05,2005-09-28,NA,Interventional,Phase 2,5,Terminated,Phase II Gleevec Idiopathic Hypereosinophilic Syndrome,2003-06-12T00:00:00Z,2007-05-01T00:00:00Z,2006-12-29T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,NA,Stanford University,NA,NA,NA,NA,Stanford University,2005,2003,2007
NCT00230347,2010-03-30,2005-09-28,NA,Interventional,Phase 1,20,Completed,Evaluation of Stereotactic Radiosurgery For Liver Malignancies,2003-10-01T00:00:00Z,2007-02-01T00:00:00Z,2007-01-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University School of Medicine,2005,2003,2007
NCT00233324,2019-04-16,2005-10-03,2014-11-16,Interventional,Phase 3,1316,Completed,Surfactant Positive Airway Pressure and Pulse Oximetry Trial,2005-02-01T00:00:00Z,2016-08-01T00:00:00Z,2009-02-01T00:00:00Z,TRUE,Randomized,None (Open Label),NETWORK,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2005,2005,2016
NCT00233415,2010-06-01,2005-10-03,NA,Interventional,Phase 2,100,Completed,Cyberknife Radiosurgery for Locally Advanced Pancreatic Cancer,2003-07-01T00:00:00Z,2007-05-01T00:00:00Z,2006-03-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University School of Medicine,2005,2003,2007
NCT00233454,2018-09-19,2005-10-03,2015-06-16,Interventional,Phase 2,26,Completed,Phase 2 Midostaurin in Aggressive Systemic Mastocytosis and Mast Cell Leukemia,2005-03-01T00:00:00Z,2011-04-16T00:00:00Z,2010-06-18T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,NA,Stanford University,NA,NA,NA,NA,Stanford University,2005,2005,2011
NCT00238602,2012-07-12,2005-10-11,NA,Interventional,Phase 1/Phase 2,48,Completed,Evaluation of Cyberknife Precision Radiation Delivery System for Unresectable Malignant Lung Cancer,2000-03-01T00:00:00Z,2012-06-01T00:00:00Z,2007-06-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,NA,2005,2000,2012
NCT00238615,2015-04-21,2005-10-11,2012-09-24,Interventional,Phase 2,13,Terminated,Phase II Docetaxel / Carboplatin / XRT + Surgical Resection in Stage III NSCLC,2003-03-01T00:00:00Z,2014-11-01T00:00:00Z,2009-09-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2005,2003,2014
NCT00238628,2010-07-16,2005-10-11,NA,Interventional,Phase 1/Phase 2,12,Completed,A Phase I/II Study of Bexarotene in Combination With ZD1839 (IRESSA®) in the Treatment of Non-Small Cell Lung Cancer,2004-04-01T00:00:00Z,2005-12-01T00:00:00Z,2005-04-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University School of Medicine,2005,2004,2005
NCT00238641,2005-10-11,2005-10-11,NA,Interventional,Phase 1/Phase 2,10,Completed,"""DOES MYOBLOC™ IMPROVE FUNCTIONAL HAND USE IN YOUNG CHILDREN WITH A HYPERTONIC UPPER EXTREMITY?""",2002-01-01T00:00:00Z,2005-05-01T00:00:00Z,NA,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,NA,2005,2002,2005
NCT00240019,2006-10-16,2005-10-13,NA,Interventional,Not Applicable,30,Completed,Maximizing the Benefit of Renin-Angiotensin Blocking Drugs in Diabetic Renal Disease.,2003-12-01T00:00:00Z,2006-04-01T00:00:00Z,NA,FALSE,Randomized,Double,OTHER,TRUE,Stanford University,Stanford University,NA,NA,NA,NA,NA,2005,2003,2006
NCT00240149,2007-12-19,2005-10-13,NA,Interventional,Not Applicable,0,Completed,Pilot Study to Evaluate a Method of Controlling High Blood Sugar in the Pediatric Intensive Care Unit,2005-10-01T00:00:00Z,2006-03-01T00:00:00Z,NA,FALSE,Randomized,None (Open Label),OTHER,TRUE,Stanford University,NA,NA,NA,Stanford University,NA,NA,2005,2005,2006
NCT00242619,2016-12-20,2005-10-19,2016-10-10,Interventional,Not Applicable,12,Completed,Insulin Resistance in Patients With Mood Disorder,2007-07-01T00:00:00Z,2009-12-01T00:00:00Z,2009-12-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2005,2007,2009
NCT00242632,2017-05-16,2005-10-19,2016-10-10,Interventional,Not Applicable,22,Completed,Treatment With Namenda in Women at Risk for Cognitive Decline,2004-06-01T00:00:00Z,2009-12-01T00:00:00Z,2009-12-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2005,2004,2009
NCT00246532,2012-04-26,2005-10-26,NA,Interventional,Phase 4,139,Completed,Opiate-Induced Tolerance & Hyperalgesia in Pain Patients,2005-10-01T00:00:00Z,2009-08-01T00:00:00Z,2008-12-01T00:00:00Z,FALSE,Randomized,Double,NIH,FALSE,NA,Stanford University,NA,NA,NA,NA,Stanford University,2005,2005,2009
NCT00255073,2014-05-21,2005-11-15,NA,Interventional,Phase 2,10,Completed,Does Reducing Spasticity Permit an Increase in Strength?,2005-01-01T00:00:00Z,2006-04-01T00:00:00Z,NA,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,NA,Stanford University,NA,NA,NA,NA,NA,2005,2005,2006
NCT00255086,2017-02-23,2005-11-15,2016-08-23,Interventional,Phase 3,17,Completed,The Effect of Memantine on Brain Structure and Chemistry in Alzheimer's Disease Patients,2005-05-01T00:00:00Z,2010-02-01T00:00:00Z,2009-06-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,Stanford University,Stanford University,NA,Stanford University,NA,NA,Stanford University,2005,2005,2010
NCT00264238,2017-04-19,2005-12-09,2016-11-07,Interventional,Phase 1/Phase 2,15,Completed,Memantine Augmentation in Obsessive-Compulsive Disorder,2006-01-01T00:00:00Z,2008-06-01T00:00:00Z,2008-06-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2005,2006,2008
NCT00267774,2017-10-10,2005-12-19,2016-06-17,Interventional,Not Applicable,1005,Completed,Fractional Flow Reserve Versus Angiography for Multivessel Evaluation (F.A.M.E.),2006-01-01T00:00:00Z,2015-09-01T00:00:00Z,2008-09-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2005,2006,2015
NCT00275158,2010-01-12,2006-01-10,NA,Interventional,Not Applicable,45,Completed,Glomerular Injury of Preeclampsia,2000-01-01T00:00:00Z,2003-12-01T00:00:00Z,NA,FALSE,Randomized,Double,NIH,FALSE,NA,Stanford University,NA,NA,NA,NA,Stanford University,2006,2000,2003
NCT00281294,2008-08-02,2006-01-20,NA,Interventional,Phase 2,40,Terminated,"A Phase 2 Study to Evaluate the Safety, Tolerability, and Activity of Fontolizumab in Subjects With Active Rheumatoid Arthritis",2005-12-01T00:00:00Z,2006-12-01T00:00:00Z,NA,FALSE,Randomized,None (Open Label),INDUSTRY,TRUE,NA,Stanford University Medical Center-Div. of Rheumatology,NA,NA,NA,NA,NA,2006,2005,2006
NCT00284076,2014-03-04,2006-01-27,NA,Interventional,Not Applicable,NA,Completed,L-Arginine in the Treatment of Peripheral Arterial Disease,2000-02-01T00:00:00Z,2006-07-01T00:00:00Z,2006-07-01T00:00:00Z,FALSE,Randomized,NA,OTHER,TRUE,Stanford University,NA,Stanford University,NA,NA,NA,NA,2006,2000,2006
NCT00285727,2008-05-16,2006-01-31,NA,Interventional,Not Applicable,60,Completed,Ropinirole Controlled Release (CR) as an Adjunctive Agent in the Treatment of Major Depression,2006-01-01T00:00:00Z,2007-10-01T00:00:00Z,NA,FALSE,Non-Randomized,None (Open Label),OTHER,TRUE,Stanford University,"Depression Research Clinic, Psychiatry Department, Stanford School of Medicine",NA,NA,NA,NA,NA,2006,2006,2007
NCT00285740,2019-07-19,2006-01-31,NA,Interventional,Not Applicable,25,Completed,Group Cognitive Behavioral Therapy to Treat Depression in an Epilepsy Clinic Setting,2005-08-01T00:00:00Z,2007-01-01T00:00:00Z,2007-01-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,NA,2006,2005,2007
NCT00285779,2018-03-20,2006-01-31,2015-01-28,Interventional,Phase 2,27,Terminated,Use of Etanercept in the Treatment of Moderate to Severe Lichen Planus,2006-08-01T00:00:00Z,2009-11-01T00:00:00Z,2009-11-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,TRUE,Stanford University,Stanford University,NA,Stanford University,NA,NA,Stanford University,2006,2006,2009
NCT00285792,2006-10-04,2006-01-31,NA,Interventional,Phase 1/Phase 2,60,Completed,Stanford Preschool Physical Activity Project,2005-12-01T00:00:00Z,2006-03-01T00:00:00Z,NA,FALSE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,NA,2006,2005,2006
NCT00285818,2016-12-23,2006-01-31,2016-10-20,Interventional,Not Applicable,11,Completed,Mifepristone Treatment for Patients With Non-psychotic Major Depressive Disorder Receiving Bilateral ECT,2003-01-01T00:00:00Z,2009-04-01T00:00:00Z,2009-01-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2006,2003,2009
NCT00285844,2016-11-03,2006-01-31,NA,Interventional,Phase 1,88,Completed,Integrating the Genetic and Metabolic Faces of Obesity,2005-10-01T00:00:00Z,2012-10-01T00:00:00Z,2012-10-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,Stanford University,NA,NA,Stanford University,2006,2005,2012
NCT00285857,2017-01-19,2006-01-31,2016-11-17,Interventional,Phase 2,30,Terminated,Phase 2 Study of Lovastatin as Breast Cancer Chemoprevention,2005-11-01T00:00:00Z,2010-12-01T00:00:00Z,2010-05-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2006,2005,2010
NCT00296296,2017-10-04,2006-02-22,2017-09-06,Interventional,Phase 4,29,Completed,Immunosuppression Impact on the Metabolic Control of Kidney Transplant With Pre-Existing Type 2 Diabetes (DM),2005-06-01T00:00:00Z,2014-10-01T00:00:00Z,2014-10-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2006,2005,2014
NCT00313027,2012-07-05,2006-03-27,NA,Interventional,Not Applicable,30,Completed,"Cervical Nodal Mets in Squamous Cell Carcinoma of H&N - MRI, FDG-PET, & Histopathologic Correlation",2002-11-01T00:00:00Z,2005-03-01T00:00:00Z,2005-03-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,NA,2006,2002,2005
NCT00313040,2011-06-08,2006-04-07,NA,Interventional,Phase 1/Phase 2,30,Completed,Study to Promote Physical Activity Among Overweight Persons,2004-03-01T00:00:00Z,2006-06-01T00:00:00Z,2006-06-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,NA,2006,2004,2006
NCT00313053,2016-06-01,2006-04-07,NA,Interventional,Phase 1,4,Terminated,Study of mAb 216 With Chemotherapy for Treatment of Pediatric Relapsed or Refractory B-progenitor Acute Lymphoblastic Leukemia,2004-09-01T00:00:00Z,2008-07-01T00:00:00Z,2008-04-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,NA,Stanford University,NA,NA,NA,NA,Stanford University,2006,2004,2008
NCT00313079,2012-06-29,2006-04-07,NA,Interventional,Phase 1,9,Completed,Monoclonal Antibody (mAb) 216 With Chemotherapy in Adult Relapsed or Refractory B-Lineage Acute Lymphoblastic Leukemia,2006-05-01T00:00:00Z,2009-07-01T00:00:00Z,2009-02-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,NA,NA,NA,NA,Stanford University,NA,Stanford University,2006,2006,2009
NCT00318864,2006-04-25,2006-04-25,NA,Interventional,Not Applicable,70,Completed,Biological CVD Risk Factors in Older Depressed Patients,2002-06-01T00:00:00Z,2005-07-01T00:00:00Z,NA,FALSE,Randomized,Double,OTHER,FALSE,Stanford University,Stanford Medical Center,NA,NA,NA,NA,NA,2006,2002,2005
NCT00318877,2012-12-12,2006-04-25,NA,Interventional,Not Applicable,79,Completed,Sports to Prevent Obesity,2006-05-01T00:00:00Z,2008-07-01T00:00:00Z,2008-07-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,Stanford University,Stanford University,NA,Stanford University,NA,NA,NA,2006,2006,2008
NCT00323869,2016-07-30,2006-05-08,2016-04-20,Interventional,Phase 2,48,Completed,"Phase II Bevacizumab, Gemcitabine and Carboplatin in Newly Diagnosed Non-Small Cell Lung Cancer",2006-06-01T00:00:00Z,2013-10-01T00:00:00Z,2013-10-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2006,2006,2013
NCT00325741,2009-08-06,2006-05-12,NA,Interventional,Phase 1,15,Unknown status,Allogeneic Blood Stem Cell Transplantation for Patients With Life-Threatening Systemic Lupus Erythematosus,2004-06-01T00:00:00Z,2010-07-01T00:00:00Z,2010-07-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),NIH,FALSE,NA,Stanford University,NA,NA,NA,NA,Stanford University Medical Center,2006,2004,2010
NCT00326885,2018-09-18,2006-05-15,2011-06-15,Interventional,Phase 2,32,Completed,Study of the Trifunctional Antibody Catumaxomab to Treat Recurrent Symptomatic Malignant Ascites,2006-06-01T00:00:00Z,2010-08-01T00:00:00Z,2009-12-01T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,TRUE,NA,NA,NA,NA,NA,"Stanford University Hospital and Clinics, Department of Obstetrics and Gynecology",NA,2006,2006,2010
NCT00349726,2017-06-19,2006-07-06,NA,Interventional,Phase 2,74,Completed,Single-Dose Intravenous Inositol Pharmacokinetics in Preterm Infants,2006-06-01T00:00:00Z,2007-12-01T00:00:00Z,2007-12-01T00:00:00Z,FALSE,Randomized,Quadruple,NETWORK,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2006,2006,2007
NCT00349778,2017-11-08,2006-07-05,2017-04-26,Interventional,Phase 2,102,Completed,High-Dose Sequential Therapy and Single Autologous Transplantation for Multiple Myeloma,2006-08-01T00:00:00Z,2010-04-01T00:00:00Z,2009-04-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2006,2006,2010
NCT00349947,2013-06-05,2006-07-06,NA,Interventional,Phase 1,2400,Completed,Exercise Therapy to Treat Adults With Abdominal Aortic Aneurysms,2006-11-01T00:00:00Z,2011-04-01T00:00:00Z,2011-04-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,Stanford University,Stanford University,NA,NA,NA,NA,NA,2006,2006,2011
NCT00350142,2016-12-26,2006-07-05,2013-12-06,Interventional,Phase 2,20,Completed,Trilogy Stereotactic Body Radiotherapy for Pancreatic Cancer,2006-04-01T00:00:00Z,2008-10-01T00:00:00Z,2008-10-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,Stanford University,NA,NA,NA,NA,Stanford University,2006,2006,2008
NCT00350181,2021-09-16,2006-07-05,NA,Interventional,Phase 2,11,Completed,"Sirolimus & Mycophenolate Mofetil as GVHD Prophylaxis in Myeloablative, Matched Related Donor HCT",2006-08-01T00:00:00Z,2010-04-01T00:00:00Z,2007-08-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2006,2006,2010
NCT00350363,2015-01-26,2006-07-05,2014-05-15,Interventional,Phase 4,60,Completed,One Hour Preoperative Gatifloxacin,2007-01-01T00:00:00Z,2010-12-01T00:00:00Z,2010-12-01T00:00:00Z,TRUE,Non-Randomized,Single,OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2006,2007,2010
NCT00350545,2017-10-19,2006-07-05,2016-12-12,Interventional,Not Applicable,37,Completed,A Phase 2 Trial of Rituximab and Corticosteroid Therapy for Newly Diagnosed Chronic Graft Versus Host Disease,2006-08-01T00:00:00Z,2014-10-01T00:00:00Z,2012-05-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2006,2006,2014
NCT00351559,2009-11-18,2006-07-11,NA,Interventional,Not Applicable,629,Completed,IMAGE: A Comparison of AlloMap Molecular Testing and Traditional Biopsy-based Surveillance for Heart Transplant Rejection,2005-01-01T00:00:00Z,2009-10-01T00:00:00Z,NA,FALSE,Randomized,None (Open Label),INDUSTRY,TRUE,NA,NA,NA,NA,NA,Stanford University,NA,2006,2005,2009
NCT00352287,2006-07-12,2006-07-12,NA,Interventional,Phase 4,60,Completed,"Study to Determine the Effects of Human Growth Hormone and Pioglitazone in Overweight, Prediabetic Adults",2003-03-01T00:00:00Z,2005-04-01T00:00:00Z,NA,FALSE,Randomized,Double,OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,NA,2006,2003,2005
NCT00352326,2017-05-18,2006-07-12,NA,Interventional,Not Applicable,29,Completed,Optimizing Assisted Communication Devices for Children With Motor Impairments Using a Model of Information Rate and Channel Capacity,2006-01-01T00:00:00Z,2014-12-01T00:00:00Z,2014-12-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,NA,Stanford University,NA,NA,NA,NA,NA,2006,2006,2014
NCT00354926,2016-01-05,2006-07-18,NA,Interventional,Phase 1,67,Completed,Safety and Efficacy Study of an Anti-CD20 Monoclonal Antibody (AME-133v) to Treat Non-Hodgkin's Lymphoma,2006-07-01T00:00:00Z,2009-01-01T00:00:00Z,2009-01-01T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2006,2006,2009
NCT00363298,2017-02-07,2006-08-09,2015-04-20,Interventional,Not Applicable,24,Completed,Dextro-Amphetamine Versus Caffeine in Treatment-resistant OCD,2006-08-01T00:00:00Z,2008-03-01T00:00:00Z,2008-03-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2006,2006,2008
NCT00368329,2012-07-13,2006-08-22,NA,Interventional,Phase 1,4,Terminated,Phase I Dose Escalation of Stereotactic Radiosurgical Boost for Locally Advanced Esophageal Cancer,2006-06-01T00:00:00Z,2009-03-01T00:00:00Z,2009-03-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2006,2006,2009
NCT00368459,2015-03-20,2006-08-22,2015-03-01,Interventional,Phase 2,42,Completed,Raloxifene for Women With Alzheimer's Disease,2006-08-01T00:00:00Z,2012-01-01T00:00:00Z,2011-03-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,TRUE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2006,2006,2012
NCT00372463,2011-07-25,2006-09-06,NA,Interventional,Phase 2,700,Completed,Internet Diabetes Self-Management,2006-02-01T00:00:00Z,2007-12-01T00:00:00Z,NA,FALSE,Randomized,None (Open Label),OTHER,FALSE,NA,Stanford University,NA,Stanford University,NA,NA,NA,2006,2006,2007
NCT00374621,2017-04-24,2006-09-07,NA,Interventional,Not Applicable,156,Completed,Trial of Cervical Ripening and Labor Induction Using Misoprostol With or Without Intravaginal Isosorbide Mononitrate,2006-09-01T00:00:00Z,2010-01-01T00:00:00Z,2007-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2006,2006,2010
