nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,ucsf_lead_sponsor,ucsf_principal_investigator,ucsf_study_chair,ucsf_study_director,ucsf_unspecified_official,ucsf_responsible_party,registration_year,start_year,completion_year
NCT00387894,2013-05-25,2006-10-12,2013-04-12,Interventional,Phase 2,6,Terminated,Erlotinib in Treating Patients With Recurrent Glioblastoma Multiforme or Gliosarcoma,2007-01-01T00:00:00Z,2009-03-01T00:00:00Z,2009-03-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,"University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2006,2007,2009
NCT00390156,2020-07-24,2006-10-18,NA,Interventional,Phase 1,35,Completed,"Imatinib, Bevacizumab, and Cyclophosphamide in Patients With Refractory Metastatic Solid Tumors",2006-08-01T00:00:00Z,2011-01-01T00:00:00Z,2011-01-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,"University of California, San Francisco",NA,NA,NA,2006,2006,2011
NCT00392834,2018-05-03,2006-10-25,2013-01-24,Interventional,Phase 2,34,Completed,"Rituximab and Combination Chemotherapy in Treating Patients With Newly Diagnosed, HIV-Associated Burkitt's Lymphoma",2006-09-01T00:00:00Z,2013-07-01T00:00:00Z,2011-07-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),NETWORK,TRUE,NA,NA,"University of California, San Francisco",NA,NA,NA,2006,2006,2013
NCT00394888,2013-09-17,2006-11-01,2011-05-04,Interventional,Not Applicable,433,Completed,Hemangioma Associated With High Rates of Morbidity,2005-11-01T00:00:00Z,2010-01-01T00:00:00Z,2009-11-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,NA,"University of California, San Francisco",NA,NA,NA,NA,2006,2005,2010
NCT00396981,2016-01-19,2006-11-06,2013-02-07,Interventional,Phase 4,626,Completed,MAPS Trial: Matrix And Platinum Science,2007-03-01T00:00:00Z,2015-03-01T00:00:00Z,2011-01-01T00:00:00Z,TRUE,Randomized,None (Open Label),INDUSTRY,TRUE,NA,"University of California, San Francisco, CA",NA,NA,NA,NA,2006,2007,2015
NCT00399984,2013-06-11,2006-11-13,NA,Interventional,Not Applicable,40,Completed,Evaluating a Pediatric Asthma Management Education Program for Physicians,2004-04-01T00:00:00Z,2009-06-01T00:00:00Z,2009-06-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2006,2004,2009
NCT00402285,2015-12-02,2006-11-20,2012-09-13,Interventional,Not Applicable,84,Completed,Lycopene or Omega-3 Fatty Acid Nutritional Supplements in Treating Patients With Stage I or Stage II Prostate Cancer,2003-04-01T00:00:00Z,2008-01-01T00:00:00Z,2008-01-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,FALSE,"University of California, San Francisco",NA,"University of California, San Francisco",NA,NA,NA,2006,2003,2008
NCT00410774,2012-09-13,2006-12-11,NA,Interventional,Phase 1/Phase 2,20,Terminated,Gemcitabine and Bevacizumab in Treating Patients With Pancreatic Cancer That Has Been Completely Removed By Surgery,2006-07-01T00:00:00Z,2007-10-01T00:00:00Z,2007-10-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,"University of California, San Francisco",NA,NA,NA,2006,2006,2007
NCT00415272,2008-01-11,2006-12-20,NA,Interventional,Not Applicable,NA,Terminated,Pulmonary Rehabilitation in Patients With Fibrotic Interstitial Lung Disease,NA,2007-07-01T00:00:00Z,NA,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,NA,NA,2006,NA,2007
NCT00415545,2013-06-06,2006-12-21,NA,Interventional,Phase 3,614,Completed,Educational Program to Improve Heart Failure Outcomes in Adults Living in Rural Areas,2007-01-01T00:00:00Z,2013-01-01T00:00:00Z,2012-01-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2006,2007,2013
NCT00416403,2012-12-12,2006-12-27,NA,Interventional,Phase 2,35,Completed,Effect of Fluvastatin on Biomarkers in Women Who Are Undergoing Surgery for Ductal Carcinoma In Situ or Stage I Breast Cancer,2006-07-01T00:00:00Z,2011-06-01T00:00:00Z,2007-09-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, San Francisco",NA,"University of California, San Francisco",NA,NA,NA,2006,2006,2011
NCT00416819,2015-08-18,2006-12-27,NA,Interventional,Not Applicable,10,Completed,Combination Chemotherapy and Rituximab in Treating Patients With Newly Diagnosed Primary CNS Lymphoma,2003-09-01T00:00:00Z,2012-02-01T00:00:00Z,2005-12-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,"University of California, San Francisco",NA,"University of California, San Francisco",NA,NA,NA,2006,2003,2012
NCT00416923,2015-02-12,2006-12-27,NA,Interventional,Phase 1,10,Completed,Intrathecal Rituximab in Treating Patients With Recurrent CNS Lymphoma,2002-08-01T00:00:00Z,2007-04-01T00:00:00Z,2005-11-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2006,2002,2007
NCT00419029,2014-08-25,2007-01-04,NA,Interventional,Not Applicable,400,Completed,Motivational Interviewing to Engage Operations Enduring Freedom and Iraqi Freedom (OEF/OIF) Veterans in Mental Health Treatment,2007-09-01T00:00:00Z,2011-09-01T00:00:00Z,2010-09-01T00:00:00Z,FALSE,Randomized,Single,FED,FALSE,NA,"San Francisco VA Medical Center, University of California, San Francisco",NA,NA,NA,NA,2007,2007,2011
NCT00429858,2020-08-28,2007-01-30,2020-08-28,Interventional,Phase 2,21,Terminated,Gemcitabine and S-1 for Locally Advanced Unresectable or Metastatic Pancreatic Cancer,2007-01-22T00:00:00Z,2010-01-20T00:00:00Z,2010-01-20T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,NA,NA,"University of California, San Francisco",NA,NA,"University of California, San Francisco",2007,2007,2010
NCT00434811,2019-07-11,2007-02-09,NA,Interventional,Phase 3,48,Completed,Islet Transplantation in Type 1 Diabetes,2006-10-01T00:00:00Z,2014-05-01T00:00:00Z,2012-09-01T00:00:00Z,FALSE,NA,None (Open Label),NIH,TRUE,NA,NA,"University of California, San Francisco",NA,NA,NA,2007,2006,2014
NCT00434850,2016-02-17,2007-02-09,NA,Interventional,Phase 2,14,Completed,Peritransplant Deoxyspergualin in Islet Transplantation in Type 1 Diabetes,2006-10-01T00:00:00Z,2013-11-01T00:00:00Z,2011-09-01T00:00:00Z,FALSE,NA,None (Open Label),NIH,TRUE,NA,"University of California, San Francisco",NA,NA,NA,NA,2007,2006,2013
NCT00434993,2016-12-21,2007-01-29,2012-12-04,Interventional,Phase 2/Phase 3,282,Terminated,Drug Study of Albuterol to Treat Acute Lung Injury,2007-08-01T00:00:00Z,2008-11-01T00:00:00Z,2008-09-01T00:00:00Z,TRUE,Randomized,Triple,NIH,TRUE,NA,"University of California, San Francisco",NA,NA,NA,NA,2007,2007,2008
NCT00439946,2013-06-12,2007-02-22,2013-03-26,Interventional,Phase 4,8,Terminated,"Safety, Efficacy, and Treatment Satisfaction Switching From Flolan to Remodulin Using the Crono Five Ambulatory Pump in Patients With PAH",2007-02-01T00:00:00Z,2011-03-01T00:00:00Z,2009-09-01T00:00:00Z,TRUE,NA,None (Open Label),INDUSTRY,TRUE,NA,"University of California, San Francisco",NA,NA,NA,NA,2007,2007,2011
NCT00440869,2010-03-02,2007-02-26,NA,Interventional,Phase 1,30,Completed,Effects of N-acetylcysteine on Muscle Fatigue in Hemodialysis,2007-03-01T00:00:00Z,2009-12-01T00:00:00Z,2009-12-01T00:00:00Z,FALSE,Randomized,Quadruple,NIH,FALSE,NA,"University of California, San Francisco, San Francisco VA Medical Center",NA,NA,NA,"NCIRE, University of California, San Francisco",2007,2007,2009
NCT00443690,2009-02-19,2007-03-02,NA,Interventional,Phase 3,480,Completed,Placebo-Controlled Randomized Study of KW-3902 for Subjects Hospitalized With Worsening Renal Function and Heart Failure Requiring IV Therapy,2007-08-01T00:00:00Z,2009-01-01T00:00:00Z,2009-01-01T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,NA,NA,"University of California San Francisco, USA",NA,NA,NA,2007,2007,2009
NCT00444379,2014-08-19,2007-03-06,NA,Interventional,Phase 4,224,Completed,Anti-Retrovirals for Kaposi's Sarcoma,2007-04-01T00:00:00Z,2012-07-01T00:00:00Z,2012-02-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2007,2007,2012
NCT00447265,2013-02-06,2007-03-12,2011-10-07,Interventional,Phase 2,1,Terminated,Etanercept for the Treatment of Lupus Nephritis,2008-02-01T00:00:00Z,2009-03-01T00:00:00Z,2009-03-01T00:00:00Z,TRUE,Randomized,Double,NIH,TRUE,NA,NA,"Division of Rheumatology, University of California, San Francisco; Department of Medicine, University of California, San Francisco",NA,NA,NA,2007,2008,2009
NCT00447707,2017-01-11,2007-03-13,NA,Interventional,Not Applicable,497,Completed,Positive Choice: Prevention for Positive Health,2003-12-01T00:00:00Z,2006-09-01T00:00:00Z,NA,FALSE,Randomized,Single,NIH,TRUE,NA,"University of California, San Francisco",NA,NA,NA,NA,2007,2003,2006
NCT00451308,2013-07-31,2007-03-22,NA,Interventional,Phase 4,192,Completed,Induction of Labor With a Foley Balloon Catheter: Inflation With 30ml Compared to 60ml,2006-11-01T00:00:00Z,2009-07-01T00:00:00Z,2009-07-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2007,2006,2009
NCT00454181,2011-09-12,2007-03-29,2010-11-09,Interventional,Phase 2,59,Completed,Treatment of Oral Warts in HIV+ Patients,2007-02-01T00:00:00Z,2009-10-01T00:00:00Z,2009-09-01T00:00:00Z,TRUE,Randomized,Quadruple,INDUSTRY,TRUE,NA,"University of California, San Francisco",NA,NA,NA,NA,2007,2007,2009
NCT00458393,2021-10-29,2007-04-06,2016-12-27,Interventional,Phase 3,2499,Completed,Emtricitabine/Tenofovir Disoproxil Fumarate for HIV Prevention in Men,2007-06-01T00:00:00Z,2014-02-01T00:00:00Z,2014-02-01T00:00:00Z,TRUE,Randomized,Double,NIH,TRUE,NA,"J. David Gladstone Institutes, University of California San Francisco",NA,NA,NA,NA,2007,2007,2014
NCT00459732,2020-12-03,2007-04-11,2010-11-04,Interventional,Not Applicable,45,Completed,Zinc & Bone Health in Thalassemia: The Think Zinc Study,2006-04-01T00:00:00Z,2011-02-01T00:00:00Z,2009-10-01T00:00:00Z,TRUE,Randomized,Double,OTHER,TRUE,UCSF Benioff Children's Hospital Oakland,UCSF Benioff Children's Hospital Oakland,NA,NA,NA,NA,2007,2006,2011
NCT00461162,2014-08-14,2007-04-13,NA,Interventional,Phase 1/Phase 2,125,Completed,Dyspnea Self-Management: Internet or Face-to-Face,2007-01-01T00:00:00Z,2011-08-01T00:00:00Z,2011-08-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2007,2007,2011
NCT00464490,2014-10-29,2007-04-19,2014-10-25,Interventional,Not Applicable,42,Terminated,Use of Dexmedetomidine to Facilitate Extubation in Surgical ICU Patients Who Failed Previous Weaning Attempts,2007-11-01T00:00:00Z,2012-12-01T00:00:00Z,2012-05-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2007,2007,2012
NCT00466206,2015-12-02,2007-04-24,2012-05-11,Interventional,Phase 1/Phase 2,10,Completed,Magnetic Mini-Mover Procedure to Treat Pectus Excavatum,2007-04-01T00:00:00Z,2011-04-01T00:00:00Z,2010-05-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco Medical Center and Children's Hospital",NA,NA,NA,"University of California, San Francisco",2007,2007,2011
NCT00467220,2020-01-17,2007-04-26,NA,Interventional,Not Applicable,24,Completed,Effect of Daily Calorie or Alternate-day Calorie Reductions on Risk for Cardiovascular Disease and Cancer,2007-04-01T00:00:00Z,2015-12-17T00:00:00Z,2015-12-17T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, Berkeley; University of California, San Francisco",NA,NA,NA,NA,2007,2007,2015
NCT00471614,2012-05-15,2007-05-08,NA,Interventional,Phase 2,3,Completed,Effects of Uridine Supplementation on Metabolic Side Effects of Stavudine and Zidovudine,2007-04-01T00:00:00Z,2012-01-01T00:00:00Z,2012-01-01T00:00:00Z,FALSE,Randomized,Triple,NIH,FALSE,NA,"University of California, San Francisco",NA,NA,NA,NA,2007,2007,2012
NCT00472095,2021-08-20,2007-05-09,NA,Interventional,Not Applicable,200,Completed,Fotonovela for Type 2 Diabetes Mellitus,2007-06-01T00:00:00Z,2016-01-29T00:00:00Z,2016-01-29T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, San Francisco","UCSF-Fresno Medical Education Program, Department of Family Medicine",NA,NA,NA,NA,2007,2007,2016
NCT00472719,2021-10-13,2007-05-11,NA,Interventional,Phase 1,17,Completed,Safety of and Immune Response to a DNA HIV Vaccine Followed By Boosting With One of Two Serotypes of Adenoviral Vector HIV Vaccine in Healthy Adults,2007-08-01T00:00:00Z,2013-01-01T00:00:00Z,2008-07-01T00:00:00Z,FALSE,Randomized,Double,NIH,TRUE,NA,NA,"San Francisco Department of Public Health, University of California, San Francisco",NA,NA,NA,2007,2007,2013
NCT00477165,2017-03-02,2007-05-18,2015-04-10,Interventional,Phase 2,54,Completed,Citalopram in Irritable Bowel Syndrome,2001-04-01T00:00:00Z,2009-06-01T00:00:00Z,2009-06-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,NA,"University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2007,2001,2009
NCT00484627,2007-06-08,2007-06-08,NA,Interventional,Phase 2,43,Completed,Effects of Creatine and Resistance Exercise Training in People With HIV Infection,2001-08-01T00:00:00Z,2003-10-01T00:00:00Z,NA,FALSE,Randomized,Double,NIH,FALSE,NA,"University of California, San Francisco; San Francisco General Hospital",NA,"University of California, San Francisco; San Francisco General Hospital",NA,NA,2007,2001,2003
NCT00488462,2015-01-16,2007-06-18,NA,Interventional,Not Applicable,887,Completed,Non-Pneumatic Anti-Shock Garment for Obstetrical Hemorrhage: Zambia and Zimbabwe,2007-10-01T00:00:00Z,2012-05-01T00:00:00Z,2012-05-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco",NA,"University of California, San Francisco",NA,NA,2007,2007,2012
NCT00488982,2019-10-29,2007-06-18,2019-10-07,Interventional,Phase 2,125,Completed,Intermittent Chemotherapy With or Without Granulocyte-macrophage Colony-stimulating Factor (GM-CSF) for Metastatic Hormone Refractory Prostate Cancer (HRPC),2007-04-01T00:00:00Z,2014-05-01T00:00:00Z,2014-03-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2007,2007,2014
NCT00489086,2020-10-08,2007-06-20,2013-07-31,Interventional,Phase 2,36,Completed,Topical Tazarotene in Treating Patients With Basal Cell Skin Cancer and Basal Cell Nevus Syndrome on the Face,2004-07-01T00:00:00Z,2012-06-01T00:00:00Z,2012-06-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,UCSF Benioff Children's Hospital Oakland,UCSF Benioff Children's Hospital Oakland,NA,NA,NA,NA,2007,2004,2012
NCT00495521,2017-08-23,2007-06-29,2017-06-05,Interventional,Phase 2,2,Terminated,High Dose Oral 4-Aminosalicylic Acid (PASER®) to Control Acute Flares of Mild to Moderate Crohn's Disease in Children,2007-06-01T00:00:00Z,2008-10-01T00:00:00Z,2008-07-01T00:00:00Z,TRUE,Randomized,Quadruple,INDUSTRY,TRUE,NA,"University of California, San Francisco",NA,NA,NA,NA,2007,2007,2008
NCT00496223,2011-02-21,2007-07-03,NA,Interventional,Phase 1/Phase 2,11,Terminated,A Phase I/II Study of Sunitinib and Dacarbazine,2006-09-01T00:00:00Z,2007-06-01T00:00:00Z,2007-06-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,NA,UCSF (formerly at H. Lee Moffitt Cancer Center & Research Institute),NA,NA,NA,UCSF (formerly at H. Lee Moffitt Cancer Center & Research Institute),2007,2006,2007
NCT00498355,2017-10-24,2007-07-09,2012-06-20,Interventional,Phase 1/Phase 2,7,Completed,Lucentis for Inflammatory Macular Edema Trial,2007-07-01T00:00:00Z,2009-12-01T00:00:00Z,2009-01-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2007,2007,2009
NCT00501696,2008-05-15,2007-07-12,NA,Interventional,Phase 3,80,Completed,"A Randomized Placebo-Controlled, Crossover-Design Study of the Effects of Low Dose Naltrexone",2007-02-01T00:00:00Z,2007-11-01T00:00:00Z,2007-11-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,FALSE,"University of California, San Francisco","MS Center , UCSF",NA,NA,NA,UCSF MS Center,2007,2007,2007
NCT00501709,2020-04-30,2007-07-12,NA,Interventional,Phase 1/Phase 2,10,Completed,Prevention of Autoimmune Destruction and Rejection of Human Pancreatic Islets Following Transplantation for Insulin Dependent Diabetes Mellitus,2007-02-01T00:00:00Z,2016-12-01T00:00:00Z,2016-12-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2007,2007,2016
NCT00501748,2011-09-23,2007-07-12,NA,Interventional,Phase 1,20,Completed,Safety and Tolerability of Rituximab in Neuromyelitis Optica,2004-01-01T00:00:00Z,2010-12-01T00:00:00Z,2010-12-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,"University of California, San Francisco","MS Center , UCSF",NA,NA,NA,NA,2007,2004,2010
NCT00501943,2014-03-11,2007-07-12,2013-11-19,Interventional,Phase 2,43,Completed,Neuroprotection With Riluzole Patients With Early Multiple Sclerosis,2006-07-01T00:00:00Z,2012-10-01T00:00:00Z,2012-10-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,"University of California, San Francisco","UCSF , MS Center; UCSF, MS Center",NA,NA,NA,"University of California, San Francisco",2007,2006,2012
NCT00502957,2010-06-24,2007-07-16,NA,Interventional,Not Applicable,15,Completed,Biofeedback Treatment for Functional Constipation,2005-03-01T00:00:00Z,2007-11-01T00:00:00Z,NA,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2007,2005,2007
NCT00503308,2015-05-06,2007-07-16,2009-09-24,Interventional,Not Applicable,281,Completed,HIV Testing Strategies in the Perinatal Setting,2006-10-01T00:00:00Z,2008-02-01T00:00:00Z,2007-09-01T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,UCSF,2007,2006,2008
NCT00504166,2013-07-31,2007-07-17,2011-07-13,Interventional,Phase 4,53,Completed,Alendronate Prevents Microarchitectural Deterioration of Trabecular Bone in Early Postmenopausal Women,2006-02-01T00:00:00Z,2009-04-01T00:00:00Z,2009-03-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2007,2006,2009
NCT00505427,2013-06-28,2007-07-20,NA,Interventional,Phase 1,22,Completed,Alpha Lipoic Acid and Polycystic Ovary Syndrome,2006-03-01T00:00:00Z,2010-07-01T00:00:00Z,2010-07-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2007,2006,2010
NCT00505596,2014-10-17,2007-07-20,NA,Interventional,Not Applicable,744,Completed,Expanded Prenatal Testing Options and Informed Choice,2007-12-01T00:00:00Z,2013-01-01T00:00:00Z,2013-01-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2007,2007,2013
NCT00507078,2012-05-18,2007-07-23,NA,Interventional,Not Applicable,60,Completed,Biomarkers in Obstructive Sleep Apnea Surgery,2005-06-01T00:00:00Z,2007-06-01T00:00:00Z,NA,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2007,2005,2007
NCT00507650,2015-03-05,2007-07-24,NA,Interventional,Not Applicable,63,Completed,Increasing Fluids in Older Adults to Prevent & Treat Pressure Ulcers,2003-09-01T00:00:00Z,2007-03-01T00:00:00Z,NA,FALSE,Randomized,Single,OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2007,2003,2007
NCT00508027,2013-08-20,2007-07-26,2013-02-11,Interventional,Phase 1/Phase 2,42,Completed,Simvastatin (Zocor) Therapy in Sickle Cell Disease,2007-06-01T00:00:00Z,2011-12-01T00:00:00Z,2011-12-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,UCSF Benioff Children's Hospital Oakland,UCSF Benioff Children's Hospital Oakland,NA,NA,NA,UCSF Benioff Children's Hospital Oakland,2007,2007,2011
NCT00508937,2020-12-22,2007-07-26,NA,Interventional,Not Applicable,660,Completed,Dietary Protein and Insulin Sensitivity Study,2007-02-01T00:00:00Z,2009-12-01T00:00:00Z,2009-11-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,UCSF Benioff Children's Hospital Oakland,UCSF Benioff Children's Hospital Oakland,NA,NA,NA,NA,2007,2007,2009
NCT00509353,2014-08-28,2007-07-30,NA,Interventional,Phase 1,26,Completed,N2004-06: Irinotecan and Vincristine With 131I-MIBG Therapy for Resistant/Relapsed High-Risk Neuroblastoma,2007-01-01T00:00:00Z,2012-05-01T00:00:00Z,2010-10-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,NA,UCSF Medical Center at Parnassus,NA,NA,NA,NA,2007,2007,2012
NCT00510224,2013-10-17,2007-07-30,2013-10-17,Interventional,Phase 2,13,Terminated,Sandostatin for Patients With Androgen Independent Prostate Cancer,2007-07-01T00:00:00Z,2009-08-01T00:00:00Z,2009-08-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2007,2007,2009
NCT00513526,2015-08-27,2007-08-06,2011-06-28,Interventional,Phase 2,112,Completed,Human Papillomavirus Vaccine Therapy in Treating Men With HIV-1 Infection,2007-11-01T00:00:00Z,2011-10-01T00:00:00Z,2010-05-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),NETWORK,TRUE,NA,"University of California, San Francisco",NA,NA,NA,NA,2007,2007,2011
NCT00513617,2017-02-28,2007-08-06,2009-02-23,Interventional,Phase 2,128,Completed,Effectiveness of Arginine as a Treatment for Sickle Cell Anemia,2004-06-01T00:00:00Z,2008-01-01T00:00:00Z,2007-09-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,TRUE,UCSF Benioff Children's Hospital Oakland,"University of California, San Francisco",NA,NA,NA,NA,2007,2004,2008
NCT00514722,2013-08-13,2007-08-08,NA,Interventional,Not Applicable,4,Terminated,Pilot Study of Umbilical Cord Blood Transplantation in Adult Patient With Advanced Hematopoietic Malignancies,2002-10-01T00:00:00Z,2009-03-01T00:00:00Z,2009-03-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2007,2002,2009
NCT00515099,2017-04-05,2007-08-10,2014-02-10,Interventional,Phase 2,58,Terminated,Study of Antithymocyte Globulin for Treatment of New-onset T1DM,2007-08-01T00:00:00Z,2013-07-01T00:00:00Z,2012-06-01T00:00:00Z,TRUE,Randomized,Double,NIH,TRUE,NA,"University of California, San Francisco",NA,NA,NA,NA,2007,2007,2013
NCT00515138,2012-04-11,2007-08-09,NA,Interventional,Early Phase 1,7,Terminated,"A Pilot Study of Standard-Dose Rituximab, Ifosfamide, Carboplatin and Etoposide (RICE) Plus Bortezomib (Velcade) in a Dose-Escalating Fashion for Patients With Relapsed or Primary Refractory Aggressive B-Cell Non-Hodgkin's Lymphoma Who Are Candidates for Autologous Stem Cell Transplant",2007-05-01T00:00:00Z,2011-11-01T00:00:00Z,2011-11-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2007,2007,2011
NCT00516152,2009-01-22,2007-08-13,NA,Interventional,Phase 2,36,Completed,Phase II Study Evaluating Busulfan and Fludarabine as Preparative Therapy in Adults With Hematopoietic Disorders Undergoing MUD SCT,2002-11-01T00:00:00Z,2007-11-01T00:00:00Z,NA,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,University of California San Francisco,2007,2002,2007
NCT00517933,2015-06-22,2007-08-15,2010-11-05,Interventional,Phase 3,180,Completed,Sildenafil Trial of Exercise Performance in Idiopathic Pulmonary Fibrosis,2007-08-01T00:00:00Z,2009-10-01T00:00:00Z,2009-05-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,TRUE,NA,"University of California, San Francisco",NA,NA,NA,NA,2007,2007,2009
NCT00518128,2012-05-18,2007-08-16,NA,Interventional,Not Applicable,60,Completed,Measuring Effectiveness in Sleep Apnea Surgery,2007-07-01T00:00:00Z,2011-06-01T00:00:00Z,2011-06-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2007,2007,2011
NCT00522899,2012-04-06,2007-08-28,NA,Interventional,Not Applicable,126,Completed,The Mental Activity and eXercise Trial for Seniors,2007-08-01T00:00:00Z,2011-06-01T00:00:00Z,2009-12-01T00:00:00Z,FALSE,Randomized,Double,OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco and San Francisco VA Medical Center",NA,NA,NA,"University of California, San Francisco",2007,2007,2011
NCT00522964,2009-08-16,2007-08-28,NA,Interventional,Phase 3,80,Completed,Educational Intervention on Weight Management in Chinese-American Children,2006-05-01T00:00:00Z,2009-04-01T00:00:00Z,2009-04-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,UCSF,2007,2006,2009
NCT00524966,2011-07-07,2007-09-04,NA,Interventional,Not Applicable,100,Completed,Randomized Controlled Trial of Bipolar Versus Ultrasonic Hemostasis Techniques in Thyroidectomy,2007-08-01T00:00:00Z,2009-08-01T00:00:00Z,2009-08-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2007,2007,2009
NCT00525135,2015-01-21,2007-08-28,2015-01-21,Interventional,Phase 2,5,Terminated,Valproic Acid (Depakote ER) in Patients With Advanced Thyroid Cancer,2007-08-01T00:00:00Z,2009-03-01T00:00:00Z,2009-03-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2007,2007,2009
