nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,ucsf_lead_sponsor,ucsf_principal_investigator,ucsf_study_chair,ucsf_study_director,ucsf_unspecified_official,ucsf_responsible_party,registration_year,start_year,completion_year
NCT01087736,2014-05-01,2010-03-15,2014-01-28,Interventional,Phase 4,30,Completed,Topiramate Treatment of Alcohol Use Disorders in Veterans With Post Traumatic Stress Disorder (PTSD): A Pilot Controlled Trial of Augmentation Therapy,2010-04-01T00:00:00Z,2013-12-01T00:00:00Z,2012-09-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco; Department of Veteran's Affairs",NA,NA,NA,NA,2010,2010,2013
NCT01087749,2013-05-28,2010-03-15,NA,Interventional,Phase 1,24,Completed,Pharmacokinetic Study in Patients With Chronic Kidney Disease and Healthy Volunteers,2010-03-01T00:00:00Z,2012-12-01T00:00:00Z,2012-12-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2010,2010,2012
NCT01090102,2014-08-08,2010-03-17,2014-05-20,Interventional,Phase 4,33,Completed,Mesalamine to Reduce T Cell Activation in HIV Infection,2010-06-01T00:00:00Z,2012-12-01T00:00:00Z,2012-12-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,NA,NA,2010,2010,2012
NCT01092598,2015-05-26,2010-03-23,NA,Observational,NA,46,Completed,Factors Association With Poor Physical Function in Older Adults With Schizophrenia,2010-03-01T00:00:00Z,2015-05-01T00:00:00Z,2012-06-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,NA,NA,2010,2010,2015
NCT01107990,2020-01-15,2010-04-20,NA,Observational,NA,13,Terminated,Global and Regional Myocardial Strain and Power Output In Patients With Single Ventricles Using Novel MRI Techniques,2009-11-01T00:00:00Z,2012-09-20T00:00:00Z,2012-09-20T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco","University of California, San Francisco",NA,NA,NA,2010,2009,2012
NCT01110720,2013-01-15,2010-04-23,NA,Interventional,Phase 2/Phase 3,313,Completed,Study to Evaluate the Safety and Efficacy of Davunetide for the Treatment of Progressive Supranuclear Palsy,2010-10-01T00:00:00Z,2012-12-01T00:00:00Z,2012-11-01T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,NA,"Memory and Aging Center, University of California, San Francisco",NA,NA,NA,NA,2010,2010,2012
NCT01114776,2020-09-22,2010-04-30,NA,Observational,NA,20,Completed,Multi-Center Study of Iron Overload: Pilot Study,2009-11-01T00:00:00Z,2013-09-30T00:00:00Z,2013-07-31T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,UCSF Benioff Children's Hospital Oakland,UCSF Benioff Children's Hospital Oakland,NA,NA,NA,NA,2010,2009,2013
NCT01116661,2019-05-07,2010-05-03,2018-12-27,Interventional,Phase 2,199,Terminated,Safety Study of Aminolevulinic Acid (ALA) to Enhance Visualization and Resection of Tumors of the Brain,2010-08-01T00:00:00Z,2019-02-28T00:00:00Z,2017-12-28T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",UCSF Department of Neurosurgery,NA,NA,NA,"University of California, San Francisco",2010,2010,2019
NCT01116700,2013-08-06,2010-05-03,NA,Interventional,Phase 1,16,Completed,Dexmedetomidine in Seizure Patients,2010-12-01T00:00:00Z,2012-02-01T00:00:00Z,2012-02-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",UCSF Department of Anesthesia; UCSF Department of Neurology,NA,NA,NA,NA,2010,2010,2012
NCT01129401,2014-10-23,2010-05-06,NA,Interventional,Phase 1/Phase 2,150,Completed,Stonewall Treatment Evaluation Project,2010-03-01T00:00:00Z,2014-05-01T00:00:00Z,2012-12-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2010,2010,2014
NCT01129440,2020-02-20,2010-05-21,2020-02-10,Interventional,Phase 2,597,Completed,Glass Ionomer Sealant and Fluoride Varnish Study to Prevent Early Childhood Caries,2011-06-01T00:00:00Z,2016-03-01T00:00:00Z,2016-03-01T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2010,2011,2016
NCT01130649,2017-05-01,2010-05-24,NA,Observational,NA,0,Withdrawn,Remote Tracking of Epilepsy Patients,2010-07-01T00:00:00Z,2013-07-01T00:00:00Z,2011-07-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2010,2010,2013
NCT01140022,2014-10-01,2010-05-18,NA,Observational,NA,346,Completed,Leveraging Technology as a Clinician Extender to Screen Culturally Diverse Young Women for Chlamydia,2007-09-01T00:00:00Z,2012-07-01T00:00:00Z,2012-07-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2010,2007,2012
NCT01140035,2011-09-19,2009-09-10,NA,Interventional,Not Applicable,200,Completed,Intensive Insulin Therapy in Deceased Donors,2009-01-01T00:00:00Z,2011-09-01T00:00:00Z,2011-09-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,NA,"University of California, San Francisco",2009,2009,2011
NCT01144104,2017-05-25,2010-05-14,NA,Interventional,Not Applicable,925,Completed,Activating Messages for Enhancing Primary Care Practice (AMEP2): Effectiveness Study,2010-06-01T00:00:00Z,2014-06-01T00:00:00Z,2011-11-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,NA,"University of California, San Francisco",NA,NA,NA,NA,2010,2010,2014
NCT01144871,2014-10-25,2010-06-14,NA,Observational,NA,1216,Completed,Parental Knowledge and Attitudes of Confidential Sexually Transmitted Infections (STI) Services for Teens,2007-09-01T00:00:00Z,2011-08-01T00:00:00Z,2011-08-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2010,2007,2011
NCT01145573,2020-09-10,2010-06-11,NA,Interventional,Not Applicable,65,Completed,Bone Health in Pregnancy,2010-05-01T00:00:00Z,2013-12-01T00:00:00Z,2013-12-01T00:00:00Z,FALSE,Randomized,Quadruple,OTHER,FALSE,UCSF Benioff Children's Hospital Oakland,UCSF Benioff Children's Hospital Oakland,NA,NA,NA,NA,2010,2010,2013
NCT01150591,2015-12-01,2010-06-23,NA,Observational,NA,20,Completed,Microaspiration in Pulmonary Fibrosis,2009-12-01T00:00:00Z,2015-06-01T00:00:00Z,2015-06-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,NA,NA,2010,2009,2015
NCT01150604,2018-11-13,2010-06-23,NA,Interventional,Not Applicable,547,Completed,Depression Management Project,2010-06-01T00:00:00Z,2013-06-01T00:00:00Z,2013-06-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2010,2010,2013
NCT01150968,2011-02-09,2010-06-24,NA,Interventional,Not Applicable,166,Completed,An Educational Intervention to Improve Resident Comfort With Communication at the End of Life,2010-03-01T00:00:00Z,2010-06-01T00:00:00Z,2010-06-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,NA,UCSF,2010,2010,2010
NCT01155167,2018-09-21,2010-06-29,2013-01-31,Interventional,Phase 2/Phase 3,86,Completed,Topical Radial Artery Vasodilation,2010-07-01T00:00:00Z,2012-08-01T00:00:00Z,2011-08-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2010,2010,2012
NCT01156103,2015-05-07,2009-02-17,NA,Interventional,Not Applicable,158,Completed,Reducing Pediatric Obesity Through After-school Programs,2009-08-01T00:00:00Z,2010-12-01T00:00:00Z,2010-05-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2009,2009,2010
NCT01156584,2018-05-16,2010-07-01,NA,Interventional,Phase 1,54,Completed,A Study of a Retroviral Replicating Vector Combined With a Prodrug Administered to Patients With Recurrent Malignant Glioma,2010-07-01T00:00:00Z,2016-08-18T00:00:00Z,2016-08-18T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,TRUE,NA,"University of California, San Francisco",NA,NA,NA,NA,2010,2010,2016
NCT01158950,2020-11-18,2010-07-07,2019-09-16,Interventional,Not Applicable,26,Completed,A Study of Neural Circuit Responses to Catechol-O-methyl Transferase (COMT) Inhibitors,2010-03-01T00:00:00Z,2018-12-01T00:00:00Z,2018-12-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,TRUE,"University of California, San Francisco",UCSF: Ernest Gallo Clinic and Research Center,NA,UCSF: Ernest Gallo Clinic and Research,NA,NA,2010,2010,2018
NCT01161186,2012-10-10,2010-07-09,NA,Interventional,Phase 1,15,Completed,"Nab-paclitaxel (Abraxane), Gemcitabine, and Capecitabine (Xeloda) for Pancreatic Adenocarcinoma",2010-07-01T00:00:00Z,2012-10-01T00:00:00Z,2012-10-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2010,2010,2012
NCT01161199,2020-12-15,2010-07-09,NA,Observational,NA,100,Recruiting,The Use of Leukapheresis to Support HIV Pathogenesis Studies,2010-07-01T00:00:00Z,2022-12-01T00:00:00Z,2022-12-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2010,2010,2022
NCT01162226,2012-04-17,2010-06-24,NA,Interventional,Phase 2,62,Completed,Computer-Based Balance Training for People With Parkinson's Disease,2010-09-01T00:00:00Z,2011-07-01T00:00:00Z,2011-07-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,NA,"University of California, San Francisco",2010,2010,2011
NCT01162239,2020-10-19,2010-06-14,2020-10-19,Interventional,Phase 3,216,Completed,Maintaining Nonsmoking,2010-05-01T00:00:00Z,2016-06-01T00:00:00Z,2016-06-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2010,2010,2016
NCT01164163,2014-10-22,2010-07-15,NA,Interventional,Phase 1,49,Completed,"INCB18424 in Treating Young Patients With Relapsed or Refractory Solid Tumor, Leukemia, or Myeloproliferative Disease",2010-09-01T00:00:00Z,NA,2014-10-01T00:00:00Z,FALSE,NA,None (Open Label),NETWORK,TRUE,NA,"University of California, San Francisco",NA,NA,NA,NA,2010,2010,NA
NCT01165450,2015-04-20,2010-07-15,2015-04-07,Interventional,Phase 2,2,Terminated,Efficacy and Safety Study of Nexagon for Persistent Corneal Epithelial Defects,2011-11-01T00:00:00Z,2014-02-01T00:00:00Z,2014-02-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2010,2011,2014
NCT01165905,2017-06-22,2010-07-18,NA,Interventional,Phase 1,10,Completed,Safety of 24-hour Infusion of ON 01910.Na in Combination With Gemcitabine in Advanced Solid Tumors,2010-01-01T00:00:00Z,2011-07-01T00:00:00Z,2011-07-01T00:00:00Z,FALSE,NA,None (Open Label),INDUSTRY,TRUE,NA,"Department of Medicine, University of California San Francisco",NA,NA,NA,NA,2010,2010,2011
NCT01167543,2010-07-21,2010-07-20,NA,Observational,NA,79,Completed,Relationship and Pathophysiology of Gastroesophageal Reflux and Dental/Periodontal Disease,2005-09-01T00:00:00Z,2008-11-01T00:00:00Z,NA,FALSE,NA,NA,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,NA,"University of California, San Francisco",2010,2005,2008
NCT01168687,2020-08-12,2008-10-06,2013-01-16,Interventional,Not Applicable,46,Completed,Effects of Levetiracetam (Keppra) on Alcohol Consumption,2008-11-01T00:00:00Z,2010-11-01T00:00:00Z,2009-11-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,"University of California, San Francisco",UCSF; Department of Neurology; Ernest Gallo Clinic and Research Center,NA,NA,NA,NA,2008,2008,2010
NCT01174238,2018-05-04,2010-07-28,2018-02-28,Interventional,Phase 2,40,Completed,A Two Arm Trial of Axitinib and Carboplatin/Paclitaxel in Melanoma,2010-07-01T00:00:00Z,2013-12-01T00:00:00Z,2013-08-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,NA,Cutaneous Oncology Group at the Helen Dillar Family Comprehensive Cancer Center at UCSF,NA,NA,NA,"University of California, San Francisco",2010,2010,2013
NCT01174251,2013-10-07,2010-07-30,NA,Observational,NA,125,Completed,The Effect of General Anesthesia on the Risk for Arrhythmia,2010-12-01T00:00:00Z,2013-04-01T00:00:00Z,2013-04-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, San Francisco","Dept. of Anesthesia & Perioperative Care; University of California, San Francisco (UCSF)",NA,NA,NA,NA,2010,2010,2013
NCT01175499,2014-08-15,2010-07-20,NA,Interventional,Not Applicable,0,Withdrawn,Concordance of Two Endoscopic Procedures for Diagnosis of Carcinoma of the Upper Aerodigestive Tract,2010-07-01T00:00:00Z,NA,NA,FALSE,NA,Single,OTHER,TRUE,"University of California, San Francisco","UCSF Helen Diller Family Comprehensive Cancer Center, Otolaryngology, Head & Neck Surgery",NA,NA,NA,NA,2010,2010,NA
NCT01175512,2021-01-25,2010-07-28,NA,Interventional,Early Phase 1,42,Completed,"Stress, Hormones, and Eating",2010-07-01T00:00:00Z,2011-12-01T00:00:00Z,2011-12-01T00:00:00Z,FALSE,Non-Randomized,Triple,OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2010,2010,2011
NCT01176396,2020-04-08,2010-08-04,NA,Interventional,Not Applicable,460,Completed,CAMBRA - PBRN Caries Management By Risk Assessment In A Practice-Based Research Network,2012-04-01T00:00:00Z,2017-05-01T00:00:00Z,2017-01-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco, School of Dentistry",NA,NA,NA,NA,2010,2012,2017
NCT01182675,2018-07-04,2010-08-09,2014-10-28,Interventional,Phase 2,7,Terminated,"Hematopoietic Stem Cell Transplantation (HSCT) for Children With SCID Utilizing Alemtuzumab, Plerixafor & Filgrastim",2010-08-01T00:00:00Z,2013-09-01T00:00:00Z,2013-09-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2010,2010,2013
NCT01184911,2015-03-03,2010-08-17,NA,Interventional,Phase 4,0,Withdrawn,Sulphadoxine-Pyrimethamine for Intermittent Preventive Treatment of Malaria in Pregnancy in Uganda,2010-10-01T00:00:00Z,2011-09-01T00:00:00Z,2011-09-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,University of California San Francisco,2010,2010,2011
NCT01186913,2020-11-09,2010-08-20,NA,Observational,NA,690,Enrolling by invitation,Natural History Study of SCID Disorders,2010-09-02T00:00:00Z,2028-09-01T00:00:00Z,2028-09-01T00:00:00Z,FALSE,NA,NA,NIH,TRUE,NA,UCSF Children's Hospital,NA,NA,NA,NA,2010,2010,2028
NCT01191021,2013-06-04,2010-07-20,NA,Interventional,Phase 1,20,Completed,Monitoring Exhaled Propofol to Individualize General Anesthesia,2010-08-01T00:00:00Z,2010-10-01T00:00:00Z,2010-10-01T00:00:00Z,FALSE,NA,Single,OTHER,FALSE,"University of California, San Francisco","Perioperative Clinical Research Core, Department of Anesthesia, University of California San Francisco",NA,NA,NA,NA,2010,2010,2010
NCT01199146,2017-12-06,2010-09-09,2017-12-06,Interventional,Phase 2,42,Completed,Abiraterone Post Ketoconazole for Prostate Cancer,2010-09-10T00:00:00Z,2016-03-14T00:00:00Z,2013-01-04T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2010,2010,2016
NCT01199211,2020-07-29,2010-09-09,NA,Observational,NA,187,Terminated,Impact of Physical Activity on Left Ventricular Mass and Lipid Metabolism,2011-02-01T00:00:00Z,2017-10-01T00:00:00Z,2017-10-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2010,2011,2017
NCT01199237,2014-05-07,2010-08-23,2014-04-08,Interventional,Phase 4,107,Completed,Impact of Anesthetic Choice (Sevoflurane Versus Desflurane) on Airway Reflex Recovery in the Context of Antagonized Neuromuscular Block,2010-08-01T00:00:00Z,2013-08-01T00:00:00Z,2012-08-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,NA,NA,2010,2010,2013
NCT01199952,2019-08-14,2010-09-09,2019-03-05,Interventional,Not Applicable,207,Completed,RCT: Can a Single Counseling Phone Call Improve Contraception After an Abortion?,2011-03-21T00:00:00Z,2013-01-01T00:00:00Z,2013-01-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2010,2011,2013
NCT01200017,2021-05-25,2010-09-09,NA,Expanded Access,NA,NA,No longer available,Expanded Access Protocol (EAP) Using the CliniMACS® Device for Pediatric Haplocompatible Donor Stem Cell Transplant,NA,NA,NA,FALSE,NA,NA,OTHER,FALSE,NA,"University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2010,NA,NA
NCT01200043,2018-05-07,2010-09-09,NA,Interventional,Not Applicable,54,Completed,Metabolic Impact of Fructose Restriction in Obese Children,2010-07-01T00:00:00Z,2014-12-01T00:00:00Z,2014-12-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2010,2010,2014
NCT01202305,2020-04-30,2010-09-09,NA,Observational,NA,50,Recruiting,The Use of Lymph Node Biopsies to Support HIV Pathogenesis Studies,2011-04-01T00:00:00Z,2030-04-01T00:00:00Z,2030-04-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2010,2011,2030
NCT01202318,2012-06-13,2010-09-13,NA,Observational,NA,0,Withdrawn,Comparative Evaluation of Stroke Triage Algorithms for Emergency Medical Dispatchers,2010-05-01T00:00:00Z,2012-06-01T00:00:00Z,2012-06-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2010,2010,2012
NCT01202331,2017-10-09,2010-09-13,NA,Interventional,Phase 4,29000,Completed,Tripartite International Research for the Elimination of Trachoma,2010-11-01T00:00:00Z,2014-05-01T00:00:00Z,2013-11-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco","F.I. Proctor Foundation, UCSF",NA,"F.I. Proctor Foundation, UCSF",NA,"University of California, San Francisco",2010,2010,2014
NCT01207167,2022-01-29,2010-09-21,NA,Observational,NA,2314,Recruiting,Mediators of Atherosclerosis in South Asians Living in America,2010-09-01T00:00:00Z,2025-12-01T00:00:00Z,2013-03-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2010,2010,2025
NCT01207310,2017-10-29,2010-09-21,NA,Interventional,Not Applicable,224,Completed,Pager-Assisted Smoking Cessation Treatment,2003-05-01T00:00:00Z,2005-12-01T00:00:00Z,2005-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2010,2003,2005
NCT01209260,2014-01-28,2010-09-09,2013-12-05,Interventional,Not Applicable,72,Completed,Transseptal Needle Versus Radiofrequency Energy for Left Atrial Access,2010-11-01T00:00:00Z,2012-11-01T00:00:00Z,2012-11-01T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2010,2010,2012
NCT01209325,2020-08-06,2010-09-24,2020-04-29,Interventional,Phase 2,149,Completed,Vaccine Therapy in Preventing Human Papillomavirus Infection in Young HIV-Positive Male Patients Who Have Sex With Males,2011-06-28T00:00:00Z,2017-12-12T00:00:00Z,2017-12-12T00:00:00Z,TRUE,NA,None (Open Label),NETWORK,TRUE,NA,"University of California, San Francisco",NA,NA,NA,NA,2010,2011,2017
NCT01210235,2015-03-05,2010-09-25,NA,Interventional,Not Applicable,7465,Completed,FLU-FIT Program at Kaiser Permanente Northern California,2009-10-01T00:00:00Z,2012-04-01T00:00:00Z,2011-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2010,2009,2012
NCT01210651,2016-11-14,2010-09-21,2016-06-07,Interventional,Not Applicable,38,Completed,"Treating Major Depression With Yoga: A Prospective, Randomized Controlled Pilot Trial",2010-05-01T00:00:00Z,2011-01-01T00:00:00Z,2011-01-01T00:00:00Z,TRUE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2010,2010,2011
NCT01210664,2018-06-12,2010-09-23,2018-05-07,Interventional,Phase 1,16,Completed,T1DM Immunotherapy Using CD4+CD127lo/-CD25+ Polyclonal Tregs,2010-11-01T00:00:00Z,2017-01-01T00:00:00Z,2016-12-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,"University of California, San Francisco",NA,"University of California, San Francisco","University of California, San Francisco",NA,NA,2010,2010,2017
NCT01211379,2010-10-14,2010-09-25,NA,Interventional,Not Applicable,1372,Completed,The FLU-FOBT Program in Primary Care Settings Where Disparities Persist,2009-10-01T00:00:00Z,2010-08-01T00:00:00Z,2010-04-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2010,2009,2010
NCT01217333,2012-10-16,2010-09-28,NA,Interventional,Not Applicable,74,Completed,Telephone-Based Decision Support for Rural Patients,2007-10-01T00:00:00Z,2011-06-01T00:00:00Z,2010-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2010,2007,2011
NCT01220336,2014-10-17,2010-10-11,NA,Interventional,Not Applicable,441,Completed,Study of Medical Assistant Health Coaching in Primary Care for Patients With Chronic Conditions,2011-04-01T00:00:00Z,2014-06-01T00:00:00Z,2014-06-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2010,2011,2014
NCT01221532,2013-07-05,2010-07-13,NA,Interventional,Not Applicable,699,Completed,Support From Hospital to Home for Elders: A Randomized Controlled Study,2010-07-01T00:00:00Z,2013-07-01T00:00:00Z,2012-02-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2010,2010,2013
NCT01222689,2020-07-29,2010-10-15,2016-07-13,Interventional,Phase 2,46,Completed,Selumetinib and Erlotinib Hydrochloride in Treating Patients With Locally Advanced or Metastatic Pancreatic Cancer,2010-11-01T00:00:00Z,2014-09-01T00:00:00Z,2013-04-01T00:00:00Z,TRUE,NA,None (Open Label),NIH,TRUE,NA,UCSF-Mount Zion,NA,NA,NA,NA,2010,2010,2014
NCT01227434,2015-06-15,2010-10-15,2015-05-18,Interventional,Phase 2,23,Terminated,A Study of PD 0332991 in Patients With Recurrent Rb Positive Glioblastoma,2010-09-01T00:00:00Z,2013-12-01T00:00:00Z,2013-12-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2010,2010,2013
NCT01227590,2015-05-06,2010-10-22,NA,Interventional,Phase 1,18,Completed,Pharmacokinetic Interactions Between an Herbal Medicine (African Potato) and Antiretroviral Agents (Lopinavir/Ritonavir),2010-02-01T00:00:00Z,2011-09-01T00:00:00Z,2011-02-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2010,2010,2011
NCT01228877,2017-10-25,2010-10-08,NA,Interventional,Not Applicable,22,Completed,The Effect of 16 Weeks of Hip Adduction and Abduction Resistance Exercise,2010-12-01T00:00:00Z,2012-09-01T00:00:00Z,2012-06-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, San Francisco",UCSF-Department of Radiology,NA,NA,NA,NA,2010,2010,2012
NCT01229618,2015-10-01,2010-10-13,NA,Interventional,Phase 1,31,Completed,Hyperpolarized Pyruvate Injection in Subjects With Prostate Cancer,2010-10-01T00:00:00Z,2013-08-01T00:00:00Z,2011-11-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2010,2010,2013
NCT01229709,2014-10-26,2010-10-26,NA,Interventional,Phase 2,10,Completed,Mindfulness Based Tinnitus Reduction (MBTR): A Symptom Perception Shift Program,2011-01-01T00:00:00Z,2011-06-01T00:00:00Z,2011-06-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Francisco",NA,NA,NA,NA,NA,2010,2011,2011
NCT01231971,2022-02-11,2010-10-27,NA,Observational,NA,1182,Completed,Alzheimer's Disease Neuroimaging Initiative 2,2011-02-14T00:00:00Z,2017-11-29T00:00:00Z,2017-11-29T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,NA,"University of California, San Francisco",NA,NA,NA,NA,2010,2011,2017
NCT01232920,2016-06-07,2010-11-01,2015-12-01,Interventional,Phase 3,80,Completed,First-line Antimetabolites as Steroid-sparing Treatment Uveitis Pilot Trial,2010-10-01T00:00:00Z,2012-06-01T00:00:00Z,2012-06-01T00:00:00Z,TRUE,Randomized,Double,OTHER,TRUE,"University of California, San Francisco","Proctor Foundation, UCSF",NA,NA,NA,NA,2010,2010,2012
NCT01234103,2017-08-24,2010-11-03,2017-08-22,Interventional,Not Applicable,933,Terminated,Preventing Health Damaging Behaviors in Male and Female Army Recruits,2010-09-01T00:00:00Z,2013-06-01T00:00:00Z,2013-03-01T00:00:00Z,TRUE,Randomized,None (Open Label),FED,FALSE,NA,"University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2010,2010,2013
NCT01235767,2020-11-20,2010-11-04,NA,Interventional,Not Applicable,291,Completed,Animal Source Food Supplement and Pregnancy in Vietnam,2011-01-01T00:00:00Z,2016-05-01T00:00:00Z,2016-05-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,UCSF Benioff Children's Hospital Oakland,UCSF Benioff Children's Hospital Oakland,NA,NA,NA,NA,2010,2011,2016
